nachname;vorname;geburtsjahr;partei;wahlkreis;landeslistePlatz;bundesland;jahr
Ikram;Mohammad Maqsood;1972;Team Todenhöfer;;14;;2021
Kotb;Yasmin;1986;Team Todenhöfer;;15;;2021
Löder;Dietmar;1965;Team Todenhöfer;;16;;2021
Mehdi;Benar;1988;Team Todenhöfer;;17;;2021
Sealiti;Tarik;1978;Team Todenhöfer;;18;;2021
Heppe;Andrea;1967;Team Todenhöfer;;19;;2021
Yayla;Alperen;1999;Team Todenhöfer;;20;;2021
Jünger;Thomas;1990;Team Todenhöfer;;21;;2021
Dunker;Holger;1965;Team Todenhöfer;;22;;2021
Mühl;Paula Theodora;2001;Volt;;3;;2021
Klisiewicz;Jana;1998;Volt;;7;;2021
Traute;Olaf;1966;Volt;;8;;2021
Hilker;Iris;1971;Volt;;9;;2021
Jeschke;Friedrich;1983;Volt;;10;;2021
Browers;Andrea;1971;Volt;;15;;2021
Stölting;Torsten Albert;1978;Volt;;16;;2021
Schlusen;Sebastian;1986;Volt;;20;;2021
Naton;Josefine Ruth;2000;Volt;;21;;2021
Hundgeburth;Lorenz Constantin;1986;Volt;;22;;2021
Rompaey;Ann-Katrin;1990;Volt;;23;;2021
Langer;Karin;1968;Volt;;25;;2021
Jaculy;Pascal;1998;Volt;;26;;2021
Gerlach;Lisa Hanna;1965;Volt;;27;;2021
Langbehn;Jan;1999;Volt;;28;;2021
Kamp;Mathias Michael;1990;Volt;;30;;2021
Müller;Ann-Kristin;1990;CDU;;23;;2021
Stolz;André;1972;CDU;;24;;2021
Nazarenus-Vetter;Albina;1974;CDU;;25;;2021
Hemmerich;Kai-Uwe;1969;CDU;;26;;2021
Gontrum;Christel;1961;CDU;;27;;2021
Volkmann;Johannes Benedikt;1996;CDU;;28;;2021
Behschad;Maik Fariborz;1969;CDU;;29;;2021
Reddig;Pascal Michael;1995;CDU;;30;;2021
Wendel;Christian;1980;CDU;;31;;2021
Fay;Christoph Georg Bernhard;1955;CDU;;32;;2021
Schölch;Anna-Maria;1973;CDU;;33;;2021
Sehlbach;Sebastian;1985;CDU;;34;;2021
Speer;Kim-Sarah;1993;CDU;;35;;2021
Schmauß;Kevin;1992;CDU;;36;;2021
Wagner;Katharina Elisabeth;1994;CDU;;37;;2021
Hundertmark;Matthias Michael;1988;CDU;;38;;2021
Bierent;Leonie;1995;CDU;;39;;2021
Korell;Steffen Alexander;1984;CDU;;40;;2021
Grüntker;Kathrin Sibylle;1984;CDU;;41;;2021
Lübcke;Christoph Heinrich;1984;CDU;;42;;2021
Edelmann-Rauthe;Jana;1977;CDU;;43;;2021
Seipp;Jens;1978;CDU;;44;;2021
Weirich;Alexandra;1976;CDU;;45;;2021
Schütz;Anna Magdalena Ulrike;1998;CDU;;46;;2021
Jesinghausen;Elke;1955;CDU;;47;;2021
Pittich;Ralph;1971;CDU;;48;;2021
Knorr;Maria Hildegard;1953;CDU;;49;;2021
Müller;Thomas;1982;CDU;;50;;2021
Iolin;Simon;1973;CDU;;51;;2021
Klaff-Isselmann;Irmgard Rita;1957;CDU;;52;;2021
Gehrmann;Katja Astrid Alexandra Maria;1985;CDU;;53;;2021
Frühwald;Sophie Elise;1996;SPD;;20;;2021
Kauser;Hibba Tun Noor;1999;SPD;;22;;2021
Sarikaya;Serpil;1968;SPD;;24;;2021
Pfenning;Tanja;1973;SPD;;26;;2021
Schaaf;Harald;1954;SPD;;27;;2021
Rothermel;Jelena;1987;SPD;;28;;2021
Ziegler;Maximilian;1992;SPD;;29;;2021
Vaupel;Monika;1959;SPD;;30;;2021
Böcher;Jan Moritz;1996;SPD;;31;;2021
Schilling;Yasmin;1977;SPD;;32;;2021
Petzold;René;1995;SPD;;33;;2021
Minkley;Stefanie;1989;SPD;;34;;2021
Trah-Bente;Kevin Heinz;1993;SPD;;35;;2021
Tayboga;Berivan;1991;SPD;;36;;2021
Gebauer;Patrick;1991;SPD;;37;;2021
Kraft;Stefanie;1989;SPD;;38;;2021
Becker;Lukas;1997;SPD;;39;;2021
Schmidbauer;Ulrike Helga;1959;SPD;;40;;2021
Lüderwald;Silke Christina;1965;SPD;;41;;2021
Felkl;Nicole;1981;SPD;;42;;2021
Fürpahs-Zipp;Cornelia;1957;SPD;;43;;2021
Bethke;Cornelia;1966;SPD;;44;;2021
Then;Stefanie Helene;1968;SPD;;45;;2021
Fischer;Beate;1965;SPD;;46;;2021
Sauer;Sigrid;1958;SPD;;47;;2021
Wölk;Marianne;1962;SPD;;48;;2021
Mai-Wehnes;Waltraud Katharina;1949;SPD;;49;;2021
Sälzer;Claudia Karin;1963;SPD;;50;;2021
Oertel;Monika;1960;SPD;;51;;2021
Marxen;Johannes;1955;AfD;;7;;2021
Lamely;Pierre;1981;AfD;;8;;2021
Bärsch;Gerhard Walter;1988;AfD;;11;;2021
Fuchs;Markus Erhard;1968;AfD;;12;;2021
Bletzer;Karsten;1970;AfD;;13;;2021
Jeromin;Kristina  Viktoria;1982;GRÜNE;;11;;2021
Darge;Ekkehard Martin Walter;1971;GRÜNE;;20;;2021
Peters;Jana;1991;GRÜNE;;21;;2021
Schmitt;Marcus;1992;GRÜNE;;24;;2021
McNicol;Isabella Emilia Sophia;1985;GRÜNE;;25;;2021
Spanke;Jacob Johannes;1989;GRÜNE;;26;;2021
Zebunke;Thomas Willi;1961;GRÜNE;;28;;2021
Kiraylar;Hülya;1965;GRÜNE;;29;;2021
Schuppan;Robert  Holger;2002;GRÜNE;;30;;2021
Hahn;Pearl;1986;DIE LINKE;;9;;2021
Roth;Benjamin;1994;DIE LINKE;;14;;2021
Schelsky;Fabian;1998;Tierschutzpartei;;1;;2021
Prelle;Cornelia Eva Dorothea;1958;Tierschutzpartei;;2;;2021
Fritz;Alexander;1980;Tierschutzpartei;;3;;2021
Böhm-Fritz;Saskia Ursula Lydia;1984;Tierschutzpartei;;4;;2021
Lepère;Arnd;1961;Tierschutzpartei;;5;;2021
Lopez Vicente;Paula;1997;Tierschutzpartei;;6;;2021
Burkard;Wolfgang;1989;Tierschutzpartei;;7;;2021
Mildner;Yannick;1992;Tierschutzpartei;;8;;2021
Dreher;Freimut;1955;Tierschutzpartei;;9;;2021
Dreher-Knoch;Helga;1951;Tierschutzpartei;;10;;2021
Krohmer;Julia;1967;Die PARTEI;;1;;2021
Görres;Carolyn-Monika;1982;Die PARTEI;;2;;2021
Berberich;Thomas;1958;Die PARTEI;;3;;2021
Gaitzsch;Torsten Matthias;1981;Die PARTEI;;4;;2021
Luxen;Dennis;1978;Die PARTEI;;5;;2021
Kliemt;Ralf;1981;Die PARTEI;;6;;2021
Weintraut;Horst Werner;1961;Die PARTEI;;7;;2021
Lüttich;Moira Aileen;1991;Die PARTEI;;8;;2021
Walter;Victoria;1985;Die PARTEI;;9;;2021
Böhm;Nils;1997;Die PARTEI;;10;;2021
Riebold;Ute;1959;Die PARTEI;;11;;2021
Neumann;Mandy;1986;Die PARTEI;;12;;2021
Schildhauer;Carmen;1966;Die PARTEI;;13;;2021
Prescher;Julian;1990;Die PARTEI;;16;;2021
Scheeff;Christian Peter;1975;Die PARTEI;;17;;2021
Piater;Jürgen;1970;Die PARTEI;;18;;2021
Benecke;Marco;1981;Die PARTEI;;19;;2021
Staab;Niklas;1990;Die PARTEI;;20;;2021
Torrini;Mario Roberto;1997;Die PARTEI;;21;;2021
Kempff;Tobias Henrich;1973;Die PARTEI;;23;;2021
Grätz;Thorsten;1989;Die PARTEI;;24;;2021
Steffen;Jan Oliver;1973;Die PARTEI;;25;;2021
Schneider;Volker Jürgen;1963;Die PARTEI;;26;;2021
Hoheisel;Jörg Werner;1973;Die PARTEI;;27;;2021
Braun;Andreas;1963;Die PARTEI;;28;;2021
Schumacher;Thomas Michael;1961;Die PARTEI;;29;;2021
Hardt;Roland Walther;1969;Die PARTEI;;30;;2021
Luckhardt;Sven;1989;Die PARTEI;;31;;2021
Gerhardt;Enrico;1992;Die PARTEI;;32;;2021
Schumacher;Christos;1966;Die PARTEI;;33;;2021
Weiß;Stefan;1989;Die PARTEI;;34;;2021
Berezowski;Nick;1989;Die PARTEI;;35;;2021
Lang;Sebastian;1992;Die PARTEI;;36;;2021
Köpper;Lars;1986;Die PARTEI;;37;;2021
Ahlheim;Sven;1981;Die PARTEI;;38;;2021
Djurdjević;Slaviša;1970;Die PARTEI;;39;;2021
Felde;Vincent John Martin Noah Linus;1982;Die PARTEI;;40;;2021
Wangler;Jonathan Christian;1983;Die PARTEI;;41;;2021
Hoch;Meik;1964;Die PARTEI;;42;;2021
Dahl;Michael;1977;Die PARTEI;;43;;2021
Buck;Casimir David;1991;Die PARTEI;;44;;2021
Christmann;Herbert;1953;Die PARTEI;;45;;2021
Götz-Pijl;Michael;1980;Die PARTEI;;46;;2021
Maag;Maximilian Jakob;1998;Die PARTEI;;47;;2021
Firle;Heiko Reinhard;1991;Die PARTEI;;48;;2021
Edelmann;Karl Peter;1953;Die PARTEI;;49;;2021
Schulz;Armin Lothar;1981;Die PARTEI;;50;;2021
Angermann;Daniel;1992;Die PARTEI;;51;;2021
Feuerstein;Felix-Fabian;1984;FREIE WÄHLER;;14;;2021
Kandziorowsky;Thomas Michael;1971;FREIE WÄHLER;;17;;2021
Kinkel;Cosima;2002;FREIE WÄHLER;;19;;2021
Berg;Ronald;1966;FREIE WÄHLER;;20;;2021
Reitz;Jürgen;1958;FREIE WÄHLER;;21;;2021
Alscher;Sebastian;1976;PIRATEN;;1;;2021
Borodan;Pawel;1974;PIRATEN;;3;;2021
Geßner;Florian Egon;1993;PIRATEN;;5;;2021
Eisenkolb;Helmut Martin Maximilian;1972;PIRATEN;;7;;2021
Klages;Simon Karl;1969;PIRATEN;;8;;2021
Weidmann;Volker;1960;PIRATEN;;9;;2021
Lerche;Frank Werner;1966;PIRATEN;;10;;2021
Hachmann;Christian;1984;PIRATEN;;11;;2021
Sampel;Jürgen;1968;PIRATEN;;12;;2021
Jagsch;Stefan;1986;NPD;;1;;2021
Kohlhepp;Martin;1980;NPD;;2;;2021
Palm;Ludwig Hermann Rupert;1955;NPD;;3;;2021
Lotz;Markus;1986;NPD;;4;;2021
Mühlbauer;Patrizia;1959;NPD;;5;;2021
Hamel;Bettina Merve;1970;ÖDP;;1;;2021
Hutter;Markus Andreas;1962;ÖDP;;2;;2021
Madsen;Elisabeth Birgit;1956;ÖDP;;3;;2021
Spreitzer;Uli Willibald;1966;ÖDP;;4;;2021
Dloczik;Larissa;1967;ÖDP;;5;;2021
Arenz;Udo Peter;1964;ÖDP;;6;;2021
Möser;Peter;1954;ÖDP;;7;;2021
Lind;Burkhard;1963;ÖDP;;8;;2021
Reinfeldt;Regina Hildegard;1963;ÖDP;;9;;2021
Dippel;Otmar;1960;ÖDP;;10;;2021
Somorowsky;Janine;1989;V-Partei³;;1;;2021
Munir-Muuß;Alexandra Helga;1969;V-Partei³;;2;;2021
Hellbach;Dominique Pierre;1993;V-Partei³;;3;;2021
Rihaczek;Lena Viktoria;1997;V-Partei³;;4;;2021
Frühauf;Monika;1992;V-Partei³;;5;;2021
Moore;Eileen Kim;1991;V-Partei³;;6;;2021
Roth;Hans;1955;MLPD;;2;;2021
Jacob;Michaela Elisabeth Theresia;1977;MLPD;;6;;2021
Fritsche;Steffi;1980;MLPD;;7;;2021
Kaske-Jones;Corinna Barbara;1954;MLPD;;11;;2021
Blümmel;Bernd Friedrich;1963;DKP;;1;;2021
Hornung;Andrea Viviane;1996;DKP;;2;;2021
Zeise;Lucas Emanuel;1944;DKP;;3;;2021
Reimann;Marlis Christine;1954;DKP;;4;;2021
Caffo;Maurizio;1993;DKP;;5;;2021
Beltz;Erika Hannelore;1944;DKP;;6;;2021
Keil;Rainer Georg;1960;DKP;;7;;2021
Beyermann;Tim Christopher Emanuel;1995;DKP;;9;;2021
Heine;Peter Andreas;1955;DKP;;10;;2021
Koppey;Axel;1967;DKP;;11;;2021
Knecht;Thomas Wolfgang;1972;DKP;;12;;2021
Bosse;Peter-Joachim;1948;DKP;;13;;2021
Heß;Bernhard Ernst;1946;DKP;;14;;2021
Kraus;Calvin André Richard;1994;DKP;;15;;2021
Rühl;Bertram;1971;DKP;;16;;2021
Arndt;Alfred Jakob;1949;DKP;;17;;2021
Reimer;Cindy;1981;dieBasis;;7;;2021
Brück;Holger;1968;dieBasis;;8;;2021
Kissik;Jan;1974;dieBasis;;10;;2021
Kauer;Martin;1964;dieBasis;;11;;2021
Lipinski;Gandalf Klaus Dieter;1950;dieBasis;;16;;2021
Feix;Christine Karin;1960;dieBasis;;17;;2021
Arzt;Ilona Lydia;1964;dieBasis;;18;;2021
Hartmann;Bettina Ingeborg;1962;dieBasis;;20;;2021
Pfeifer;Markus Raphael;1968;dieBasis;;21;;2021
Kade;Christina;1977;dieBasis;;22;;2021
Mayer;Michael;1955;dieBasis;;23;;2021
Straub;Ute Edith;1958;dieBasis;;24;;2021
Herchenröder;Bernd;1962;dieBasis;;25;;2021
Gaab;Thomas Michael;1969;dieBasis;;26;;2021
Gaab-Edinger;Carmen Martina;1974;dieBasis;;28;;2021
Rehwald;Andrea;1964;Bündnis C;;1;;2021
Hoffmeister;Edith;1948;Bündnis C;;3;;2021
Rühl;Dieter Kurt;1959;Bündnis C;;4;;2021
Roos;Jörg-Peter;1968;Bündnis C;;5;;2021
Höhl;Stephanie Martina;1970;Bündnis C;;6;;2021
Steinmüller;Axel;1963;Bündnis C;;8;;2021
Lehmann;Reinhard Joachim;1959;Bündnis C;;9;;2021
Kambor-Jacob;Samuel Ludwig Werner Christoph;1951;Bündnis C;;10;;2021
König;Christine Andrea;1957;Bündnis C;;11;;2021
Peuckert;Heidi Maria Luise;1942;Bündnis C;;12;;2021
Baumgart;Frank Walter Wilhelm;1967;Bündnis C;;13;;2021
Törner-Roos;Christine;1971;Bündnis C;;14;;2021
Kloninger;Albert;1969;Bündnis C;;15;;2021
Höhl;Selina Maria Christa;2000;Bündnis C;;16;;2021
Kienle;Mechthild;1960;Bündnis C;;17;;2021
Höhl;Carina Damaris Cornelia;1995;Bündnis C;;18;;2021
Brachmann;Daniel;1986;Bündnis C;;19;;2021
Höhl;Noa-Benjamin Matthias Johannes;2002;Bündnis C;;20;;2021
Appel;Werner;1934;Bündnis C;;21;;2021
Kühn;Stefan;1970;Bündnis C;;22;;2021
Euler;Anton Ulrich Wilhelm Ludwig;1948;Bündnis C;;23;;2021
Tsomakaeva;Susan Stephanie;1970;BÜNDNIS21;;1;;2021
Schmidt;Erik Curt;1969;BÜNDNIS21;;2;;2021
Lange;Patricia;1976;BÜNDNIS21;;3;;2021
Yesil;Cetin;1967;BÜNDNIS21;;5;;2021
Backfisch;Markus Wilhelm;1973;BÜNDNIS21;;6;;2021
Mandaric;Jennifer;1979;BÜNDNIS21;;7;;2021
Kirchhoff;Jens;1970;BÜNDNIS21;;8;;2021
Beilstein;Frank;1977;BÜNDNIS21;;9;;2021
Serikov;Vladislav;1971;BÜNDNIS21;;10;;2021
Ziemer;Friedhelm;1956;BÜNDNIS21;;11;;2021
Weber-Rehberg;Hanna Barbara;1940;BÜNDNIS21;;12;;2021
Hartmann;Regina Luise;1956;BÜNDNIS21;;13;;2021
Preinl;Thomas Roman;1972;LKR;;1;;2021
Haidari;Hafizollah;1977;LKR;;3;;2021
Hübner;Detlef;1954;LKR;;4;;2021
Brill;Hans-Peter;1960;LKR;;5;;2021
Merrettig;Hellmut;1953;LKR;;6;;2021
Müller;Sabrina Iris Marion;1992;LKR;;7;;2021
Mot;Chritopher;1999;LKR;;8;;2021
Sievers;Thomas Walter Werner;1956;LKR;;9;;2021
Rohrhirsch;Jakob;1984;LKR;;10;;2021
Meininger;Thomas;1970;LKR;;11;;2021
Turbanisch;Anja Sylvia;1978;LKR;;12;;2021
Schenk;Rüdiger Reinhard;1964;LKR;;13;;2021
Möller;Felix;1986;Die Humanisten;;1;;2021
Geisenhof;Heiko;1980;Die Humanisten;;3;;2021
Kreienhoop;Bastian;1984;Die Humanisten;;4;;2021
Wörner;Dennis Georg;1992;Die Humanisten;;5;;2021
Hunger;Katharina;1982;Die Humanisten;;6;;2021
Seßner;Philipp;1991;Die Humanisten;;7;;2021
Kowatsch;Kevin;1991;Die Humanisten;;8;;2021
Jockel;Cédric Stefan Holger;1998;Die Humanisten;;9;;2021
Fülbert;Florian;1986;Die Humanisten;;10;;2021
Hartl;Tim Tula;1999;Die Humanisten;;11;;2021
Furtner;Markus Johannes;1981;Die Humanisten;;12;;2021
Fich;Björn;1992;Die Humanisten;;13;;2021
Schneider;Cedric;1998;Die Humanisten;;14;;2021
Rudolph;Dennis Michael;1984;Gesundheitsforschung;;1;;2021
Völklein;Albrecht Eduard;1991;Gesundheitsforschung;;2;;2021
Sameti;Javad;1959;Gesundheitsforschung;;3;;2021
Akhtar;Khurrem;1977;Team Todenhöfer;;1;;2021
Tamer;Nurhan;1979;Team Todenhöfer;;2;;2021
Bürcky;Heiko;1974;Team Todenhöfer;;3;;2021
Feige;Sabrina;1981;Team Todenhöfer;;4;;2021
Versen;Bernd;1961;Team Todenhöfer;;5;;2021
Helmand;Gelwa;1995;Team Todenhöfer;;6;;2021
Khan;Hamza;1988;Team Todenhöfer;;7;;2021
Morkramer;Yunus;1983;Team Todenhöfer;;8;;2021
Kazemi;Tiffany Diana;1982;Team Todenhöfer;;9;;2021
Maazouz;Jamal;1981;Team Todenhöfer;;10;;2021
Marzouk;Martin Mohammed;1992;Team Todenhöfer;;11;;2021
Çakir;Zehra;2000;Team Todenhöfer;;12;;2021
Schrader;Andreas Peter;1987;Team Todenhöfer;;13;;2021
Schäfer;Ralph;1971;Team Todenhöfer;;14;;2021
Özalp;Sirin;1992;Team Todenhöfer;;15;;2021
Akhtar;Asif;1981;Team Todenhöfer;;16;;2021
Heil;Dagmar Maria;1957;Volt;;1;;2021
Herrling;Ana Lena;1990;Volt;;3;;2021
Schuck;Maximilian Bernd;1999;Volt;;4;;2021
Trost;Katharina;1992;Volt;;5;;2021
Beck;Christian;1981;Volt;;6;;2021
Wilke;Jana;1994;Volt;;7;;2021
Sprengard;Achim Peter;1975;Volt;;8;;2021
Lerbs;Lena Margarete;1998;Volt;;9;;2021
Hauenschild;Johannes Martin;1997;Volt;;10;;2021
Brixius;Kristina;1986;CDU;;16;;2021
Korden;Michael;1973;CDU;;17;;2021
Schmitt;Andrea;1975;CDU;;18;;2021
Leonards;Robert;1999;CDU;;19;;2021
Hofmann;Diana;1979;CDU;;20;;2021
Fischer;Amal;1979;CDU;;21;;2021
Hirschinger;Lena;1993;CDU;;22;;2021
Balthasar-Schäfer;Stephanie;1968;CDU;;23;;2021
Albrecht;Jutta;1961;CDU;;24;;2021
Malzahn;Maike Alexandra;1992;CDU;;25;;2021
Schmidt;Aljoscha;1991;CDU;;26;;2021
Borger;Sebastian;1988;CDU;;27;;2021
Ellerich;Lukas;1995;CDU;;28;;2021
Hoffmann;Frank Robert;1972;CDU;;29;;2021
Schmitz-Solheid;Vivien;1993;CDU;;30;;2021
Brömmelhues;Caroline;1999;CDU;;31;;2021
Göbel;Maximilian;1991;CDU;;32;;2021
Hüsch-Schäfer;Pia;1970;CDU;;33;;2021
Schneider;Jan;1976;CDU;;34;;2021
Schäfer;Marcel;1987;CDU;;35;;2021
Baum;Natalie;1983;CDU;;36;;2021
Hostert-Hack;Carolin;1996;CDU;;37;;2021
Breßler;Jonas;1992;CDU;;38;;2021
Meyer;Gregory Felix Marc;1992;CDU;;39;;2021
Poppitz;Nikolaus;1963;CDU;;40;;2021
Schneiß;Jana;1992;SPD;;16;;2021
Schmitz;Janick Helmut;1994;SPD;;17;;2021
Lambrich;Theresa;1996;SPD;;18;;2021
Messer;Thomas Christian Rudolf;1977;SPD;;19;;2021
Schlüter;Marie-Christin;1997;SPD;;20;;2021
Neises;Thomas;1971;SPD;;21;;2021
Scheib;Heiko;1966;SPD;;22;;2021
Hellinghausen;Jan;1990;SPD;;23;;2021
Geilenkirchen;Jochen;1992;SPD;;24;;2021
Wondra;Andreas;1960;AfD;;6;;2021
Dames;Martin;1961;AfD;;7;;2021
Schnee;Boris;1971;AfD;;8;;2021
Hochscheid;Klaus-Jürgen Heinz;1959;AfD;;9;;2021
Brandenburg;Mario;1983;FDP;;3;;2021
Geesdorf;Kerstin;1984;FDP;;11;;2021
Lieb;Alexandra;1966;FDP;;16;;2021
Kopp;Christian;1977;FDP;;17;;2021
Wach;Irene;1961;FDP;;18;;2021
Selke;Andreas;1967;FDP;;19;;2021
Schwarz;Michael Julius;1973;FDP;;20;;2021
Bursian;Thomas;1959;FDP;;21;;2021
Völker;Christian Dieter Karl;1975;FDP;;22;;2021
Glahn;Tobias;1973;FDP;;23;;2021
Letz;Emanuel;1976;FDP;;24;;2021
Knuth;Tobias;1990;FDP;;25;;2021
Khan;Misbah;1989;GRÜNE;;5;;2021
Pasuki;Sara Louisa;2002;GRÜNE;;9;;2021
Müller-Bohn;Andrea;1971;GRÜNE;;11;;2021
Rosemann;Ricarda;1991;GRÜNE;;13;;2021
Krüger;Robin;1992;GRÜNE;;14;;2021
Laux;Claudia;1966;GRÜNE;;15;;2021
Mehlmann;Heike;1978;DIE LINKE;;5;;2021
Berger-Kauffmann;Petra;1959;FREIE WÄHLER;;9;;2021
Bier;Uwe;1970;FREIE WÄHLER;;11;;2021
Schenk;Aliyah;2003;FREIE WÄHLER;;12;;2021
Burkhardt;Philipp;1988;FREIE WÄHLER;;15;;2021
Hower;Manfred;1969;FREIE WÄHLER;;16;;2021
Klamm;Julia Louisa;2001;FREIE WÄHLER;;17;;2021
Schneichel;Rainer Johannes Walter;1955;FREIE WÄHLER;;18;;2021
Barz;Pascal;1998;FREIE WÄHLER;;19;;2021
Harutunian-Mascia;Armine;1990;FREIE WÄHLER;;20;;2021
Leicher;Melanie;1969;FREIE WÄHLER;;21;;2021
Keim;Oliver;1995;FREIE WÄHLER;;22;;2021
Jakobs;Hans-Georg;1959;FREIE WÄHLER;;23;;2021
Wunderlich;Peter;1963;FREIE WÄHLER;;24;;2021
Bier;Christoph;1987;FREIE WÄHLER;;25;;2021
Merten;Reinhold Harry;1957;FREIE WÄHLER;;26;;2021
Klose;Götz;1971;FREIE WÄHLER;;28;;2021
Keim;Matthias;1979;FREIE WÄHLER;;29;;2021
Ließfeld;Bernd;1950;FREIE WÄHLER;;30;;2021
Hillingshäuser;Armin;1961;FREIE WÄHLER;;31;;2021
Münz;Wilfried Peter;1960;FREIE WÄHLER;;32;;2021
Wefelscheid;Bernd;1949;FREIE WÄHLER;;33;;2021
Albert;Karl Joachim;1958;FREIE WÄHLER;;34;;2021
Alscher;Bernhard Rudolf Paul;1957;FREIE WÄHLER;;35;;2021
Riess;Kai;1982;Die PARTEI;;1;;2021
Schaufelberger;Sonja;1995;Die PARTEI;;2;;2021
Kerbstat;Katharina;1986;Die PARTEI;;3;;2021
Schmidt;Martin;1984;Die PARTEI;;5;;2021
Jalali Motlagh;Julia Aylar;2001;Die PARTEI;;6;;2021
Scherrer;Julian;1992;Die PARTEI;;7;;2021
Wilhelm;Kevin;1986;Die PARTEI;;8;;2021
Zorzi;Nico;1992;Die PARTEI;;10;;2021
Luf;Wolfgang;1966;Die PARTEI;;12;;2021
Jahnke;Finn;2002;Die PARTEI;;13;;2021
Niedt;Florian Ludwig;1982;Die PARTEI;;14;;2021
Borau;Daniel;1992;Die PARTEI;;16;;2021
Schmidt;Aaron;1974;Die PARTEI;;19;;2021
Hoffelder;Sophia;1997;Die PARTEI;;20;;2021
Knewitz;Samuel;1999;Die PARTEI;;21;;2021
Zell;Heinz;1975;PIRATEN;;2;;2021
Adomeit;Joachim;1977;PIRATEN;;3;;2021
Hochwarth;Sebastian;1969;PIRATEN;;4;;2021
Müller;Heiko;1972;PIRATEN;;5;;2021
Schwab;Sandra;1980;PIRATEN;;6;;2021
Stein;Silvan;1989;PIRATEN;;7;;2021
Altherr;Florian;1981;PIRATEN;;8;;2021
Hartung;Roland;1961;PIRATEN;;9;;2021
Göbel;Thomas Marc;1965;PIRATEN;;10;;2021
Otto;David;1982;PIRATEN;;11;;2021
Sommer;Celine;1998;PIRATEN;;12;;2021
Leinen;Felix Andreas;1957;ÖDP;;2;;2021
Weidemann;Heidelind Ingeborg;1941;ÖDP;;3;;2021
Brandenburger;Genoveva Susanne Brigitte;1959;ÖDP;;5;;2021
Piehl;Jochen Marc;1973;ÖDP;;6;;2021
Wilhelm;Klaus;1945;ÖDP;;7;;2021
Wolf-Rammensee;Dagmar;1960;ÖDP;;8;;2021
Keller;Renate;1980;ÖDP;;9;;2021
Schneider;Johannes Erich;1957;ÖDP;;10;;2021
Dienhart;Manuela Gerlinde;1966;ÖDP;;11;;2021
Kowal;Ulf;1966;ÖDP;;13;;2021
Steffen-Boxhorn;Andrea Gertrud Edith;1968;ÖDP;;14;;2021
Hahn;Leander;1996;ÖDP;;15;;2021
Moseler;Christa Maria;1960;ÖDP;;16;;2021
Fries;Markus;1970;ÖDP;;17;;2021
Schild;Wilhelm;1960;ÖDP;;18;;2021
Frings;Ulrich Joachim;1963;ÖDP;;19;;2021
Gilsdorf;Cyrill Bernhard Erik;1966;ÖDP;;20;;2021
Sauer;Jürgen Josef;1958;ÖDP;;21;;2021
Newen;Günter Manfred;1966;ÖDP;;22;;2021
Voigt;Udo Manfred Lothar;1952;NPD;;1;;2021
Pfirrmann;Karl-Heinz Rudolf;1945;NPD;;2;;2021
Babic;Safet;1981;NPD;;3;;2021
Meyer;Harry Karl-Heinz;1958;NPD;;4;;2021
Schneider;Tamara;1984;V-Partei³;;1;;2021
Nist;Sascha Andreas;1991;V-Partei³;;2;;2021
Harlessem;Joachim;1958;V-Partei³;;3;;2021
Keim;Marvin;1998;V-Partei³;;4;;2021
Nist;Katharina;1992;V-Partei³;;5;;2021
Rembold;Kay;1993;V-Partei³;;6;;2021
Zitzner;Gerd Heinrich;1955;MLPD;;2;;2021
Kullmann;Marita;1964;MLPD;;3;;2021
Mebus;Gernot;1960;MLPD;;5;;2021
Buchta;Herbert Heinrich;1954;MLPD;;6;;2021
Terworth;Annika Maria;1981;dieBasis;;2;;2021
Ritter;Reinhold;1950;dieBasis;;6;;2021
Weiler;Marion;1965;dieBasis;;7;;2021
Querzola;Daniel;1993;dieBasis;;8;;2021
Schlindwein;Steffen;1971;dieBasis;;9;;2021
Esch;Patrick;1970;dieBasis;;11;;2021
Reichert;Torsten;1965;dieBasis;;12;;2021
Daus;Thomas;1971;dieBasis;;14;;2021
Schneider-Krauß;Kerstin;1971;dieBasis;;15;;2021
Wilde;Helmut;1957;dieBasis;;16;;2021
Bachmann;Uwe;1963;dieBasis;;17;;2021
Deutsch;Regine;1965;DiB;;1;;2021
Font;Mariana;1968;DiB;;2;;2021
Blitz;Andrea;1965;DiB;;3;;2021
Beranek;Wolfgang;1953;DiB;;4;;2021
Banse;Inger;1990;DiB;;5;;2021
Kott;Christian Irmin;1970;LKR;;2;;2021
Zimmermann;Uwe;1958;LKR;;3;;2021
Schwab-Weis;Susanne Carmela;1960;LKR;;4;;2021
Hofmeister;Andreas Walter;1961;LKR;;5;;2021
Kott;Fabian David;2001;LKR;;6;;2021
Sieh;Oliver;1962;LKR;;8;;2021
Schlenger;Holger;1968;Die Humanisten;;1;;2021
Zöllner;Christiane;1966;Die Humanisten;;2;;2021
Krämer;Uwe;1959;Die Humanisten;;3;;2021
Link;Uwe;1979;Die Humanisten;;4;;2021
Schulmerich;Jenny;1984;Die Humanisten;;6;;2021
Schlenger;Ute;1968;Die Humanisten;;7;;2021
Marsell;Tristan;2000;Die Humanisten;;8;;2021
Schmidt;Lisa;1991;Die Humanisten;;9;;2021
Ruczynski;Sabine;1982;Tierschutzpartei;;2;;2021
Harant;Susanne;1961;Tierschutzpartei;;3;;2021
