id;vorname;nachname;geburtsjahr;partei_id;jahr
8523;Lucas;Lang;1990;244;2017
8524;Jörg;Lang;1972;250;2017
8525;Bastian;Langbehn;1982;9;2017
8526;Helmut Walter Wolfgang;Lange;1952;18;2017
8527;Wanja Max;Lange;1987;18;2017
8528;Christian;Lange;1964;2;2017
8529;Henrik;Lange;1979;14;2017
8530;Gregor Peter;Lange;1982;14;2017
8531;Jens;Lange;1974;3;2017
8532;Bernd;Lange;1957;4;2017
8533;Ulrich;Lange;1969;7;2017
8534;Beate Julitta;Lange;1958;8;2017
8535;Dagmar;Langel;1956;244;2017
8536;Kay;Langemeier;1977;18;2017
8537;Achim Gert;Langer;1961;20;2017
8538;Nicole;Langer;1973;4;2017
8539;Gunnar;Langer;1983;12;2017
8540;Michael;Langhammer;1978;9;2017
8541;Jannis;Langmaack;1992;9;2017
8542;Theresia;Lanig;1989;1;2017
8543;Anna-Maria;Lanzinger;1996;6;2017
8544;Hans-Werner;Last;1955;8;2017
8545;Jasmin Margot;Laub;1976;4;2017
8546;Gernot Fritz;Dr. Laude;1938;3;2017
8547;Silke;Dr. Launert;1976;7;2017
8548;Karl;Prof. Dr. Lauterbach;1963;2;2017
8549;Lea Magdalena;Laux;1999;12;2017
8550;Caren Nicole;Lay;1972;5;2017
8551;Monika;Lazar;1967;6;2017
8552;Biljana;Lazarevi_;1965;244;2017
8553;Silke;Leber;1968;4;2017
8554;Thomas;Lebkücher;1978;8;2017
8555;Josef;Lebmeier;1963;23;2017
8556;Pascal André;Lechler;1980;2;2017
8557;Katrin;Lechler;1973;6;2017
8558;Ulrich;Lechte;1977;4;2017
8559;Tim;Leder;1994;289;2017
8560;Lars;Legath;1989;5;2017
8561;Gabriele;Legewie;1957;10;2017
8562;Sylvia;Lehmann;1954;2;2017
8563;Silvia;Lehmann;1963;5;2017
8564;Sven;Lehmann;1979;6;2017
8565;Dennis;Lehmann;1988;8;2017
8566;Jens;Lehmann;1967;1;2017
8567;Matthias;Lehmann;1953;3;2017
8568;Dominik;Lehmann;1982;5;2017
8569;Claudia;Lehmler;1984;14;2017
8570;Therese;Lehnen;1963;12;2017
8571;Paul;Lehrieder;1959;7;2017
8572;Nicolas Andreas;Lehrke;1965;3;2017
8573;Sabine;Leidig;1961;5;2017
8574;Maria Bernadette;Leidinger-Beierle;1951;18;2017
8575;Katja;Dr. Leikert;1975;1;2017
8576;Rolf;Leinz;1963;8;2017
8577;Miriam Ji Sun;Leis;1976;19;2017
8578;Dirk;Leißner;1970;8;2017
8579;Jens;Leitner;1971;23;2017
8580;Ralf;Lembach;1982;217;2017
8581;Steffi;Lemke;1968;6;2017
8582;Korvin;Lemke;1990;8;2017
8583;Jörn;Lemke;1974;11;2017
8584;Steffen-Claudio;Lemme;1965;2;2017
8585;Veith;Lemmen;1984;2;2017
8586;Eike;Lengemann;1989;6;2017
8587;Claudia;Lenger-Atan;1948;18;2017
8588;Holger;van Lengerich;1972;12;2017
8589;Olaf;Lengner;1975;12;2017
8590;Ralph;Lenkert;1967;5;2017
8591;Tobias;Lenz;1996;14;2017
8592;Georg;Lenz;1989;9;2017
8593;Andreas;Dr. Lenz;1981;7;2017
8594;Ulrich;Lenz;1961;5;2017
8595;Dominic;Lenz;1998;5;2017
8596;Sabine;Leopold;1958;18;2017
8597;Arnd;Lepère;1961;13;2017
8598;Ana-Marija;Lepotinec;1974;14;2017
8599;Andreas;Leps;1970;6;2017
8600;Frank Werner;Lerche;1966;12;2017
8601;Philipp-Nerius Joh. Peter Maria Josef Hugo Emmeran;Graf von und zu Lerchenfeld;1952;7;2017
8602;Ingo Harry;Lesch;1973;8;2017
8603;Michael;Letter;1961;2;2017
8604;Aaron;Leubner;1993;13;2017
8605;Jörn;Leunert;1952;6;2017
8606;Sandra;Leurs;1961;12;2017
8607;Michael Gerhard;Leutert;1974;5;2017
8608;Christian;Leuthäußer;1980;9;2017
8609;Björn;Leuzinger;1989;9;2017
8610;Thomas;Lewing;1970;1;2017
8611;Christopher Gene;Lewis;1945;23;2017
8612;Ursula Sabine;Lex;1964;4;2017
8613;Ursula;Dr. von der Leyen;1958;1;2017
8614;Daniela;Dr. Leyhausen;1967;1;2017
8615;Klaus;Leymann;1965;18;2017
8616;Antje;Lezius;1960;1;2017
8617;Andreas John;Lichert;1975;3;2017
8618;Petra Bärbel Helga Dietlinde;Lichtenberg;1958;18;2017
8619;Bernd Wolfgang;Liebhardt;1977;7;2017
8620;Stefan;Liebich;1972;5;2017
8621;Georg;Liebl;1947;5;2017
8622;Peggy;Liebscher;1977;1;2017
8623;Marcus;Lieder;1983;13;2017
8624;Walter;Lienekampf;1957;244;2017
8625;Irene;Lienshöft;1972;3;2017
8626;Wolf-Dieter;Liese;1958;3;2017
8627;Bernd;Ließfeld;1950;8;2017
8628;Heinz;Ließke;1953;8;2017
8629;Wolfgang;Dr. Lillge;1950;23;2017
8630;Ulrike;Lillge;1950;23;2017
8631;Esra-Leon Ruben;Limbacher;1989;2;2017
8632;Erik Martin;Limburg;1988;12;2017
8633;Michael Werner;Limburg;1940;3;2017
8634;Thomas;Lindemann;1980;11;2017
8635;Matthias;Lindemer;1987;244;2017
8636;Daniel;Lindenschmid;1992;3;2017
8637;Helge;Lindh;1976;2;2017
8638;Andrea;Lindholz;1970;7;2017
8639;Christian;Lindner;1979;4;2017
8640;Tobias;Dr. Lindner;1982;6;2017
8641;Agneta;Lindner;1984;21;2017
8642;Jörg Günter;Lindner;1966;245;2017
8643;Andrea Barbara;Lingg;1960;18;2017
8644;Roberto;Linguari;1962;5;2017
8645;Michael Georg;Link;1963;4;2017
8646;Manfred;Dr. Link;1941;13;2017
8647;Sebastian;Linke;1990;4;2017
8648;Carsten;Dr. Linnemann;1977;1;2017
8649;Michael Franz;Linnerer;1980;4;2017
8650;Eva Maria;Linsenbreder;1956;2;2017
8651;Beate Christine;Lippmann;1967;15;2017
8652;Henry Kurt;Lippold;1975;11;2017
8653;Gerd;Dr. Lippold;1961;6;2017
8654;Patricia;Lips;1963;1;2017
8655;Edith Amalia;Lirsch;1958;13;2017
8656;Burkhard Karl Erich;Lischka;1965;2;2017
8657;Manfred;Lister;1960;4;2017
8658;Michael;Littig;1965;1;2017
8659;Sven;Lobeck;1976;11;2017
8660;Nikolas;Löbel;1986;1;2017
8661;Jochen;Lobnig;1957;12;2017
8662;Franko Peter Arnulf;Loddo;1963;14;2017
8663;Aleksander;Lodwich;1980;245;2017
8664;Friederike;Löffert-Pokatis;1985;6;2017
8665;Walter;Lohner;1941;4;2017
8666;Swana-Alruna;Lohse;1983;9;2017
8667;Karin;Lölkes;1961;1;2017
8668;Peter;Lommes;1956;21;2017
8669;Angelika;Lommes;1956;21;2017
8670;Michael;Longerich;1971;245;2017
8671;Bernhard;Loos;1955;7;2017
8672;Dorit;Dr. Loos;1944;1;2017
8673;Tilman;Loos;1988;5;2017
8674;Jürgen;Loos;1972;13;2017
8675;Kornelia;Lopau;1953;21;2017
8676;Roland;Löpke;1955;12;2017
8677;Holger;Lordieck;1969;6;2017
8678;Ralph;Lorenz;1970;4;2017
8679;Wilfried;Lorenz;1942;1;2017
8680;Ursula Maria;Lorenz;1969;4;2017
8681;Henry Bernd;Lorenz;1973;245;2017
8682;Janine Michele;Lorenz;1988;12;2017
8683;Jörg;Lorenz;1956;2;2017
8684;Florian;Lorenzen;1986;1;2017
8685;Peter-Paul;Lorkowski;1942;3;2017
8686;Thomas;Löser;1972;6;2017
8687;Barbara Eva;Loth;1957;2;2017
8688;Jürgen;Lottenburger;1942;9;2017
8689;Hiltrud;Lotze;1958;2;2017
8690;Gesine;Dr. Lötzsch;1961;5;2017
8691;Jens;Löw;1962;2;2017
8692;Philipp;Lübbert;1997;8;2017
8693;Silvia Franziska;Lübcke;1961;1;2017
8694;Timo;Lübeck;1983;1;2017
8695;Holger Klaus Friedel;Lubitz;1971;12;2017
8696;Eleonore;Lubitz;1958;5;2017
8697;Stephanie;Lubnow;1974;8;2017
8698;Hans-Rüdiger;Lucassen;1951;3;2017
8699;Detlev;Lück;1964;244;2017
8700;Sandra Ramona Ruth;Lück;1974;10;2017
8701;Claudia Maria;Dr. Lücking-Michel;1962;1;2017
8702;Christian Rudolf Michael;Lucks;1975;4;2017
8703;Jan-Marco;Dr. Luczak;1975;1;2017
8704;Otto Ernst;Lüdemann;1941;244;2017
8705;Gottfried;Dr. Ludewig;1982;1;2017
8706;Saskia;Dr. Ludwig;1968;1;2017
8707;Torsten;Ludwig;1973;3;2017
8708;Daniela;Ludwig;1975;7;2017
8709;Anja;Ludwig;1969;9;2017
8710;Jan-Friedrich;Ludwig;1983;14;2017
8711;Erwin Nikolaus;Ludwig;1958;3;2017
8712;Sascha;Luetkens;1976;5;2017
8713;Kirsten;Lühmann;1964;2;2017
8714;Patrick;Luka;1984;244;2017
8715;Jürgen;Lukat;1970;9;2017
8716;Oliver;Luksic;1979;4;2017
8717;Stephanie;Lund;1975;12;2017
8718;Quo-Chir;Luong;1987;290;2017
8719;Quo-Chir;Luong;1987;18;2017
8720;Ulrich Willi;Lupart;1951;3;2017
8721;Dietmar;Lütkemeyer;1968;4;2017
8722;Robert;Lutz;1988;12;2017
8723;Christian;Lutz;1987;9;2017
8724;Thomas;Lutze;1969;5;2017
8725;Philipp Carl;Lutze;1982;245;2017
8726;Kathleen;Lützkendorf;1977;6;2017
8727;Daniel;Freiherr von Lützow;1974;3;2017
8728;Karin;Maag;1962;1;2017
8729;Heiko Josef;Maas;1966;2;2017
8730;André;Maas;1982;9;2017
8731;Simone;Mach;1968;14;2017
8732;Henning;Mächerle;1968;21;2017
8733;Nick-Oliver;Machts;1969;11;2017
8734;Günther;Mack;1949;8;2017
8735;Sybille;Mack;1964;2;2017
8736;Karin;Mack;1949;21;2017
8737;Torsten;Mack;1967;9;2017
8738;Isabel Larissa;Mackensen;1986;2;2017
8739;Susanne;Mackensen-Eder;1962;1;2017
8740;Tim;Mader;1994;245;2017
8741;Tine;Madsen;1965;244;2017
8742;Johannes;Magel;1951;21;2017
8743;Willi Ludwig Hermann;Magel;1953;9;2017
8744;Frank Rüdiger Heinrich;Magnitz;1952;3;2017
8745;Yvonne;Magwas;1979;1;2017
8746;Michael;Mahl;1960;16;2017
8747;Thomas;Mahlberg;1965;1;2017
8748;Andrea Dave;Mähnert;1957;3;2017
8749;Horst Kurt;Mahrla;1953;11;2017
8750;Tobias;Mährlein;1959;4;2017
8751;Franz-Josef;Mai;1943;13;2017
8752;Jens;Maier;1962;3;2017
8753;Roland;Maier;1955;18;2017
8754;Lothar;Prof. Dr. Maier;1944;3;2017
8755;Franz;Maier;1963;23;2017
8756;Sabine;Maier;1967;1;2017
8757;Katharina;Maier;1984;2;2017
8758;Christoph;Maier;1984;3;2017
8759;Karl Wilhelm;Maier;1947;18;2017
8760;Konrad;Maier;1967;291;2017
8761;Ludwig;Maier;1961;13;2017
8762;Thomas Franz;Mainusch;1969;8;2017
8763;Dorothea;Maisch;1963;1;2017
8764;Thomas;Dr. de Maizière;1954;1;2017
8765;Ulrich;Majunke;1977;8;2017
8766;Sylvia;Makowski;1978;20;2017
8767;Martin;Malcherek;1973;5;2017
8768;Birgit;Dr. Malecha-Nissen;1958;2;2017
8769;Adam;Malik;1974;9;2017
8770;Abdul;Malik;1969;18;2017
8771;Jessica;Malisch;1983;3;2017
8772;Anton;Maller;1957;16;2017
8773;Achan;Malonda;1983;9;2017
8774;Robert;Malorny;1979;4;2017
8775;Birgit;Dr. Malsack-Winkemann;1964;3;2017
8776;Klaus Wilhelm;Manal;1954;2;2017
8777;Gisela;Manderla;1958;1;2017
8778;Dubravko;Mandic;1980;3;2017
8779;Markus;Mang;1966;11;2017
8780;Anne;Manika;1978;18;2017
8781;Katinka Sonja;Manitzke;1974;21;2017
8782;Claudia;Manke;1970;1;2017
8783;Astrid;Dr. Mannes;1967;1;2017
8784;Gerd Michael;Mannes;1969;3;2017
8785;Harald Ewald;Manninga;1963;9;2017
8786;Ingrid;Manns;1983;1;2017
8787;Stephan;Mannseicher;1985;16;2017
8788;Beatrice;Manowski;1965;42;2017
8789;Till Berthold;Mansmann;1968;4;2017
8790;Josef;Manz;1932;1;2017
8791;Robin;Margic;1998;10;2017
8792;Karin Ursula;Marinello;1951;18;2017
8793;Martin;Marino-Haffner;1973;8;2017
8794;Christa;Markl-Vieto Estrada;1952;6;2017
8795;Caren;Marks;1963;2;2017
8796;Florian;Maronde;1989;245;2017
8797;Erik;Marquardt;1987;6;2017
8798;Clemens;Marquardt;1995;244;2017
8799;Werner;Marquardt;1958;292;2017
8800;Hans;Marquart;1953;20;2017
8801;Jürgen Andreas Michael;Dr. Martens;1959;4;2017
8802;Frauke;Martens;1978;1;2017
8803;Gesine;Dr. Märtens;1971;6;2017
8804;Dorothee Katja Julia;Martin;1978;2;2017
8805;Dominik;Martin;1989;1;2017
8806;Philipp Victor;Martin;1987;244;2017
8807;Eduard;Martin;1960;293;2017
8808;Laura;Martin Martorell;1977;6;2017
8809;Tom;Martini;1970;9;2017
8810;Sabine;Martiny;1944;12;2017
8811;Parsa;Marvi;1982;2;2017
8812;Hans-Georg;von der Marwitz;1961;1;2017
8813;Fabio Valeriano Lanfranco;De Masi;1980;5;2017
8814;Norbert;Maßon;1957;5;2017
8815;Katja;Mast;1971;2;2017
8816;Willi Alfred;Mast;1947;18;2017
8817;Judith;Matern;1981;244;2017
8818;Julia;Mateus;1984;9;2017
8819;Ralf;Matheis;1969;294;2017
8820;Christoph;Matschie;1961;2;2017
8821;Sascha;Mattern;1970;8;2017
8822;Andreas;Mattfeldt;1969;1;2017
8823;Hildegard;Mattheis;1954;2;2017
8824;Melanie;Matthes;1987;15;2017
8825;Manfred Günther Ernst Leopold;Mattis;1956;3;2017
8826;Daniel Alexander;Matulla;1988;7;2017
8827;Miriam;Matz;1995;6;2017
8828;Michael;Matzerath;1946;21;2017
8829;Markus;Matzerath;1970;3;2017
8830;Jan;Matzoll;1985;6;2017
8831;Roland;Mauden;1964;6;2017
8832;Roman;Maurer;1966;8;2017
8833;Markus Andreas;Maurer;1982;16;2017
8834;Wolfgang;Maurer;1953;8;2017
8835;Adrian Manuel;Mauson;1992;295;2017
8836;Adrian Manuel;Mauson;1992;18;2017
8837;Michael Hans;May;1949;18;2017
8838;Ilka;May;1973;296;2017
8839;Thomas;Mayer;1979;12;2017
8840;Bruno;Mayer;1964;297;2017
8841;Stephan;Mayer;1973;7;2017
8842;Taras;Maygutiak;1973;3;2017
8843;Angela;Mayr;1968;8;2017
8844;Tobias;McFadden;1974;12;2017
8845;Gernot;Mebus;1960;18;2017
8846;Ina;Mecke;1986;9;2017
8847;Marvin Mel;Medau;1989;10;2017
8848;Frank;Mederlet;1959;2;2017
8849;Hildegard;Meffert;1958;23;2017
8850;Andreas;Mehltretter;1991;2;2017
8851;Lutz;Mehrtens;1975;8;2017
8852;Lothar Konrad;Meidl;1960;245;2017
8853;Roland;Meier;1964;5;2017
8854;Marco;Meier;1993;8;2017
8855;Karl;Meier;1955;8;2017
8856;Ronny;Meier;1977;244;2017
8857;Stephan;Meier;1991;7;2017
8858;Reiner;Meier;1953;7;2017
8859;Ronny;Meier;1978;298;2017
8860;Jonathan;Meier;1994;299;2017
8861;Ute;Meiers;1963;2;2017
8862;Daniel;Meincke;1991;8;2017
8863;Klaus;Meinel;1949;21;2017
8864;Antje;Meinen;1965;14;2017
8865;Danny;Meiners;1979;3;2017
8866;Stefan;Meiners;1977;6;2017
8867;August Albert;Meinhardt;1961;244;2017
8868;Patrick;Meinhardt;1966;4;2017
8869;Alexander;Meinhardt-Heib;1971;2;2017
8870;Dennis;Meisberger;1988;1;2017
8871;Ariane;Meise;1960;11;2017
8872;Moritz Jonathan;Meisel;1988;244;2017
8873;Pascal;Meiser;1975;5;2017
8874;Margit;Meiser-Lill;1967;14;2017
8875;Georg;Dr. Meiski;1963;8;2017
8876;Wilfried Kurt Albin;Meißner;1957;300;2017
8877;Hannes Ernst Georg;Meist;1965;21;2017
8878;Michael Günther;Dr. Meister;1961;1;2017
8879;Roland Matthäus;Meister;1953;18;2017
8880;Michael;Meister;1963;3;2017
8881;Peter;Meiwald;1966;6;2017
8882;Stefan André;Mekiffer;1988;244;2017
8883;Klaus;Mellin;1952;41;2017
8884;Nadije;Memedi;1982;5;2017
8885;Dirk-Ulrich August Heinrich;Mende;1957;2;2017
8886;Peter;Mendelsohn;1972;9;2017
8887;Gabriele;Mendorf;1954;14;2017
8888;Alexander;Dr. Mendorf;1984;14;2017
8889;Victoria;Meneses;1987;244;2017
8890;Monique;Meneses;1984;244;2017
8891;Serge;Menga Nsibu;1977;301;2017
8892;Volker;Menge;1962;12;2017
8893;Birgit;Menz;1962;5;2017
8894;Mehmet Ali;Meral;1988;18;2017
8895;Claas;Merfort;1984;1;2017
8896;Franz Xaver;Merk;1953;5;2017
8897;Angela Dorothea;Dr. Merkel;1954;1;2017
8898;Gregor;Merkel;1981;4;2017
8899;Christoph Tarek;Merkel;1987;3;2017
8900;Sebastian;Merkens;1980;5;2017
8901;Isabelle;Merker;1988;2;2017
8902;Marcel;Merle;1984;244;2017
8903;Robert;Dr. Mertel;1940;302;2017
8904;Reinhold;Merten;1957;8;2017
8905;Ansgar Wilhelm;Mertens;1977;1;2017
8906;Rosarina Ruthilde;Mertes;1965;2;2017
8907;Benjamin;Mertsch;1989;11;2017
8908;Eduard;Meßmer;1956;8;2017
8909;Dirk Udo;Methfessel;1982;5;2017
8910;Martin;Metz;1983;6;2017
8911;Jan;Metzler;1981;1;2017
8912;Günter Eitel Walter;Metzler;1944;303;2017
8913;Dennis;Metzulat;1981;15;2017
8914;Dignanllely;Meurer;1990;6;2017
8915;André;Mevius;1968;9;2017
8916;Inga;Mewes;1978;15;2017
8917;Christoph;Meyer;1975;4;2017
8918;Barbara;Meyer;1978;18;2017
8919;Sabine;Meyer;1961;1;2017
8920;Marek;Meyer;1994;2;2017
8921;Maria;Meyer;1954;18;2017
8922;Juliane;Meyer;1986;2;2017
8923;Jens Gerd;Meyer;1957;2;2017
8924;Sylvia;Meyer;1963;6;2017
8925;Leona;Meyer-Kasai;1987;23;2017
8926;Shahabuddin;Miah;1956;6;2017
8927;Corinna;Miazga;1983;3;2017
8928;Axel Reinhard;Michaelis;1965;11;2017
8929;Swantje;Michaelsen;1979;6;2017
8930;Ute Martha;Michel;1969;6;2017
8931;Hans Georg;Dr. h. c. Michelbach;1949;7;2017
8932;Grit;Michelmann;1983;6;2017
8933;Matthäus Josef;Michlbauer;1966;23;2017
8934;Stefan;Michler;1977;244;2017
8935;Jens-Peter;Mickmann;1976;4;2017
8936;Mathias;Dr. Middelberg;1964;1;2017
8937;Eckhard;Miehlke;1943;304;2017
8938;Matthias;Dr. Miersch;1968;2;2017
8939;Mario;Mieruch;1975;3;2017
8940;Natalia Janette;Miesner;1996;11;2017
8941;Irene;Mihalic;1976;6;2017
8942;Boris;Mijatovic;1974;6;2017
8943;Eva;Milisenda;1977;2;2017
8944;Marvin;Millen;1994;5;2017
8945;Friedhild Anni;Miller;1969;227;2017
8946;Klaus;Mindrup;1964;2;2017
8947;Helmut Anton;Minkus;1952;18;2017
8948;Heiko Fred Max;Miraß;1967;2;2017
8949;Antonietta;Miro;1995;9;2017
8950;Sahra;Mirow;1984;5;2017
8951;Thomas;Misch;1957;8;2017
8952;Lucie;Misini;1979;5;2017
8953;Sebastian;Misselhorn;1997;5;2017
8954;Karsten;Mithöfer;1976;14;2017
8955;Susanne;Mittag;1958;2;2017
8956;Stefan;Mix;1963;2;2017
8957;Gabriele;Möbius;1968;10;2017
8958;Bernd;Möbius;1959;6;2017
8959;Michael;Möckel;1979;1;2017
8960;Kerstin;Mock-Hofeditz;1966;6;2017
8961;Amira;Mohamed Ali;1980;5;2017
8962;Markus;Mohr;1984;3;2017
8963;Carsten;Mohrhardt;1975;1;2017
8964;Cornelia;Möhring;1960;5;2017
8965;Maximilian;Möhring;1991;12;2017
8966;Lutz;Möhrmann;1963;244;2017
8967;Falko;Mohrs;1984;2;2017
8968;Ingeborg;Mohr-Simeonidis;1950;5;2017
8969;Hubertus;Mohs;1939;23;2017
8970;Christoph;Mohs;1971;23;2017
8971;Martin;Mölders;1958;4;2017
8972;Claudia;Moll;1968;2;2017
8973;Herbert;Dr. Moll;1954;4;2017
8974;Volker;Möll;1964;6;2017
8975;Lüder;Möller;1949;18;2017
8976;Siemtje;Möller;1983;2;2017
8977;Wilko;Möller;1966;3;2017
8978;Michael;Möller;1974;13;2017
8979;Felix;Möller;1986;6;2017
8980;Antje;Möller-Neustock;1961;2;2017
8981;Jürgen;Mollik;1951;305;2017
8982;Martin;Molter;1975;9;2017
8983;Dietrich;Monstadt;1957;1;2017
8984;Robert Oliver Florian Walter Josef Mohamed;Monz;1985;9;2017
8985;Jochen Wilhelm;Moors;1978;10;2017
8986;Marion;Morassi;1963;5;2017
8987;Jana Esther;Morawetz;1965;19;2017
8988;Tobias;Morawski;1984;9;2017
8989;Uwe;Mordhorst;1958;244;2017
8990;Jan Boris;Morgenroth;1975;11;2017
8991;Meik;Morgenstern;1985;245;2017
8992;Karsten;Möring;1949;1;2017
8993;Karina;Moritz;1980;1;2017
8994;Ingo;Mörl;1967;12;2017
8995;Enrico;Morro Costa;1986;14;2017
8996;Maximilian;Mörseburg;1992;1;2017
8997;Marlene;Mortler;1955;7;2017
8998;Volker;Mosblech;1955;1;2017
8999;Alexander;Mosca Spatz;1994;2;2017
9000;Markus Georg;Moschner;1973;8;2017
9001;Tanita Christin;Mosel;1996;14;2017
9002;Christa;Moseler;1960;13;2017
9003;Moritz;Moser;1997;2;2017
9004;Ingeborg;Moser;1961;245;2017
9005;Anneliese;Moser;1958;4;2017
9006;David Daniel;Moshammer;1988;14;2017
9007;Guido Mario;Mosler;1967;244;2017
9008;Thomas;Mosmann;1972;17;2017
9009;Leona;Moss;1963;245;2017
9010;Karin;van der Most;1963;4;2017
9011;Käty;Mothes;1993;5;2017
9012;Elisabeth Charlotte;Motschmann;1952;1;2017
9013;Niema;Movassat;1984;5;2017
9014;Nzimbu;Mpanu-Mpanu-Plato;1964;1;2017
9015;Andreas;Mrosek;1958;3;2017
9016;Dirk;Mrotzeck;1966;4;2017
9017;Alexander Hermann;Mueller;1963;24;2017
9018;Siegfried;Mühlenweg;1950;4;2017
9019;Alexander;Mühlmann;1971;9;2017
9020;Maurice Benjamin;Müller;1983;6;2017
9021;Alexander;Müller;1969;4;2017
9022;Sascha;Müller;1970;6;2017
9023;Claudia;Müller;1981;6;2017
9024;Hansjörg Gerhard Georg;Müller;1968;3;2017
9025;Moritz Alexander;Müller;1992;6;2017
9026;Sascha;Müller;1986;8;2017
9027;Thomas;Müller;1954;13;2017
9028;Wilhelm Dieter;Müller;1955;3;2017
9029;Gerhard (Gerd);Dr. Müller;1955;7;2017
9030;Norbert;Müller;1986;5;2017
9031;Stefan;Müller;1975;7;2017
9032;Sepp;Müller;1989;1;2017
9033;Detlef;Müller;1964;2;2017
9034;Bettina;Müller;1959;2;2017
9035;Carsten;Müller;1970;1;2017
9036;Matthias;Müller;1981;9;2017
9037;Elke;Müller;1971;1;2017
9038;Lisa;Müller;1994;10;2017
9039;Joachim Stefan;Müller;1973;12;2017
9040;Clemens Carl;Müller;1993;9;2017
9041;Eckhard;Müller;1954;14;2017
9042;Ella;Müller;1986;6;2017
9043;Kai;Dr. Müller;1974;1;2017
9044;Karolin;Müller;1987;2;2017
9045;Antonia;Müller;1995;2;2017
9046;Klaus;Müller;1952;41;2017
9047;Felix;Müller;1975;244;2017
9048;Regina;Müller;1962;41;2017
9049;Dunja;Müller;1979;41;2017
9050;Johannes;Dr. Müller;1969;11;2017
9051;Johannes Alexander;Müller;1992;6;2017
9052;Bernd;Müller;1978;21;2017
9053;Timo;Müller;1991;6;2017
9054;Brigitte;Müller;1941;21;2017
9055;Andreas Werner;Müller;1992;9;2017
9056;Peter;Müller;1961;3;2017
9057;Olaf;Müller;1963;6;2017
9058;Edmund;Müller;1969;83;2017
9059;Axel;Müller;1963;1;2017
9060;Alexander;Müller;1979;16;2017
9061;Roman;Müller-Böhm;1992;4;2017
9062;Beate;Müller-Gemmeke;1960;6;2017
9063;Kai Michael;Müller-Horn;1944;306;2017
9064;Frank;Müller-Rosentritt;1982;4;2017
9065;Henning;Müller-Späth;1954;8;2017
9066;Lorena;Müllner;1998;5;2017
9067;Joachim;Multermann;1969;3;2017
9068;Manuel;Mültin;1986;242;2017
9069;Oliver Markus;Multusch;1968;3;2017
9070;Monika;Münch-Steinbuch;1948;21;2017
9071;Raimund Michael;Münder;1952;21;2017
9072;Lothar;Dr. Mundt;1940;3;2017
9073;Alexandra Helga;Munir-Muuß;1969;14;2017
9074;Michelle;Müntefering;1980;2;2017
9075;Volker;Münz;1964;3;2017
9076;Sebastian;Münzenmaier;1989;3;2017
9077;David;Münzing;1977;12;2017
9078;Mohammed;Musah;1982;18;2017
9079;Michael;Musil;1947;6;2017
9080;Martin;Muth;1989;9;2017
9081;Özcan;Mutlu;1968;6;2017
9082;Rolf;Dr. Mützenich;1959;2;2017
9083;Agnieszka Monika;Mzyk;1976;245;2017
9084;Andrea;Nahles;1970;2;2017
9085;Ralf;Nahlob;1981;3;2017
9086;Doreen;Nahouli;1969;245;2017
9087;Janina Daniela;Nährig;1980;14;2017
9088;Christian;Nan;1959;245;2017
9089;Stephanie;Napp;1986;9;2017
9090;Dirk;Nasdala;1966;8;2017
9091;Michael;Nass;1963;2;2017
9092;Zaklin;Nastic;1980;5;2017
9093;Stefan;Natke;1958;21;2017
9094;Christian;Natterer;1981;1;2017
9095;Felix;Naumann;1990;244;2017
9096;Lisa-Marie;Naumann;1995;10;2017
9097;Hermann;Navel;1948;3;2017
9098;Albina;Nazarenus-Vetter;1974;1;2017
9099;Nadi Habib;Neama;1993;19;2017
9100;Arjuna;Nebel;1983;15;2017
9101;Astrid Verena;Nedden;1967;244;2017
9102;Jonny;Nedog;1954;3;2017
9103;Michael;Nehls;1961;3;2017
9104;Stefanie;Nejedlo;1981;7;2017
9105;Jürgen Emil;Nelson;1960;2;2017
9106;Sarah;Nerb;1982;2;2017
9107;Ingrid;Nestle;1977;6;2017
9108;Olaf;Netzel;1979;10;2017
9109;Alexander;Dr. Neu;1969;5;2017
9110;Gerhard;Neuberger;1978;9;2017
9111;Jens Henry;Neubert;1965;4;2017
9112;Frank;Neubert;1970;11;2017
9113;Falk;Neubert;1974;5;2017
9114;Gunther;Neubert;1958;12;2017
9115;Thomas;Neudert;1975;4;2017
9116;Reinhard;Neudorfer;1946;5;2017
9117;Dieter;Dr. Neuendorf;1953;3;2017
9118;Anna;Neuhof;1952;6;2017
9119;Torsten;Neuhoff;1969;1;2017
9120;Martin;Prof. Dr. Neumann;1956;4;2017
9121;Hannah;Dr. Neumann;1984;6;2017
9122;Christoph;Neumann;1964;3;2017
9123;Andrea;Neumann;1967;5;2017
9124;Matthias Thomas;Neumann;1959;244;2017
9125;Eveline Juliana;Neumann;1949;2;2017
9126;Sebastian Jerry;Neumann;1991;5;2017
9127;Bernhard;Neumann;1985;16;2017
9128;Annika;Neumeister;1987;6;2017
9129;Richard Alexander Michael;Neumeyer;1969;245;2017
9130;Andreas Helmut;Neuner;1968;4;2017
9131;Michael Erwin Walter;Ney;1969;5;2017
9132;Thomas;Ney;1986;12;2017
9133;Emmanuel Anyangwe;Dr. Ngassa;1966;8;2017
9134;Franz;Nguyên;1963;16;2017
9135;Narziss;Nianur;1964;18;2017
9136;Ophelia;Dr. Nick;1973;6;2017
9137;Andreas;Dr. Nick;1967;1;2017
9138;Jörg;Dr. Nickel;1967;6;2017
9139;Sabine;Nickel;1967;14;2017
9140;Matthias Heribert;Nicklaus;1982;10;2017
