id;vorname;nachname;geburtsjahr;partei_id;jahr
627;Tobias;Bank;1985;5;2021
628;Patrick;Meinhardt;1966;4;2021
629;Alexandra Juliane;Pichl;1978;6;2021
630;Isabell;Knauff;1998;9;2021
631;Michael;Müller;1963;8;2021
632;Martina Rita;Schallert;1964;13;2021
633;Guido;Esser;1965;28;2021
634;Mathias;Täge;1980;12;2021
635;Thomas;Rödiger;1968;39;2021
636;Corinna Mara;Conrad;1958;80;2021
637;Klaas;Hinners;1954;81;2021
638;Saskia;Ludwig;1968;1;2021
639;Tim;Krause;1971;3;2021
640;Olaf;Scholz;1958;2;2021
641;Norbert Carl;Müller;1986;5;2021
642;Linda;Teuteberg;1981;4;2021
643;Annalena Charlotte Alma;Baerbock;1980;6;2021
644;Orson Lance;Baecker;2001;9;2021
645;Andreas Hans-Joachim;Menzel;1958;8;2021
646;Frank;Ehrhardt;1963;21;2021
647;Daniel;Margraf;1974;13;2021
648;Dorit;Rust;1959;28;2021
649;Lukas Robert Thomas;Minogue;1994;24;2021
650;Benjamin;Körner;2000;40;2021
651;Lu Yen;Roloff;1977;82;2021
652;Edmund Ernst;Müller;1969;83;2021
653;Antje;Grütte;1962;84;2021
654;Ingo;Charnow;1971;85;2021
655;Jana;Schimke;1979;1;2021
656;Steffen;Kotré;1971;3;2021
657;Sylvia;Lehmann;1954;2;2021
658;Carsten;Preuß;1962;5;2021
659;Lars;Hartfelder;1977;4;2021
660;Gerhard;Kalinka;1962;6;2021
661;Christiane Sabine;Müller-Schmolt;1960;10;2021
662;Uwe Frank;Tanneberger;1968;8;2021
663;Susanne;Steinhardt;1955;21;2021
664;Ralf;Nobel;1967;13;2021
665;Torsten;Bartels;1967;28;2021
666;Guido;Körber;1965;12;2021
667;Michael;Gabler;1972;86;2021
668;Roald;Hitzer;1967;87;2021
669;Volker Matthias Uwe;Commentz;1967;88;2021
670;Andreas;Beer;1984;44;2021
671;Daniel;Rosentreter;1982;1;2021
672;Wilko;Möller;1966;3;2021
673;Mathias;Papendieck;1982;2;2021
674;Stefan;Kunath;1989;5;2021
675;Jasmin;Stüwe;1990;4;2021
676;Marcus;Winter;1970;6;2021
677;Cindy;Rosenkranz;1989;9;2021
678;Kai;Hamacher;1974;8;2021
679;Norman;Heß;1989;13;2021
680;Dieter Kurt Alfred;Weihrauch;1954;18;2021
681;Thomas;Wötzel;1970;28;2021
682;Ralf Karl;Kaun;1962;89;2021
683;Manuela;Marquardt;1963;90;2021
684;Markus;Niggemann;1978;1;2021
685;Daniel;Münschke;1980;3;2021
686;Maja Scarlett;Wallstein;1986;2;2021
687;Christian;Görke;1962;5;2021
688;Laura;Schieritz;1998;4;2021
689;Heide;Schinowsky;1975;6;2021
690;Michael;Matschke;1990;9;2021
691;Andreas;Richter;1957;8;2021
692;Gisela Renate;Vierrath;1951;21;2021
693;Lysann Nadine;Kobbe;1980;28;2021
694;Ingo;Weidelt;1979;39;2021
695;Knut Friedrich Alexander;Abraham;1966;1;2021
696;Silvio;Wolf;1971;3;2021
697;Hannes Artur Gerhard;Walter;1984;2;2021
698;Yvonne Margret;Mahlo;1980;5;2021
699;Fritz Walter Martin;Neumann;1956;4;2021
700;Paul-Philipp;Neumann;1987;6;2021
701;Bianca;Schröder;1970;9;2021
702;Roxana Erna;Trasper;1981;8;2021
703;Kay-Uwe;Blietz;1966;28;2021
704;Marcel;Respa;1977;39;2021
705;Ilona Brigitte;Janda;1959;91;2021
706;Uwe;Harms;1963;1;2021
707;Arno;Bausemer;1982;3;2021
708;Matthias;Höhn;1975;5;2021
709;Herbert;Wollmann;1951;2;2021
710;Marcus;Faber;1984;4;2021
711;Gregor Thomas;Laukert;1998;6;2021
712;Nils Rainer;Krümmel;1964;8;2021
713;Martin Friedrich;Schwab;1967;28;2021
714;Danny;Bibiella;1975;92;2021
715;Heiko;Janowski;1973;93;2021
716;Gerry;Weber;1969;1;2021
717;Jan Wenzel;Schmidt;1991;3;2021
718;David;Schliesing;1983;5;2021
719;Franziska;Kersten;1968;2;2021
720;Mathias;Schulte;1980;4;2021
721;Thomas Josef;Schlenker;1963;6;2021
722;Marcel;Nakoinz;1987;17;2021
723;André;Futh;1980;8;2021
724;Bettina;Graf;1968;28;2021
725;Carina;Hansen;1960;10;2021
726;Heike Martina;Brehmer;1962;1;2021
727;Sören;Stefanowicz;1974;3;2021
728;Karsten;Lippmann;1978;5;2021
729;Maik;Berger;1973;2;2021
730;Denise;Köcke;1998;4;2021
731;Wolfgang;Strauhs;1964;6;2021
732;Carlo;Gottschalk;1962;8;2021
733;Uwe;Rohrbeck;1976;28;2021
734;Thomas;Barth;1956;94;2021
735;Tino;Sorge;1975;1;2021
736;Frank;Pasemann;1960;3;2021
737;Chris;Scheunchen;1990;5;2021
738;Martin;Kröber;1992;2;2021
739;Fabian;Horn;1985;4;2021
740;Urs Justus Jasper Gregor;Liebau;1994;6;2021
741;Aila;Fassl;1987;17;2021
742;Eckhard Horst;Schröder;1955;8;2021
743;Luisa;Graviat;2001;9;2021
744;Roland;Zander;1965;25;2021
745;Daniel Alexander;Wiegenstein;1958;18;2021
746;Reiner;Füllmich;1958;28;2021
747;Peter;Pokrzywnicki;1967;13;2021
748;Sepp;Müller;1989;1;2021
749;Andreas;Mrosek;1958;3;2021
750;Johannes;Hüthel;1998;5;2021
751;Leonard;Schneider;2001;2;2021
752;Alexander Martin;Oppelt;1979;4;2021
753;Steffi;Lemke;1968;6;2021
754;Steven;Slavicek;1989;8;2021
755;Ernst;Wolff;1950;28;2021
756;Mario;Rohne;1983;95;2021
757;Günther;Wassenaar;1947;96;2021
758;Frank;Wyszkowski;1987;1;2021
759;Kay-Uwe;Ziegler;1963;3;2021
760;Jan;Korte;1977;5;2021
761;Anne;Stamm;1985;2;2021
762;Thorben;Fiedler;1996;4;2021
763;Hans Jakob Charles;Schweizer;1977;6;2021
764;Ronny;Schneider;1982;8;2021
765;Alkje;Fontes;1978;28;2021
766;Johanna;Zimmermann;1950;97;2021
767;Christoph;Bernstiel;1984;1;2021
768;Alexander;Raue;1973;3;2021
769;Petra;Sitte;1960;5;2021
770;Karamba;Diaby;1961;2;2021
771;Yana;Mark;1989;4;2021
772;Inés;Brock;1964;6;2021
773;Andrea;Menke;1969;8;2021
774;Jakob;Brand;1996;9;2021
775;Adrian Manuel;Mauson;1992;18;2021
776;Stephan;Kohn;1962;28;2021
777;Dieter;Stier;1964;1;2021
778;Martin;Reichardt;1969;3;2021
779;Birke;Bull-Bischoff;1963;5;2021
780;Jens;Wojtyschak;1987;2;2021
781;Carsten;Sonntag;1979;4;2021
782;Martina;Hoffmann;1979;6;2021
783;Jens;Jahr;1967;28;2021
784;Torsten;Schweiger;1968;1;2021
785;Robert;Farle;1950;3;2021
786;Daniel;Feuerberg;1986;5;2021
787;Katrin;Budde;1965;2;2021
788;Ingo;Bodtke;1965;4;2021
789;Mika-Sören;Erdmann;2000;6;2021
790;Sarah Katharina;Biedermann;1997;8;2021
791;Pierre;Kynast;1973;28;2021
792;Ottilie Paola;Klein;1984;1;2021
793;Martin;Neise;1988;5;2021
794;Annika Gisela;Klose;1992;2;2021
795;Hanna;Steinmüller;1993;6;2021
796;Beatrix;Storch;1971;3;2021
797;Anna;Kryszan;1995;4;2021
798;Martin Gregor;Pohlmann;1973;9;2021
799;Georg Daniel;Tsambasis;1989;10;2021
800;Torsten;Schwald;1974;12;2021
801;Richard;Borrmann;1982;13;2021
802;Annegret;Höcker;1954;18;2021
803;Rudolf;Fritz;1959;34;2021
804;Juliane;Mörsel;1989;24;2021
805;Valerie Susanne Magdalena;Sternberg-Mottaghi Irvani;1991;40;2021
806;Ulrike Viviane;Fischer;1970;28;2021
807;Michael;Fielsch;1965;98;2021
808;Ayman;Zebian;1965;99;2021
809;Manuela;Anders-Granitzki;1978;1;2021
810;Udo;Wolf;1962;5;2021
811;Klaus;Mindrup;1964;2;2021
812;Stefan;Gelbhaar;1976;6;2021
813;Götz;Frömming;1968;3;2021
814;Daniela Kathrin;Kluckert;1980;4;2021
815;Jannis;Kiesewalter;1989;9;2021
816;Elke;Weihusen;1972;10;2021
817;Marianne;Utz;1955;12;2021
818;Ilja;Schwärsky-von Brünken;1979;8;2021
819;Felix;Werth;1978;19;2021
820;Thomas Georg;Kuhn;1964;13;2021
821;Paul Daniel;Seifert;1993;34;2021
822;Paul-Johann Georg;Loeper;1989;40;2021
823;Monika;Grütters;1962;1;2021
824;Hakan;Taş;1966;5;2021
825;Torsten;Einstmann;1965;2;2021
826;Bernd;Schwarz;1980;6;2021
827;Sebastian;Maack;1969;3;2021
828;Friedrich Jan;Ohnesorge;1979;4;2021
829;Pauline;Klimas;1987;9;2021
830;Friederike;Nabrdalik;1994;10;2021
831;Michael;Schulz;1977;22;2021
832;Dirk;Steffel;1969;8;2021
833;Andreas;Neumann;1990;13;2021
834;Manfred;Salzmann;1957;28;2021
835;Joe;Chialo;1970;1;2021
836;Helin Evrim;Sommer;1971;5;2021
837;Helmut;Kleebank;1964;2;2021
838;Steffen;Laube;1995;6;2021
839;Lukas;Garnis;1983;3;2021
840;Dominik;Znanewitz;1993;4;2021
841;Rhavin;Grobert;1975;9;2021
842;Aida Paola;Spiegeler Castañeda;1994;10;2021
843;Jens-Eberhard;Jahn;1967;13;2021
844;Esther;Engel;1968;18;2021
845;Nicole;Jädicke;1981;34;2021
846;Philipp;Zühlke;1951;28;2021
847;Michael;Dönicke;1968;32;2021
848;Lucia;Bunte;1963;100;2021
849;Thomas;Heilmann;1964;1;2021
850;Marcus Dirk;Otto;1969;5;2021
851;Ruppert Fritz Johannes;Stüwe;1978;2;2021
852;Nina;Stahr;1982;6;2021
853;Birgit Theresia;Malsack-Winkemann;1964;3;2021
854;Hanns-Henning Kurt Reimer;Krumrey;1962;4;2021
855;Erik Claus Nils;Westmann;1982;9;2021
856;Laura;Höll;1997;10;2021
857;Georg;Boroviczény;1947;12;2021
858;Klaus-Peter;Lüdeke;1947;8;2021
859;Karl-Friedrich;Harter;1965;19;2021
860;Alina;Sahl;1992;13;2021
861;Carsten;Schanz;1967;34;2021
862;Claus-Henning Christian;Hacker;1979;28;2021
863;Klaus-Dieter;Gröhler;1966;1;2021
864;Michael;Efler;1970;5;2021
865;Rainer Michael;Müller;1964;2;2021
866;Elisabeth Maria;Paus;1968;6;2021
867;Eva-Marie Anna;Doerfler;1986;3;2021
868;Christoph Werner;Meyer;1975;4;2021
869;Lennart Quirin;Schwertfeger;1994;9;2021
870;Henriette;Spiering;1975;10;2021
871;Therese;Lehnen;1963;12;2021
872;Marcel;Luthe;1977;8;2021
873;Lars Clemens;Arnold;1968;13;2021
874;Christian Andreas;Schmidt;1953;34;2021
875;Barend;Wolf;1987;24;2021
876;Carolin;Linge;1964;28;2021
877;Norbert Detlef;Voß;1951;101;2021
878;Jan-Marco;Luczak;1975;1;2021
879;Alexander;King;1969;5;2021
880;Kevin;Kühnert;1989;2;2021
881;Renate Elly;Künast;1955;6;2021
882;Frank-Christian;Hansel;1964;3;2021
883;Lars;Lindemann;1971;4;2021
884;Marie;Geissler;1993;9;2021
885;Martin Jürgen;Ullrich;1981;10;2021
886;Alexander;Spies;1955;12;2021
887;Mario;Rhode;1958;8;2021
888;Kirsten;Jäkel;1966;13;2021
889;Thomas Konstantin;Speich;1954;34;2021
890;Karsten Heiko;Wappler;1963;28;2021
891;Sahin;Azbak;1968;20;2021
892;Christina;Schwarzer;1976;1;2021
893;Lucia;Schnell;1979;5;2021
894;Hakan;Demir;1984;2;2021
895;Andreas;Audretsch;1984;6;2021
896;Marcel;Goldammer;1987;3;2021
897;Janine;Falkenberg;1988;4;2021
898;Thomas;Tegtow;1981;9;2021
899;Ishai;Rosenbaum;1977;10;2021
900;Mohamad Rafic Mustapha;Tawil;1953;18;2021
901;Christian;Lieberam;1982;34;2021
902;Havva;Öruc;1990;38;2021
903;Wilfried Bernd;Meyer;1958;28;2021
904;Ramona;Cole;1970;43;2021
905;Christian;Pape;1974;102;2021
906;Thomas;Lindlmair;1968;103;2021
907;Kilian Leon;Moser;1984;104;2021
908;Kevin;Kratzsch;1982;1;2021
909;Pascal;Meiser;1975;5;2021
910;Cansel;Kiziltepe;1975;2;2021
911;Canan;Bayram;1966;6;2021
912;Sibylle Christine;Schmidt;1961;3;2021
913;Ann Cathrin;Riedel;1987;4;2021
914;Martin;Sonneborn;1965;9;2021
915;Marie Charlotte;Motzkus;1995;10;2021
916;Franz Josef;Schmitt;1978;12;2021
917;Hagen Gerwald;Albers;1982;13;2021
918;Nicole;Drakos;1971;26;2021
919;Chaker Anis;Araki;1972;18;2021
920;Stephan Johannes;Heym;1988;24;2021
921;Carola;Muysers;1960;28;2021
922;Zarah-Louise;Roth;1982;42;2021
923;Frigga Maja;Wendt;1980;105;2021
924;Oliver;Snelinski;1980;106;2021
925;Claudia;Pechstein;1972;1;2021
926;Gregor;Gysi;1948;5;2021
927;Ana-Maria;Trăsnea;1994;2;2021
928;Annkatrin;Esser;1997;6;2021
929;Denis;Henkel;1975;3;2021
930;Carl Jean Marie;Grouwet;1965;4;2021
931;Daniel;Günther;1984;9;2021
932;Markus;Anhalt;1986;10;2021
933;Michael;Knape;1951;8;2021
934;Steffen;Kadow;1988;13;2021
935;Claudius Wolfgang Hermann;Reich;1963;18;2021
936;Randy;Witte;1976;34;2021
937;Maria Eva;Macheleidt;1983;28;2021
938;Mario;Czaja;1975;1;2021
939;Petra Angelika;Pau;1963;5;2021
940;Enrico;Bloch;1971;2;2021
941;Anne Renate Helga;Thiel-Klein;1988;6;2021
942;Thomas;Braun;1956;3;2021
943;Alice Katherine;Schmidt;1990;4;2021
944;Andrea Simone;Schulteisz;1958;9;2021
945;Ina;Seidel-Grothe;1962;10;2021
946;Christa;Wolfer;1956;18;2021
947;Axel;Scherka;1967;34;2021
948;Dietmar;Lucas;1962;28;2021
949;Wilfried;Nünthel;1955;1;2021
950;Gesine;Lötzsch;1961;5;2021
951;Anja Sigrid;Ingenbleek;1971;2;2021
952;Laura Sophie;Dornheim;1983;6;2021
953;Dietmar;Drewes;1955;3;2021
954;Lina;Thiel;2003;4;2021
955;Nora;Röhner;1981;9;2021
956;Katja;Michel;1982;10;2021
957;Tobias;Bauer;1982;8;2021
958;Lisa;Stemmer;1990;13;2021
959;Dagmar;Arnecke;1951;18;2021
960;Matthias;Bruse;1977;34;2021
961;Ulrich;Klieboldt;1968;28;2021
962;Rudolf Paul Maria;Henke;1954;1;2021
963;Ye-One;Rhie;1987;2;2021
964;Katharina;Willkomm;1987;4;2021
965;Roger Henricus Katharina;Lebien;1974;3;2021
966;Oliver;Krischer;1969;6;2021
967;Andrej Konstantin;Hunko;1963;5;2021
968;Elke;Zobel;1963;9;2021
969;Hans-Jürgen;Fink;1967;8;2021
970;Stephan;Korupp;1963;28;2021
971;Adonis;Böving;1976;107;2021
972;Niklas;Teßmann;1997;108;2021
973;Catarina;Santos Firnhaber;1994;1;2021
974;Claudia;Moll;1968;2;2021
975;Birgit;Haveneth;1975;4;2021
976;Michael;Winterich;1977;3;2021
977;Lukas;Benner;1996;6;2021
978;Johannes;Koch;1957;5;2021
979;Eckhard;Heck;1962;9;2021
980;Josef Helmut;Keischgens;1965;8;2021
981;Axel;Susen;1960;28;2021
982;Wilfried;Oellers;1975;1;2021
983;Norbert;Spinrath;1957;2;2021
984;Alexander;Dorner;1995;4;2021
985;Hermann Joseph;Navel;1948;3;2021
986;Dignanllely;Meurer;1990;6;2021
987;Rüdiger;Birmann;1971;5;2021
988;Mark Oliver;Benecke;1970;9;2021
989;Hans-Peter;Weiland;1959;8;2021
990;Michael Georg;Aggelidis;1962;28;2021
991;Thomas Walther;Rachel;1962;1;2021
992;Dietmar Heinrich;Nietan;1964;2;2021
993;Laura Sophie;Jacobsen-Littig;1992;4;2021
994;Wolfgang Heinrich Johann Helmut;Kochs;1965;3;2021
995;Christian Thomas;Andrä;1962;6;2021
996;Valentin Raimund;Veithen;1946;5;2021
997;Stephan;Staß;1980;9;2021
998;Philipp Benno;Eismar;1999;12;2021
999;Frank Werner;Bank;1972;8;2021
1000;Werner Heinz;Hürttlen;1963;28;2021
1001;Peter Eberhard;Helmer;1961;39;2021
1002;Georg;Kippels;1959;1;2021
1003;Aaron Luca;Spielmanns;1998;2;2021
1004;Stefan;Westerschulze;1977;4;2021
1005;Eugen;Schmidt;1975;3;2021
1006;Rüdiger;Warnecke;1959;6;2021
1007;Şirin Daniella;Seitz;1990;5;2021
1008;Kristian;Katzmarek;1994;12;2021
1009;Ulrich;Wokulat;1975;8;2021
1010;Patrik Michael;Müller;1979;28;2021
1011;Helene;Susojev;1979;33;2021
1012;Detlef;Seif;1962;1;2021
1013;Dagmar;Andres;1969;2;2021
1014;Markus;Herbrand;1971;4;2021
1015;Hans-Rüdiger;Lucassen;1951;3;2021
1016;Marion;Sand;1957;6;2021
1017;Stefan;Söhngen;1997;5;2021
1018;Jan-Luis;Wolter;2001;9;2021
1019;Stefano;Tuchscherer;2000;12;2021
1020;Jörg;Esser;1963;8;2021
1021;Paulo Michael;Jesus Pinto;1974;28;2021
1022;Karsten Hinrich Wilhelm;Möring;1949;1;2021
1023;Sanae;Abdi;1986;2;2021
1024;Reinhard Arnold;Houben;1960;4;2021
1025;Fabian;Jacobi;1973;3;2021
1026;Lisa-Marie;Friede;1992;6;2021
1027;Madeleine;Eisfeld;1965;5;2021
1028;Aaron Yannick;Kruedener;1997;9;2021
1029;Detlef Walter;Hagenbruch;1945;8;2021
1030;Elisabeth;Höchtl;1957;18;2021
1031;Ralf Mathias;Schäfer;1962;28;2021
1032;Rebekka Frieda;Müller;1988;40;2021
1033;Martin Josef;Przybylski;1985;109;2021
1034;Sandra;Möller;1969;1;2021
1035;Marion;Sollbach;1967;2;2021
1036;Joachim Horst;Krämer;1990;4;2021
1037;Luca Mike;Leitterstorf;1996;3;2021
1038;Sven;Lehmann;1979;6;2021
1039;Matthias Walter;Birkwald;1961;5;2021
1040;Judit;Géczi;1977;9;2021
1041;Torsten Rüdiger;Ilg;1970;8;2021
1042;Mahdi;Rezai;1953;18;2021
1043;Walter Hermann-Josef;Stehling;1959;21;2021
1044;Markus;Hoffleit;1966;28;2021
1045;Olivier Martin Boris Albert Octavian Friedrich;Fuchs;1964;40;2021
1046;Gisela Maria;Manderla;1958;1;2021
1047;Rolf Heinrich;Mützenich;1959;2;2021
1048;Volker;Görzel;1970;4;2021
1049;Jochen;Haug;1973;3;2021
1050;Katharina;Dröge;1984;6;2021
1051;Michael;Weisenstein;1968;5;2021
1052;Stefan;Pott;1972;9;2021
1053;Norbert;Theiß;1957;8;2021
1054;Reiner;Dworschak;1954;18;2021
1055;Songül;Schlürscheid;1974;28;2021
1056;Christopher Patrick;Peterka;1978;40;2021
1057;Maciej;Podjaski;1988;110;2021
1058;Christoph Wilhelm;Goldbeck;1970;111;2021
1059;Christoph;Jansen;1983;1;2021
1060;Jessica;Rosenthal;1992;2;2021
1061;Alexander;Graf Lambsdorff;1966;4;2021
1062;Hans Ludwig;Neuhoff;1959;3;2021
1063;Katrin Babette;Uhlig;1982;6;2021
1064;Ilja;Bergen;1987;5;2021
1065;Moritz;Bergh;1988;9;2021
1066;Jutta;Acar;1958;8;2021
1067;Roger Kurt Siegfried;Stamm;1953;18;2021
1068;Gregor Philipp;Berneiser;1975;28;2021
1069;Reinhard Otto Volker;Limbach;1960;34;2021
1070;Livia Juliane;Genn;1998;40;2021
1071;Elisabeth;Winkelmeier-Becker;1962;1;2021
1072;Sebastian;Hartmann;1977;2;2021
1073;Ralph Albert;Lorenz;1970;4;2021
1074;Hans Günter;Eifler;1938;3;2021
1075;Elisabeth Gertrud;Anschütz;1962;6;2021
1076;Alexander Soranto;Neu;1969;5;2021
1077;Andreas;Langel;1983;9;2021
1078;Andreas;Irion;1972;8;2021
1079;Ellen;Hölzer;1976;28;2021
1080;Christian;Sontag;1977;40;2021
1081;Helmut;Fleck;1938;41;2021
1082;Norbert Alois;Röttgen;1965;1;2021
1083;Katja;Stoppenbrink;1976;2;2021
1084;Nicole;Westig;1967;4;2021
1085;Roger Friedrich Nikolaus;Beckamp;1975;3;2021
1086;Richard;Ralfs;1968;6;2021
1087;Andreas Diethelm;Danne;1961;5;2021
1088;Marcel;Klingenstein;1992;9;2021
1089;Michael;Stehr;1966;8;2021
1090;Nathalie Sandra;Sanchez Friedrich;1968;28;2021
1091;Jörg;Drenkelfort;1970;34;2021
1092;Philipp;Prause;1999;40;2021
1093;Andreas;Frick;1949;41;2021
1094;Carsten;Brodesser;1967;1;2021
1095;Michaela;Engelmeier;1960;2;2021
1096;Jörg;Polheim;1959;4;2021
1097;Bernd;Rummler;1969;3;2021
1098;Sabine;Grützmacher;1986;6;2021
1099;Diyar;Agu;1999;5;2021
1100;Philipp Ernst;Wüster;1991;9;2021
1101;Christian;Abstoß;1991;8;2021
1102;Markos;Pavlidis;1966;28;2021
1103;Hermann-Josef Johann;Tebroke;1964;1;2021
1104;Kastriot;Krasniqi;1992;2;2021
1105;Christian Wolfgang;Lindner;1979;4;2021
1106;Harald;Weyel;1959;3;2021
1107;Maik;Außendorf;1971;6;2021
1108;Isabelle;Casel;1971;5;2021
1109;Uwe;Wirges;1961;8;2021
1110;Helga;Aufmkolk;1959;28;2021
1111;Markus;Blümke;1972;40;2021
1112;Serap;Güler;1980;1;2021
1113;Karl Wilhelm;Lauterbach;1963;2;2021
1114;Cornelia;Besser;1996;4;2021
1115;Christer;Cremer;1982;3;2021
1116;Nyke;Slawik;1994;6;2021
1117;Beate;Hane-Knoll;1961;5;2021
1118;Frauke Claudia;Petzold;1987;9;2021
1119;Stephan;Heintze;1977;8;2021
1120;Jonathan;Meier;1994;18;2021
1121;Dirk;Sattelmaier;1970;28;2021
1122;Jacqueline;Blum;1988;112;2021
1123;Caroline Anne Marie;Lünenschloss;1993;1;2021
1124;Helge Frederik;Lindh;1976;2;2021
1125;Manfred;Todtenhausen;1950;4;2021
1126;Martin;Liedtke-Bentlage;1962;3;2021
1127;Anja;Liebert;1969;6;2021
1128;Till Niklas;Sörensen-Siebel;1996;5;2021
1129;Thomas;Hofmann;1983;9;2021
1130;Henrik;Dahlmann;1980;8;2021
1131;Nuran;Cakmakli-Kraft;1965;18;2021
1132;Werner Alexander;Grefrath;1969;28;2021
1133;Lars;Herbold;2001;40;2021
1134;Jürgen;Hardt;1963;1;2021
1135;Ingo;Schäfer;1965;2;2021
1136;Robert Josef;Weindl;1969;4;2021
1137;Frederick;Kühne;1972;3;2021
1138;Silvia Ingrid;Vaeckenstedt;1970;6;2021
1139;Mohamad Shoan;Vaisi;1990;5;2021
1140;Judith;Röder;1993;9;2021
1141;Jan;Klein;1989;8;2021
1142;Hans Christoph;Gärtner;1949;18;2021
1143;Volker;Dörner;1965;28;2021
1144;Peter Heinrich;Kramer;1960;113;2021
1145;Klaus;Wiener;1962;1;2021
1146;Christian;Steinacker;1976;2;2021
1147;Nicole Marie;Burda;1990;4;2021
1148;Martin Erwin;Renner;1954;3;2021
1149;Roland;Schüren;1966;6;2021
1150;Lutz;Gallasch;1967;5;2021
1151;Mathias;Huning;1969;8;2021
1152;Marc;Gutknecht;1974;28;2021
1153;Thorsten;Klimczak;1972;114;2021
1154;Bernd;Herrmann;1967;115;2021
1155;Peter;Beyer;1970;1;2021
1156;Kerstin;Griese;1966;2;2021
1157;Jessica;Denné-Weiß;1980;4;2021
1158;Jessica;Malisch;1983;3;2021
1159;Ophelia Johanna;Nick;1973;6;2021
1160;Birgit;Onori;1967;5;2021
1161;Mario;Falco;1987;9;2021
1162;Mario;Sülz;1969;8;2021
1163;Horst;Dotten;1957;18;2021
1164;Editha;Roetger;1968;28;2021
1165;Marcel;Stubbe;1991;29;2021
1166;Andrea;Konorza;1955;34;2021
1167;Jason;Richter;2002;116;2021
1168;Thomas;Jarzombek;1973;1;2021
1169;Zanda;Martens;1984;2;2021
1170;Marie-Agnes;Strack-Zimmermann;1958;4;2021
1171;Andrea;Kraljić;1963;3;2021
1172;Frederik F.;Hartmann;1988;6;2021
1173;Helmut;Born;1952;5;2021
1174;Jan;Knichala;1999;9;2021
1175;Burkhard;Harting;1962;8;2021
1176;Paul;Straif;1982;18;2021
1177;Susanne;Bachmann;1966;28;2021
1178;Nadin;Lindermann;1975;34;2021
1179;Jennifer Katharina;Scharpenberg;1991;40;2021
1180;Lara;Baumanns;1999;117;2021
1181;Sylvia;Pantel;1961;1;2021
1182;Andreas;Rimkus;1962;2;2021
1183;Christoph Martin;Schork;1970;4;2021
1184;Uta;Opelt;1970;3;2021
1185;Sara;Nanni;1987;6;2021
1186;Julia Susanne;Marmulla;1988;5;2021
1187;Robin;Bartz;1992;9;2021
1188;Hans-Joachim;Grumbach;1967;8;2021
1189;Daniela;Maus;1976;18;2021
1190;Lucia;Petarus;1971;28;2021
1191;Falk Richard;Thörmer;1988;40;2021
1192;Gottfried Hermann;Gröhe;1961;1;2021
1193;Daniel;Rinkert;1987;2;2021
1194;Bijan;Djir-Sarai;1976;4;2021
1195;Stefan;Hrdy;1956;3;2021
1196;Petra Barbara;Schenke;1964;6;2021
1197;Falk;Dorff;1987;5;2021
1198;Lisa Fortuna;Granderath;1989;9;2021
1199;Bastian;Schönbeck;1990;28;2021
1200;Ernst Albert;Herbert;1952;118;2021
1201;Günter;Krings;1969;1;2021
1202;Gülistan;Yüksel;1962;2;2021
1203;Peter;König;1950;4;2021
1204;Peter;Müller;1961;3;2021
1205;Kathrin;Henneberger;1987;6;2021
1206;Maximilian;Bergmann;1997;9;2021
1207;Annette Ute Martina;Schrader-Schoutz;1954;8;2021
1208;Marcel;Rommerskirchen;1980;21;2021
1209;Mona;Aranea Guillén;1986;28;2021
1210;Ansgar Guido Karl Johannes;Heveling;1972;1;2021
1211;Philipp;Einfalt;1971;2;2021
1212;Otto;Fricke;1965;4;2021
1213;Christof;Rausch;1965;3;2021
1214;Katharina Eva Elisabeth;Voller;1981;6;2021
1215;Julia Edith Loretta;Suermondt;1981;5;2021
1216;Konstantin;Florenz;2001;9;2021
1217;Ralf;Krings;1967;8;2021
1218;Heiko Holger Karl Robert;Grupp;1949;18;2021
1219;Stefan;Marzinowski;1971;28;2021
1220;Martin;Plum;1982;1;2021
1221;Udo;Schiefner;1959;2;2021
1222;Eric Ralph Hugo;Scheuerle;1999;4;2021
1223;Kay;Gottschalk;1965;3;2021
1224;Rene;Heesen;1992;6;2021
1225;Britta;Pietsch;1963;5;2021
1226;Marion Britta;Weißkopf;1969;9;2021
1227;Georg;Alsdorf;1975;8;2021
1228;Natalie;Frohn;1977;28;2021
1229;Stefan;Rouenhoff;1978;1;2021
1230;Bodo;Wißen;1974;2;2021
1231;Georg;Cluse;1976;4;2021
1232;Gerd;Plorin;1949;3;2021
1233;Friederike Karlotta Ingeborg;Janitza;1987;6;2021
1234;Norbert;Hayduk;1958;5;2021
1235;Johanna;Hellmann;1950;8;2021
1236;Andreas Horst Adolf;Reiß;1968;28;2021
1237;Sabine Katharina;Weiss;1958;1;2021
1238;Rainer Johannes;Keller;1965;2;2021
1239;Bernd;Reuther;1971;4;2021
1240;Holger;Raumann;1969;3;2021
1241;Hans-Peter;Weiß;1963;6;2021
1242;Sidney;Lewandowski;1992;5;2021
1243;Dirk;Zerressen;1966;9;2021
1244;Christian Werner;Link;1983;8;2021
1245;Wolf-Dieter;Rochlitz;1947;18;2021
1246;Matthias;Moser;1960;28;2021
1247;Kerstin Christiane;Radomski;1974;1;2021
1248;Jan Ulrich;Dieren;1991;2;2021
1249;Michael;Terwiesche;1964;4;2021
1250;Hauke Horst Ernst Hans;Finger;1968;3;2021
1251;Ursula;Schauws;1966;6;2021
1252;Sebastian;Schubert;1986;5;2021
