vorname;nachname;geburtsjahr;Partei;wahlkreis_id;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Martin;Dr. Schulte-Wissermann;1971;PIRATEN;160;Sachsen;4;;;;;2017
Katharina;Schultheis;1986;GRÜNE;74;-1;-1;;;;;2017
Claudia;Schulz;1977;GRÜNE;13;Mecklenburg-Vorpommern;3;;;;;2017
Michael;Schulz;1977;Die Grauen;77;Berlin;1;;;;;2017
Uwe;Schulz;1961;AfD;173;Hessen;3;;;;;2017
Anja;Schulz;1985;FDP;44;Niedersachsen;17;;;;;2017
Ralph Jimmy;Schulz;1968;FDP;221;Bayern;4;;;;;2017
Swen;Schulz;1968;SPD;78;Berlin;2;;;;;2017
Rudolf;Schulz;1956;FREIE WÄHLER;-1;Hessen;39;;;;;2017
Mario;Schulz;1968;NPD;-1;Niedersachsen;9;;;;;2017
Philipp;Schulz;1991;Die PARTEI;-1;Mecklenburg-Vorpommern;4;;;;;2017
Martin;Schulz;1955;SPD;-1;Nordrhein-Westfalen;1;;;;;2017
Laura;Schulz;1994;FREIE WÄHLER;-1;Hessen;2;;;;;2017
Kordula Anna Paula;Schulz-Asche;1956;GRÜNE;181;Hessen;3;;;;;2017
Karl-Heinz;Schulze;1955;MLPD;15;Mecklenburg-Vorpommern;5;;;;;2017
Sebastian Richard;Schulze;1976;AfD;133;Nordrhein-Westfalen;18;;;;;2017
Klaus-Peter Friedrich Walter;Dr. Schulze;1954;CDU;64;Brandenburg;6;;;;;2017
Bob;Schulze;1965;BGE;-1;Sachsen;8;;;;;2017
Joachim;Prof. Dr. Schulze;1952;GRÜNE;157;-1;-1;;;;;2017
Heinz;Schumacher;1953;FREIE WÄHLER;187;Hessen;8;;;;;2017
Sabine;Schumacher;1965;PIRATEN;282;Baden-Württemberg;19;;;;;2017
Florian Wolfgang;Schumacher;1980;Gesundheitsforschung;-1;Bayern;2;;;;;2017
Dirk;Schumacher;1961;BGE;-1;Nordrhein-Westfalen;7;;;;;2017
Ulrich;Schumann;1964;DiB;-1;Baden-Württemberg;6;;;;;2017
Klaus-Dieter Eberhard;Schumann;1952;DM;-1;Brandenburg;4;;;;;2017
Gudrun;Schumann;1956;DIE LINKE;-1;Sachsen;15;;;;;2017
Ina;Schumann;1986;Die PARTEI;259;-1;-1;;;;;2017
Daniel;Schumm;1974;Die PARTEI;-1;Berlin;48;;;;;2017
Klaus Gerhard;Schummer;1972;PIRATEN;296;Saarland;2;;;;;2017
Uwe;Schummer;1957;CDU;111;Nordrhein-Westfalen;39;;;;;2017
Anna;Schupp;1983;MLPD;186;Hessen;7;;;;;2017
Peter;Schüppenhauer;1983;FREIE WÄHLER;176;Hessen;28;;;;;2017
Ewald;Schurer;1954;SPD;213;Bayern;5;;;;;2017
Mathias Gerhard;Schüßler;1998;GRÜNE;-1;Bayern;23;;;;;2017
Hans-Martin;Schuster;1982;CDU;-1;Nordrhein-Westfalen;62;;;;;2017
Jan;Schuster;1994;Die PARTEI;168;-1;-1;;;;;2017
Armin;Schuster;1961;CDU;282;-1;-1;;;;;2017
Rainer Erich;Schütt;1944;NPD;13;Mecklenburg-Vorpommern;6;;;;;2017
Daniel Marian;Schütte;1969;AfD;299;-1;-1;;;;;2017
Rainer;Schütten;1953;SPD;-1;Nordrhein-Westfalen;84;;;;;2017
Annette;Schütz;1960;SPD;-1;Niedersachsen;56;;;;;2017
Susanne;Schütze-Lülsdorf;1966;DIE LINKE;92;-1;-1;;;;;2017
Andres;Dr. Schützendübel;1968;FDP;122;-1;-1;;;;;2017
Jürgen;Schützinger;1953;NPD;286;Baden-Württemberg;3;;;;;2017
Andreas;Schwab;1965;DM;-1;Baden-Württemberg;16;;;;;2017
Frank;Schwabe;1970;SPD;121;Nordrhein-Westfalen;54;;;;;2017
Walter;Schwäbsch;1952;AfD;287;Baden-Württemberg;18;;;;;2017
Gisela;Schwalb;1959;MLPD;-1;Baden-Württemberg;17;;;;;2017
Lucas;Schwalbach;1991;FDP;179;Hessen;10;;;;;2017
Hans;Schwanitz;1977;GRÜNE;93;-1;-1;;;;;2017
Philipp;Schwartz;1988;MLPD;14;Mecklenburg-Vorpommern;2;;;;;2017
Stefan;Schwartze;1974;SPD;133;Nordrhein-Westfalen;35;;;;;2017
Maik;Schwarz;1986;DIE LINKE;166;Sachsen;12;;;;;2017
Edeltraud;Schwarz;1967;AfD;226;Bayern;16;;;;;2017
Angela;Schwarz;1956;FREIE WÄHLER;70;Sachsen-Anhalt;3;;;;;2017
Andreas;Schwarz;1965;SPD;236;Bayern;13;;;;;2017
Christian;Dr. Schwarz;1974;CSU;-1;Bayern;57;;;;;2017
Jan;Schwarz;1982;SPD;-1;Niedersachsen;61;;;;;2017
Alix Elisabeth Anneliese;Schwarz;1989;Die PARTEI;-1;Hessen;1;;;;;2017
Lennart Sebastian Stefan;Schwarzbach;1990;NPD;23;Hamburg;1;;;;;2017
Valentin;Schwarze;1996;Die PARTEI;217;Bayern;18;;;;;2017
Rita;Schwarzelühr-Sutter;1962;SPD;288;Baden-Württemberg;3;;;;;2017
Andreas;Schwarzer;1961;FDP;215;Bayern;55;;;;;2017
Christina;Schwarzer;1976;CDU;82;Berlin;6;;;;;2017
Heike Gertrud Ursula;Dr. Schweer;1955;CDU;-1;Niedersachsen;48;;;;;2017
Uta;Schwegmann;1972;V-Partei³;-1;Nordrhein-Westfalen;26;;;;;2017
Torsten;Schweiger;1968;CDU;74;Sachsen-Anhalt;8;;;;;2017
Bernhard;Schweigert;1955;MLPD;274;-1;-1;;;;;2017
Oliver;Schweim;1967;GRÜNE;-1;Hamburg;8;;;;;2017
Mathias;Schweitzer;1965;BGE;-1;Sachsen-Anhalt;2;;;;;2017
Thorsten;Schwellnus;1981;FREIE WÄHLER;177;Hessen;6;;;;;2017
Jonas Richard;Schwemmer;1991;PIRATEN;246;-1;-1;;;;;2017
Ulrike;Schwenter;1962;SPD;-1;Brandenburg;21;;;;;2017
Gregor;Schwind;1958;BGE;-1;Nordrhein-Westfalen;14;;;;;2017
Jessica;Schwindling;1976;CDU;-1;Saarland;19;;;;;2017
Dirk;Schwingler;1966;Die PARTEI;-1;Berlin;21;;;;;2017
Andreas;Schwock;1994;Die PARTEI;-1;Sachsen;3;;;;;2017
Milena;Scinardo;1980;FDP;187;Hessen;13;;;;;2017
Sabine;Sedlaczek;1998;DiB;-1;Nordrhein-Westfalen;8;;;;;2017
Armin Lothar Karl;Sedlmayr;1988;FDP;229;Bayern;14;;;;;2017
Jakob;Sedlmeier;1967;ÖDP;216;-1;-1;;;;;2017
Nancy;Seebauer;1984;SPD;-1;Mecklenburg-Vorpommern;11;;;;;2017
Ramona;Seeger;1987;DIE LINKE;-1;Bremen;5;;;;;2017
Manfred;Seel;1954;DIE LINKE;254;-1;-1;;;;;2017
Richard;Seelmäcker;1973;CDU;-1;Hamburg;11;;;;;2017
Carsten;Seelmeyer;1969;FDP;172;Hessen;11;;;;;2017
Siegfried;Seelos;1972;BP;226;-1;-1;;;;;2017
Wolfgang;Seemann;1950;ÖDP;136;Nordrhein-Westfalen;2;;;;;2017
Ingo Joachim;von Seemen;1987;DIE LINKE;181;-1;-1;;;;;2017
Matthias;Seestern-Pauly;1984;FDP;38;Niedersachsen;7;;;;;2017
Ilja-Kristin;Dr. Seewald;1968;SPD;181;Hessen;18;;;;;2017
Martin;Seibert;1953;SPD;-1;Bayern;52;;;;;2017
Lieselotte;Seiberth;1955;MLPD;-1;Rheinland-Pfalz;1;;;;;2017
Marcus;Seidel;1970;SPD;52;Niedersachsen;30;;;;;2017
Ina;Seidel-Grothe;1962;GRÜNE;85;-1;-1;;;;;2017
Bernd Joseph;Seidemann;1958;Tierschutzpartei;-1;Bayern;9;;;;;2017
Norbert;Seidl;1964;BP;220;-1;-1;;;;;2017
Pascal;Seidler;1991;DIE LINKE;-1;Schleswig-Holstein;6;;;;;2017
Susanne;Seidler;1970;Tierschutzpartei;-1;Brandenburg;4;;;;;2017
Klaus Georg Hermann;Seidl-Schulz;1954;FREIE WÄHLER;-1;Bayern;44;;;;;2017
Detlef;Seif;1962;CDU;92;Nordrhein-Westfalen;48;;;;;2017
Alfred;Prof. Dr. Seiferlein;1958;CSU;-1;Bayern;68;;;;;2017
Petra Hannelore Michaela;Seifert;1959;GRÜNE;228;Bayern;32;;;;;2017
Bernward;Seipel;1951;ÖDP;-1;Thüringen;4;;;;;2017
Marianne;Seipp;1980;Die Grauen;85;-1;-1;;;;;2017
Thomas;Seitz;1967;AfD;283;Baden-Württemberg;5;;;;;2017
Andreas;Seitz;1967;ÖDP;229;-1;-1;;;;;2017
Gabriela;Dr. Seitz-Hoffmann;1952;GRÜNE;226;Bayern;36;;;;;2017
Angelika;Selbmann;1963;V-Partei³;-1;Bayern;25;;;;;2017
Johannes;Selle;1956;CDU;191;Thüringen;7;;;;;2017
René;Selzer;1961;AfD;-1;Saarland;5;;;;;2017
Herwig Johannes;Selzer;1958;DKP;-1;Hessen;18;;;;;2017
Martina;Selzer;1964;GRÜNE;169;-1;-1;;;;;2017
Bernd;Semmerau;1954;BGE;-1;Brandenburg;6;;;;;2017
Hans-Peter;Semmler;1978;FDP;263;Baden-Württemberg;30;;;;;2017
Diego;Semmler;1986;FREIE WÄHLER;173;Hessen;9;;;;;2017
Björn Niklas;Semrau;1978;PIRATEN;-1;Hessen;7;;;;;2017
Nico;Semsrott;1986;Die PARTEI;-1;Berlin;1;;;;;2017
Klara;Sendelbach;1998;GRÜNE;-1;Saarland;6;;;;;2017
Reinhold;Sendker;1952;CDU;130;-1;-1;;;;;2017
Ines;Senf;1958;FREIE WÄHLER;-1;Thüringen;5;;;;;2017
Joachim;Senger;1949;AfD;286;Baden-Württemberg;12;;;;;2017
Norbert;Senges;1962;AfD;136;-1;-1;;;;;2017
Patrick Ernst Hermann;Sensburg;1971;CDU;147;-1;-1;;;;;2017
Benedikt;Sequeira Gerardo;1986;DiB;-1;Berlin;2;;;;;2017
Manfred Johannes;Setter;1952;MLPD;250;Bayern;13;;;;;2017
Klaus;Seufzger;1982;ÖDP;230;-1;-1;;;;;2017
Rainer;Seybold;1964;BGE;-1;Baden-Württemberg;15;;;;;2017
Olaf Martin Michael Peter;Seydel;1980;Die PARTEI;-1;Hamburg;17;;;;;2017
Christine;Seyfarth;1983;DiB;-1;Nordrhein-Westfalen;10;;;;;2017
Karin Eva Sigrid;Seyfert;1956;FDP;-1;Saarland;6;;;;;2017
Martin;Seyffer;1952;MLPD;-1;Hessen;12;;;;;2017
Mohammed;Dr. Sharityar;1981;DiB;-1;Baden-Württemberg;2;;;;;2017
Martin Johannes;Sichert;1980;AfD;244;Bayern;5;;;;;2017
Hermann;Prof. Dr. Siebdrat;1960;FDP;148;-1;-1;;;;;2017
Andrea;Sieber;1977;GRÜNE;264;Baden-Württemberg;17;;;;;2017
Elisabeth Maria;Sieber;1967;ÖDP;212;-1;-1;;;;;2017
Bernd;Siebert;1949;CDU;170;Hessen;5;;;;;2017
Georg;Siebert;1949;ÖDP;-1;Schleswig-Holstein;5;;;;;2017
Martin;Siebig;1971;PIRATEN;-1;Baden-Württemberg;10;;;;;2017
Nadine;Siebold;1981;AfD;-1;Baden-Württemberg;28;;;;;2017
Philip;Siebold;1998;FREIE WÄHLER;44;-1;-1;;;;;2017
Lennart;Siefert;1981;FREIE WÄHLER;-1;Rheinland-Pfalz;16;;;;;2017
Jan;Siegemund;1993;FDP;191;Thüringen;5;;;;;2017
Doreen;Siegemund;1969;FDP;-1;Mecklenburg-Vorpommern;4;;;;;2017
Patrick Hans-Peter;Siegert;1991;Die PARTEI;275;Baden-Württemberg;12;;;;;2017
Sagitta Barbara;Siegert;1982;MLPD;-1;Nordrhein-Westfalen;14;;;;;2017
Claudia Marie Marianne;Sieling;1965;SPD;-1;Rheinland-Pfalz;16;;;;;2017
Florian;Siemund;1994;Die PARTEI;-1;Rheinland-Pfalz;7;;;;;2017
Michael;Sienhold;1985;BGE;-1;Hamburg;9;;;;;2017
Nathanael;Siering;1987;Die PARTEI;-1;Berlin;63;;;;;2017
Fabian Tobias;Siggelkow;1984;Die PARTEI;54;Bremen;8;;;;;2017
Thomas;Silberhorn;1968;CSU;236;Bayern;12;;;;;2017
Andreas;Silbersack;1967;FDP;74;Sachsen-Anhalt;3;;;;;2017
Paulo;da Silva;1968;Die PARTEI;130;-1;-1;;;;;2017
Constanze;Freifrau Tucher von Simmelsdorf;1960;ÖDP;253;-1;-1;;;;;2017
Björn Manuel;Simon;1981;CDU;185;Hessen;22;;;;;2017
Michael;Simon;1971;SPD;-1;Rheinland-Pfalz;25;;;;;2017
Ansgar;Simon;1964;DIE LINKE;-1;Nordrhein-Westfalen;26;;;;;2017
Christian;Simon;1968;BGE;-1;Nordrhein-Westfalen;23;;;;;2017
Peter Michael;Simon;1938;Tierschutzallianz;-1;Sachsen-Anhalt;8;;;;;2017
Harivender;Singh;1954;Tierschutzallianz;-1;Sachsen-Anhalt;3;;;;;2017
Herbert;Dr. Sirois;1965;GRÜNE;241;Bayern;41;;;;;2017
Frank;Sitta;1978;FDP;72;Sachsen-Anhalt;1;;;;;2017
Petra;Dr. Sitte;1960;DIE LINKE;72;Sachsen-Anhalt;1;;;;;2017
Christian;Skobjin;1986;Die PARTEI;-1;Baden-Württemberg;6;;;;;2017
Judith;Skudelny;1975;FDP;258;Baden-Württemberg;2;;;;;2017
Günter;Slave;1955;MLPD;160;Sachsen;1;;;;;2017
Maxim;Smirnow;1998;DIE LINKE;5;-1;-1;;;;;2017
Jörg Stefan;Smuda;1977;PIRATEN;159;Sachsen;5;;;;;2017
Oliver;Snelinski;1980;EB: Snelinski;86;-1;-1;;;;;2017
Jörg;Sobek;1963;PIRATEN;-1;Hessen;22;;;;;2017
Herbert;Sobierei;1948;AfD;28;-1;-1;;;;;2017
Jörg;Sobolewski;1989;AfD;-1;Berlin;7;;;;;2017
Andrej;Soffel;1976;Die PARTEI;203;-1;-1;;;;;2017
Hermann;Soldan;1961;DIE LINKE;1;-1;-1;;;;;2017
Eva;Söllner;1960;CDU;-1;Hessen;36;;;;;2017
Hermann Otto;Dr. Solms;1940;FDP;173;Hessen;3;;;;;2017
Karl Michael;Dr. Solms;1951;AfD;116;-1;-1;;;;;2017
Nicolas;Sölter;1988;CDU;-1;Schleswig-Holstein;15;;;;;2017
Torsten;Sommer;1971;PIRATEN;142;Nordrhein-Westfalen;3;;;;;2017
Jan;Sommer;1970;GRÜNE;59;Brandenburg;4;;;;;2017
Klaus Dieter;Sommer;1947;FREIE WÄHLER;-1;Hessen;24;;;;;2017
Mario;Sommer;1969;DM;-1;Nordrhein-Westfalen;6;;;;;2017
Evrim;Sommer;1971;DIE LINKE;-1;Berlin;5;;;;;2017
Sebastian;Sommerer;1993;DIE LINKE;237;Bayern;12;;;;;2017
Klaus;Sommerfeld;1956;PIRATEN;-1;Thüringen;9;;;;;2017
Bettina;Sommerlatte-Hennig;1966;FREIE WÄHLER;60;Brandenburg;1;;;;;2017
Serdar;Somuncu;1968;Die PARTEI;83;-1;-1;;;;;2017
Ralf;Sondermeyer;1961;DIE LINKE;138;-1;-1;;;;;2017
Annabelle;Sonntag;1990;FDP;-1;Saarland;9;;;;;2017
Tino;Sorge;1975;CDU;69;Sachsen-Anhalt;3;;;;;2017
Alexander;Sorge;1977;DIE LINKE;74;-1;-1;;;;;2017
Robert;Soyka;1981;FREIE WÄHLER;84;Berlin;1;;;;;2017
Wanda;Spahn;1990;V-Partei³;-1;Baden-Württemberg;7;;;;;2017
Jens;Spahn;1980;CDU;124;-1;-1;;;;;2017
Detlev;Spangenberg;1944;AfD;151;Sachsen;4;;;;;2017
Dirk;Dr. Spaniel;1971;AfD;258;Baden-Württemberg;10;;;;;2017
Sarah;Späth;1988;SPD;-1;Rheinland-Pfalz;26;;;;;2017
Karlheinz;Späth;1960;V-Partei³;-1;Baden-Württemberg;13;;;;;2017
Friedhelm;Spatz;1957;DKP;-1;Bayern;6;;;;;2017
Nicole;Specker;1970;SPD;110;Nordrhein-Westfalen;28;;;;;2017
Konrad;Specker;1972;FREIE WÄHLER;-1;Bayern;36;;;;;2017
Tobias;Speckin;1977;Die PARTEI;-1;Niedersachsen;15;;;;;2017
Marika;Speckmann;1964;ÖDP;-1;Hessen;7;;;;;2017
Udo Josef;Spengler;1950;DKP;-1;Hamburg;3;;;;;2017
David;Sperl;1990;DIE LINKE;125;-1;-1;;;;;2017
Michael Reinhard;Sperlich;1947;BGE;-1;Saarland;5;;;;;2017
Roland;Sperling;1961;DIE LINKE;108;-1;-1;;;;;2017
Anna;von Spiczak-Brzezinski;1986;GRÜNE;115;-1;-1;;;;;2017
Rainer;Spiecker;1961;CDU;102;Nordrhein-Westfalen;31;;;;;2017
Sebastian Emanuel;Spiegel;1987;CDU;-1;Thüringen;9;;;;;2017
Christian;Spiegelberg;1985;SPD;-1;Hessen;39;;;;;2017
Carmen;Spiegelhalder-Schäfer;1965;FREIE WÄHLER;285;Baden-Württemberg;2;;;;;2017
Günther;Spiekermann;1962;FREIE WÄHLER;-1;Bremen;3;;;;;2017
Rainer;Spiering;1956;SPD;38;Niedersachsen;9;;;;;2017
Alexander;Spies;1955;PIRATEN;81;Berlin;5;;;;;2017
Patrick;Spies;1987;V-Partei³;-1;Saarland;1;;;;;2017
Thomas Wilhelm Friedrich;Spilker;1960;FDP;119;-1;-1;;;;;2017
Norbert;Spinrath;1957;SPD;89;Nordrhein-Westfalen;23;;;;;2017
Jakob Arne Moshe;Spohler;1997;V-Partei³;-1;Hamburg;4;;;;;2017
Carsten;Sporkmann;1970;BGE;-1;Nordrhein-Westfalen;15;;;;;2017
Jürgen;Sprick;1958;AfD;134;-1;-1;;;;;2017
René;Springer;1979;AfD;61;Brandenburg;3;;;;;2017
Eva-Marie Elisabeth Gisela;Springer;1956;V-Partei³;-1;Bayern;29;;;;;2017
Marian Anton;Springer;1944;V-Partei³;-1;Bayern;30;;;;;2017
Helene Marianne;Spring-Räumschüssel;1946;AfD;64;-1;-1;;;;;2017
Christel;Sprößler;1968;SPD;186;Hessen;12;;;;;2017
Walter;Stadelmann;1962;ÖDP;246;-1;-1;;;;;2017
Stefan Maria;Stader;1957;SPD;70;Sachsen-Anhalt;9;;;;;2017
Svenja;Stadler;1976;SPD;36;Niedersachsen;8;;;;;2017
Georg Rudolf;Stadler;1987;FREIE WÄHLER;-1;Bayern;41;;;;;2017
Peter;Städter;1971;PIRATEN;193;Thüringen;3;;;;;2017
Matthias;Stadtmann;1969;Die PARTEI;-1;Nordrhein-Westfalen;12;;;;;2017
Katja;Staffehl;1982;Die PARTEI;-1;Thüringen;5;;;;;2017
Katrin;Staffler;1981;CSU;215;Bayern;19;;;;;2017
Yvonne Jessica Madelaine;Stahl;1991;GRÜNE;-1;Hessen;19;;;;;2017
Marcus;Stahl;1979;DIE LINKE;24;-1;-1;;;;;2017
Johanna;Stähle;1987;V-Partei³;-1;Nordrhein-Westfalen;28;;;;;2017
Rainer;Staib;1969;CDU;-1;Baden-Württemberg;26;;;;;2017
Josef Stephan;Stalleicher;1950;BüSo;-1;Hessen;4;;;;;2017
Martina;Stalleicken;1979;MLPD;120;Nordrhein-Westfalen;8;;;;;2017
Johannes Heinrich;Stallkamp;1938;BGE;-1;Niedersachsen;1;;;;;2017
Helmut;Stalz;1953;FREIE WÄHLER;145;-1;-1;;;;;2017
Hans-Joachim;Stamm;1952;AfD;-1;Saarland;6;;;;;2017
Arnim;Stamm;1961;Die PARTEI;-1;Berlin;60;;;;;2017
Markus;Stamm;1970;ÖDP;-1;Nordrhein-Westfalen;9;;;;;2017
Martina;Stamm-Fibich;1965;SPD;242;Bayern;14;;;;;2017
Christian Ludwig;Prof. Dr. Stangl;1965;FDP;-1;Bayern;40;;;;;2017
Nadeschda;Stankova;1984;V-Partei³;-1;Bayern;11;;;;;2017
Felix Johannes;Staratschek;1966;EB: Staratschek;99;-1;-1;;;;;2017
Bettina;Stark-Watzinger;1968;FDP;181;Hessen;4;;;;;2017
Robert Peter;Starosta;1970;FREIE WÄHLER;249;Bayern;8;;;;;2017
Jeff;Staudacher;1987;FDP;64;-1;-1;;;;;2017
Sebastian;Staudenmaier;1990;PIRATEN;-1;Baden-Württemberg;5;;;;;2017
Fritz;Stavenhagen;1945;V-Partei³;-1;Rheinland-Pfalz;5;;;;;2017
Stefanie;Stavenhagen;1965;V-Partei³;-1;Rheinland-Pfalz;3;;;;;2017
Konstantin;Stavridis;1969;BGE;-1;Berlin;7;;;;;2017
Ingo;Stawitz;1950;NPD;-1;Schleswig-Holstein;2;;;;;2017
Christian;Steck;1992;CDU;-1;Baden-Württemberg;31;;;;;2017
Frank;Dr. Steffel;1966;CDU;77;-1;-1;;;;;2017
Sonja Amalie;Steffen;1963;SPD;15;Mecklenburg-Vorpommern;1;;;;;2017
Jan Oliver;Steffen;1973;Die PARTEI;-1;Hessen;4;;;;;2017
Holger;Steffen;1954;FREIE WÄHLER;6;-1;-1;;;;;2017
Christian;Steffen-Stiehl;1973;FDP;293;Baden-Württemberg;32;;;;;2017
Wolfgang;Dr. Stefinger;1985;CSU;218;-1;-1;;;;;2017
Albert;Stegemann;1976;CDU;31;Niedersachsen;30;;;;;2017
Alfred;Stegmann;1961;AfD;125;-1;-1;;;;;2017
Susanne;Stehle;1994;CDU;-1;Baden-Württemberg;30;;;;;2017
Simone Tatjana;Stehr;1970;CDU;-1;Nordrhein-Westfalen;61;;;;;2017
Stephanie;Steichele-Guntrum;1973;FDP;-1;Rheinland-Pfalz;33;;;;;2017
Andreas;Steier;1972;CDU;203;Rheinland-Pfalz;10;;;;;2017
Jens Mathias;Stein;1970;SPD;5;Schleswig-Holstein;9;;;;;2017
Peter;Stein;1968;CDU;14;Mecklenburg-Vorpommern;5;;;;;2017
Robert;Stein;1979;CDU;-1;Nordrhein-Westfalen;75;;;;;2017
Dieter;Dr. Stein;1957;MLPD;-1;Hessen;13;;;;;2017
Uwe;Stein;1970;PIRATEN;-1;Nordrhein-Westfalen;7;;;;;2017
Jan;Stein;1975;Die PARTEI;-1;Thüringen;3;;;;;2017
Anton;Steinböck;1943;BP;-1;Bayern;28;;;;;2017
Sebastian;Steineke;1973;CDU;56;Brandenburg;7;;;;;2017
Lencke;Steiner;1985;FDP;54;Bremen;1;;;;;2017
Dagmar;Dr. Steiner;1964;CDU;-1;Schleswig-Holstein;11;;;;;2017
Sandra Elisabeth;Steinert;1992;MLPD;-1;Bayern;5;;;;;2017
Wolfram;Steinhage;1955;DIE LINKE;89;-1;-1;;;;;2017
Christina;Steinhausen;1979;FDP;198;Rheinland-Pfalz;10;;;;;2017
Johannes;Steiniger;1987;CDU;208;Rheinland-Pfalz;13;;;;;2017
Kersten;Steinke;1958;DIE LINKE;189;Thüringen;3;;;;;2017
Wolfgang;Steins;1959;DM;-1;Nordrhein-Westfalen;1;;;;;2017
Sabine;Stellrecht-Schmidt;1971;GRÜNE;249;Bayern;42;;;;;2017
Paul;Stelzer;1993;MLPD;-1;Niedersachsen;5;;;;;2017
Janina Anja;Stemmer;1984;Tierschutzpartei;-1;Hamburg;5;;;;;2017
Trutz-Ulrich;Dr. Stephani;1955;FDP;284;Baden-Württemberg;33;;;;;2017
Paul;Stern;1953;DIE LINKE;44;-1;-1;;;;;2017
Christian Alexander;Freiherr von Stetten;1970;CDU;268;-1;-1;;;;;2017
Cita Karolina;Steuer;1971;BGE;-1;Berlin;12;;;;;2017
Michael;Stewart;1986;AfD;35;-1;-1;;;;;2017
Stephan;Stieglauer;1970;FREIE WÄHLER;254;Bayern;28;;;;;2017
Matthias;Stiel;1982;AfD;292;-1;-1;;;;;2017
Dieter;Stier;1964;CDU;73;Sachsen-Anhalt;4;;;;;2017
Paula Maria;Stier;1997;ÖDP;-1;Brandenburg;2;;;;;2017
Klaus;Stöber;1961;AfD;190;-1;-1;;;;;2017
Volker Ewald;Stöckel;1966;BGE;-1;Niedersachsen;13;;;;;2017
Christof;Stocker;1961;ÖDP;-1;Baden-Württemberg;12;;;;;2017
Maximilian Wolfgang;Stocker;1991;BP;223;-1;-1;;;;;2017
Magdalena (Madeleine);Stockert;1947;MLPD;207;Rheinland-Pfalz;4;;;;;2017
Hannes;Stockert;1972;MLPD;118;Nordrhein-Westfalen;10;;;;;2017
Rita;Stockhofe;1967;CDU;122;Nordrhein-Westfalen;46;;;;;2017
Fabian Alexander;Stoffel;1995;DIE LINKE;133;-1;-1;;;;;2017
Silvia;Stoffels;1961;Tierschutzpartei;-1;Berlin;1;;;;;2017
Marco;Stöger;1993;DIE LINKE;230;-1;-1;;;;;2017
Christian;Stöhr;1980;DM;-1;Brandenburg;3;;;;;2017
Michal;Stoinski;1994;PIRATEN;-1;Baden-Württemberg;18;;;;;2017
Matthias;Stoll;1960;BüSo;161;-1;-1;;;;;2017
Henriette;Stolle;1983;Die PARTEI;-1;Berlin;8;;;;;2017
Hans Christoph;Stolleis;1993;CDU;-1;Rheinland-Pfalz;25;;;;;2017
Manfred;Stolper;1962;DKP;129;Nordrhein-Westfalen;12;;;;;2017
Bärbel;Stolz;1975;Die PARTEI;-1;Berlin;2;;;;;2017
André;Stolz;1972;CDU;-1;Hessen;24;;;;;2017
Christoph;Stolzenberger;1967;GRÜNE;89;Nordrhein-Westfalen;35;;;;;2017
James Clayton;Stone;1979;V-Partei³;-1;Bayern;21;;;;;2017
Sophie-Johanna;Stoof;1987;Die PARTEI;-1;Mecklenburg-Vorpommern;6;;;;;2017
Angelika;Stoof;1956;EB: Stoof;12;-1;-1;;;;;2017
David Christopher;Stoop;1983;DIE LINKE;23;Hamburg;6;;;;;2017
Yvette Susan;Stoppiera-Wiebelt;1979;GRÜNE;-1;Saarland;5;;;;;2017
Beatrix;von Storch;1971;AfD;75;Berlin;1;;;;;2017
Gero;Storjohann;1958;CDU;8;Schleswig-Holstein;4;;;;;2017
Birgit;Stöver;1970;CDU;-1;Hamburg;9;;;;;2017
Johannes;Stracke;1981;SPD;-1;Nordrhein-Westfalen;86;;;;;2017
Stephan;Stracke;1974;CSU;257;-1;-1;;;;;2017
Marie-Agnes;Dr. Strack-Zimmermann;1958;FDP;106;Nordrhein-Westfalen;2;;;;;2017
Friedrich;Straetmanns;1961;DIE LINKE;132;Nordrhein-Westfalen;12;;;;;2017
Oliver;Dr. Strank;1979;SPD;182;Hessen;25;;;;;2017
Günter;Straßberger;1963;AfD;228;-1;-1;;;;;2017
Benjamin;Strasser;1987;FDP;294;Baden-Württemberg;8;;;;;2017
Max;Straubinger;1954;CSU;230;Bayern;13;;;;;2017
Matthias;Streib;1983;Die PARTEI;103;-1;-1;;;;;2017
Wolfgang;Strengmann-Kuhn;1964;GRÜNE;185;Hessen;4;;;;;2017
Karin;Strenz;1967;CDU;13;Mecklenburg-Vorpommern;4;;;;;2017
Jens;Streubel;1977;FREIE WÄHLER;195;-1;-1;;;;;2017
Uta;Dr. Strewe;1971;SPD;156;Sachsen;7;;;;;2017
Gerald;Strickner;1953;BüSo;222;Bayern;3;;;;;2017
Udo;Striess-Grubert;1959;FREIE WÄHLER;26;Niedersachsen;2;;;;;2017
Thomas;Stritzl;1957;CDU;5;Schleswig-Holstein;6;;;;;2017
Merle;Struckmann;1981;CDU;-1;Niedersachsen;45;;;;;2017
Yves-Christian;Stübe;1978;SPD;-1;Schleswig-Holstein;18;;;;;2017
Pascal;Stüber;1996;AfD;40;-1;-1;;;;;2017
Michael;Stübgen;1959;CDU;65;Brandenburg;1;;;;;2017
Ingo;Stucke;1971;SPD;-1;Nordrhein-Westfalen;77;;;;;2017
Thomas;Dr. Stumpf;1954;SPD;-1;Rheinland-Pfalz;35;;;;;2017
Margit;Stumpp;1963;GRÜNE;270;Baden-Württemberg;13;;;;;2017
