Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Rainer Michael;Müller;1964;SPD;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Regierender Bürgermeister;2021
Elisabeth Maria;Paus;1968;GRÜNE;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Eva-Marie Anna;Doerfler;1986;AfD;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Physikerin;2021
Christoph Werner;Meyer;1975;FDP;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;MdB, Rechtsanwalt;2021
Lennart Quirin;Schwertfeger;1994;Die PARTEI;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Student;2021
Henriette;Spiering;1975;Tierschutzpartei;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Filmproduzentin;2021
Therese;Lehnen;1963;PIRATEN;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Rechtsfachwirtin;2021
Marcel;Luthe;1977;FREIE WÄHLER;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Lars Clemens;Arnold;1968;ÖDP;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;selbst. Unternehmensberater;2021
Christian Andreas;Schmidt;1953;LKR;Berlin-Charlottenburg-Wilmersdorf;-1;-1;Dr.;;Berlin;Pensionär;2021
Barend;Wolf;1987;Die Humanisten;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Ingenieur Fahrzeugtechnik;2021
Carolin;Linge;1964;dieBasis;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Kommunikationswirtin, freischaffende Künstlerin;2021
Norbert Detlef;Voß;1951;EB: Voß;Berlin-Charlottenburg-Wilmersdorf;-1;-1;;;Berlin;Dipl.-Ing., beratender Ingenieur Bauwesen;2021
Jan-Marco;Luczak;1975;CDU;Berlin-Tempelhof-Schöneberg;-1;-1;Dr.;;Berlin;Rechtsanwalt;2021
Alexander;King;1969;DIE LINKE;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;wiss. Mitarbeiter;2021
Kevin;Kühnert;1989;SPD;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Angestellter;2021
Renate Elly;Künast;1955;GRÜNE;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Frank-Christian;Hansel;1964;AfD;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;MdA, Politologe;2021
Lars;Lindemann;1971;FDP;Berlin-Tempelhof-Schöneberg;-1;-1;;;Kleinmachnow;Rechtsanwalt;2021
Marie;Geissler;1993;Die PARTEI;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Projektmanagerin, Sprecher:innendisponentin;2021
Martin Jürgen;Ullrich;1981;Tierschutzpartei;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Kommunikationsdesigner;2021
Alexander;Spies;1955;PIRATEN;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Softwareentwickler;2021
Mario;Rhode;1958;FREIE WÄHLER;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Gastronom;2021
Kirsten;Jäkel;1966;ÖDP;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Leiterin einer Musikschule;2021
Thomas Konstantin;Speich;1954;LKR;Berlin-Tempelhof-Schöneberg;-1;-1;Dr.;;Berlin;Arzt;2021
Karsten Heiko;Wappler;1963;dieBasis;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Softwareentwickler;2021
Sahin;Azbak;1968;MENSCHLICHE WELT;Berlin-Tempelhof-Schöneberg;-1;-1;;;Berlin;Übersetzer;2021
Christina;Schwarzer;1976;CDU;Berlin-Neukölln;-1;-1;;;Berlin;selbstständig;2021
Lucia;Schnell;1979;DIE LINKE;Berlin-Neukölln;-1;-1;;;Berlin;wiss. Mitarbeiterin im Deutschen Bundestag;2021
Hakan;Demir;1984;SPD;Berlin-Neukölln;-1;-1;;;Berlin;wiss. Mitarbeiter im Deutschen Bundestag;2021
Andreas;Audretsch;1984;GRÜNE;Berlin-Neukölln;-1;-1;;;Berlin;Politikwissenschaftler;2021
Marcel;Goldammer;1987;AfD;Berlin-Neukölln;-1;-1;;;Jettenbach;freier Journalist;2021
Janine;Falkenberg;1988;FDP;Berlin-Neukölln;-1;-1;;;Berlin;Wirtschaftsjuristin, Personalreferentin;2021
Thomas;Tegtow;1981;Die PARTEI;Berlin-Neukölln;-1;-1;;;Berlin;Frontoffice in der Hotellerie;2021
Ishai;Rosenbaum;1977;Tierschutzpartei;Berlin-Neukölln;-1;-1;;;Berlin;Historiker, Politologe;2021
Mohamad Rafic Mustapha;Tawil;1953;MLPD;Berlin-Neukölln;-1;-1;;;Berlin;Journalist;2021
Christian;Lieberam;1982;LKR;Berlin-Neukölln;-1;-1;;;Berlin;selbst. Geschäftsführer;2021
Havva;Öruc;1990;Team Todenhöfer;Berlin-Neukölln;-1;-1;;;Berlin;Studentin;2021
Wilfried Bernd;Meyer;1958;dieBasis;Berlin-Neukölln;-1;-1;;;Berlin;IT-Trainer;2021
Ramona;Cole;1970;sonstige;Berlin-Neukölln;-1;-1;;;Berlin;Pflegekraft;2021
Christian;Pape;1974;EB: Pape;Berlin-Neukölln;-1;-1;;;Berlin;Dipl.-Volkswirt, Dipl.-Wirtschaftsingenieur;2021
Thomas;Lindlmair;1968;EB: Lindlmair;Berlin-Neukölln;-1;-1;;;Berlin;Mieterinitiative, Hartz-IV-Beratung und Begleitung, Kaufmann;2021
Kilian Leon;Moser;1984;EB: Moser;Berlin-Neukölln;-1;-1;;;Berlin;Dipl.-Betriebswirt (FH);2021
Kevin;Kratzsch;1982;CDU;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Schausteller, Gastronom;2021
Pascal;Meiser;1975;DIE LINKE;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Dipl.-Politikwissenschaftler;2021
Cansel;Kiziltepe;1975;SPD;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;MdB, Dipl.-Volkswirtin;2021
Canan;Bayram;1966;GRÜNE;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Rechtsanwältin;2021
Sibylle Christine;Schmidt;1961;AfD;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Betriebswirtin;2021
Ann Cathrin;Riedel;1987;FDP;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Teammanagerin Digitalisierung und Innovation;2021
Martin;Sonneborn;1965;Die PARTEI;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Politiker;2021
Marie Charlotte;Motzkus;1995;Tierschutzpartei;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Studentin;2021
Franz Josef;Schmitt;1978;PIRATEN;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;Dr.;;Berlin;wiss. Mitarbeiter;2021
Hagen Gerwald;Albers;1982;ÖDP;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Digitalberater;2021
Nicole;Drakos;1971;du.;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Programmkoordinatorin, Angestellte;2021
Chaker Anis;Araki;1972;MLPD;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Dipl.-Ingenieur Fahrzeugtechnik;2021
Stephan Johannes;Heym;1988;Die Humanisten;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Redakteur;2021
Carola;Muysers;1960;dieBasis;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;Dr.;;Berlin;Kunsthistorikerin;2021
Zarah-Louise;Roth;1982;B*;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Redakteurin;2021
Frigga Maja;Wendt;1980;EB: Wendt;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;freiberufl. Bildungsträgerin in Hartz IV;2021
Oliver;Snelinski;1980;EB: Snelinski;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;-1;-1;;;Berlin;Lehrer;2021
Claudia;Pechstein;1972;CDU;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Bundespolizistin, Leistungssportlerin;2021
Gregor;Gysi;1948;DIE LINKE;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Rechtsanwalt;2021
Ana-Maria;Trăsnea;1994;SPD;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Referentin;2021
Annkatrin;Esser;1997;GRÜNE;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Studentin;2021
Denis;Henkel;1975;AfD;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Volljurist;2021
Carl Jean Marie;Grouwet;1965;FDP;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Büroleiter und wiss. Mitarbeiter;2021
Daniel;Günther;1984;Die PARTEI;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Soldat;2021
Markus;Anhalt;1986;Tierschutzpartei;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Veranstaltungskaufmann;2021
Michael;Knape;1951;FREIE WÄHLER;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Polizeidirektor a. D., Pensionär;2021
Steffen;Kadow;1988;ÖDP;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Umweltingenieur, Ingenieur erneuerbare Energien;2021
Claudius Wolfgang Hermann;Reich;1963;MLPD;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Reisekaufmann;2021
Randy;Witte;1976;LKR;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;selbstständig;2021
Maria Eva;Macheleidt;1983;dieBasis;Berlin-Treptow-Köpenick;-1;-1;;;Berlin;Studentin;2021
Mario;Czaja;1975;CDU;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Petra Angelika;Pau;1963;DIE LINKE;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Enrico;Bloch;1971;SPD;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;freigestellter Betriebsrat;2021
Anne Renate Helga;Thiel-Klein;1988;GRÜNE;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Lehrerin;2021
Thomas;Braun;1956;AfD;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Dipl.-Pädagoge;2021
Alice Katherine;Schmidt;1990;FDP;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Senior Consultant;2021
Andrea Simone;Schulteisz;1958;Die PARTEI;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Buchhalterin;2021
Ina;Seidel-Grothe;1962;Tierschutzpartei;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Pädagogin;2021
Christa;Wolfer;1956;MLPD;Berlin-Marzahn-Hellersdorf;-1;-1;;;Halle (Saale);Lehrerin;2021
Axel;Scherka;1967;LKR;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Musiker;2021
Dietmar;Lucas;1962;dieBasis;Berlin-Marzahn-Hellersdorf;-1;-1;;;Berlin;Psychotherapeut;2021
Wilfried;Nünthel;1955;CDU;Berlin-Lichtenberg;-1;-1;;;Berlin;Rentner;2021
Gesine;Lötzsch;1961;DIE LINKE;Berlin-Lichtenberg;-1;-1;Dr.;;Berlin;Mitglied des Deutschen Bundestages;2021
Anja Sigrid;Ingenbleek;1971;SPD;Berlin-Lichtenberg;-1;-1;Dr.;;Berlin;Lehrerin;2021
Laura Sophie;Dornheim;1983;GRÜNE;Berlin-Lichtenberg;-1;-1;Dr.;;Berlin;Wirtschaftsinformatikerin;2021
Dietmar;Drewes;1955;AfD;Berlin-Lichtenberg;-1;-1;;;Berlin;Rentner;2021
Lina;Thiel;2003;FDP;Berlin-Lichtenberg;-1;-1;;;Berlin;Studentin;2021
Nora;Röhner;1981;Die PARTEI;Berlin-Lichtenberg;-1;-1;Dr.;;Berlin;Wissenschaftlerin für Frieden und Sicherheit;2021
Katja;Michel;1982;Tierschutzpartei;Berlin-Lichtenberg;-1;-1;;;Berlin;Lehrerin;2021
Tobias;Bauer;1982;FREIE WÄHLER;Berlin-Lichtenberg;-1;-1;;;Berlin;Dipl.-Ingenieur, Lead IT-Security Consultant;2021
Lisa;Stemmer;1990;ÖDP;Berlin-Lichtenberg;-1;-1;;;Berlin;Fachassistentin Leistungsgewährung;2021
Dagmar;Arnecke;1951;MLPD;Berlin-Lichtenberg;-1;-1;;;Berlin;Rentnerin;2021
Matthias;Bruse;1977;LKR;Berlin-Lichtenberg;-1;-1;;;Berlin;Dozent;2021
Ulrich;Klieboldt;1968;dieBasis;Berlin-Lichtenberg;-1;-1;;;Berlin;Bergassessor;2021
Rudolf Paul Maria;Henke;1954;CDU;Aachen I;-1;-1;;;Aachen;Arzt;2021
Ye-One;Rhie;1987;SPD;Aachen I;-1;-1;;;Aachen;Kommunikationswissenschaftlerin;2021
Katharina;Willkomm;1987;FDP;Aachen I;-1;-1;;;Langerwehe;Rechtsanwältin;2021
Roger Henricus Katharina;Lebien;1974;AfD;Aachen I;-1;-1;;;Aachen;Groß- und Außenhandelskaufmann;2021
Oliver;Krischer;1969;GRÜNE;Aachen I;-1;-1;;;Düren;Mitglied des Deutschen Bundestages;2021
Andrej Konstantin;Hunko;1963;DIE LINKE;Aachen I;-1;-1;;;Aachen;Publizist;2021
Elke;Zobel;1963;Die PARTEI;Aachen I;-1;-1;Dr.;;Aachen;Softwareentwicklerin;2021
Hans-Jürgen;Fink;1967;FREIE WÄHLER;Aachen I;-1;-1;;;Stolberg (Rhld.);kaufm. Angestellter;2021
Stephan;Korupp;1963;dieBasis;Aachen I;-1;-1;;;Aachen;Arzt;2021
Adonis;Böving;1976;EB: Böving;Aachen I;-1;-1;;;Aachen;Motivations- und Kommunikationstrainer;2021
Niklas;Teßmann;1997;EB: Teßmann;Aachen I;-1;-1;;;Aachen;Student Maschinenbau;2021
Catarina;Santos Firnhaber;1994;CDU;Aachen II;-1;-1;;dos;Eschweiler;Rechtsanwältin;2021
Claudia;Moll;1968;SPD;Aachen II;-1;-1;;;Eschweiler;staatl. anerkannte exam. Altenpflegerin;2021
Birgit;Haveneth;1975;FDP;Aachen II;-1;-1;;;Roetgen;Personal- und Verwaltungsleiterin;2021
Michael;Winterich;1977;AfD;Aachen II;-1;-1;;;Eschweiler;Angestellter;2021
Lukas;Benner;1996;GRÜNE;Aachen II;-1;-1;;;Aachen;Doktorand;2021
Johannes;Koch;1957;DIE LINKE;Aachen II;-1;-1;;;Eschweiler;Ingenieur im Anlagenbau;2021
Eckhard;Heck;1962;Die PARTEI;Aachen II;-1;-1;;;Aachen;Autor;2021
Josef Helmut;Keischgens;1965;FREIE WÄHLER;Aachen II;-1;-1;;;Simmerath;Steuerberater;2021
Axel;Susen;1960;dieBasis;Aachen II;-1;-1;;;Herzogenrath;Manager;2021
Wilfried;Oellers;1975;CDU;Heinsberg;-1;-1;;;Heinsberg;Rechtsanwalt;2021
Norbert;Spinrath;1957;SPD;Heinsberg;-1;-1;;;Geilenkirchen;Polizeibeamter;2021
Alexander;Dorner;1995;FDP;Heinsberg;-1;-1;;;Geilenkirchen;Offizier der Bundeswehr;2021
Hermann Joseph;Navel;1948;AfD;Heinsberg;-1;-1;;;Wassenberg;Elektromeister;2021
Dignanllely;Meurer;1990;GRÜNE;Heinsberg;-1;-1;;;Erkelenz;kaufm. Angestellte;2021
Rüdiger;Birmann;1971;DIE LINKE;Heinsberg;-1;-1;;;Wegberg;Gebietsverkaufsleiter;2021
Mark Oliver;Benecke;1970;Die PARTEI;Heinsberg;-1;-1;Dr.;;Köln;Kriminalbiologe;2021
Hans-Peter;Weiland;1959;FREIE WÄHLER;Heinsberg;-1;-1;;;Heinsberg;Industriemeister;2021
Michael Georg;Aggelidis;1962;dieBasis;Heinsberg;-1;-1;;;Bonn;Rechtsanwalt;2021
Thomas Walther;Rachel;1962;CDU;Düren;-1;-1;;;Düren;MdB, parl. Staatssekretär;2021
Dietmar Heinrich;Nietan;1964;SPD;Düren;-1;-1;;;Düren;Mitglied des Deutschen Bundestages;2021
Laura Sophie;Jacobsen-Littig;1992;FDP;Düren;-1;-1;;;Langerwehe;Unternehmerin;2021
Wolfgang Heinrich Johann Helmut;Kochs;1965;AfD;Düren;-1;-1;;;Titz;Dipl.-Ing. Elektrotechnik;2021
Christian Thomas;Andrä;1962;GRÜNE;Düren;-1;-1;;;Langerwehe;Servicemanager;2021
Valentin Raimund;Veithen;1946;DIE LINKE;Düren;-1;-1;;;Düren;Rentner;2021
Stephan;Staß;1980;Die PARTEI;Düren;-1;-1;;;Titz;selbstständig;2021
Philipp Benno;Eismar;1999;PIRATEN;Düren;-1;-1;;;Niederzier;Student;2021
Frank Werner;Bank;1972;FREIE WÄHLER;Düren;-1;-1;;;Düren;Elektrotechnikermeister;2021
Werner Heinz;Hürttlen;1963;dieBasis;Düren;-1;-1;;;Jülich;Dipl.-Ingenieur;2021
Peter Eberhard;Helmer;1961;UNABHÄNGIGE;Düren;-1;-1;;;Düren;Strahlenschutzfachkraft;2021
Georg;Kippels;1959;CDU;Rhein-Erft-Kreis I;-1;-1;Dr.;;Bedburg;MdB, Rechtsanwalt;2021
Aaron Luca;Spielmanns;1998;SPD;Rhein-Erft-Kreis I;-1;-1;;;Bedburg;Beamter;2021
Stefan;Westerschulze;1977;FDP;Rhein-Erft-Kreis I;-1;-1;;;Kerpen;Angestellter ö. D.;2021
Eugen;Schmidt;1975;AfD;Rhein-Erft-Kreis I;-1;-1;;;Hürth;Dipl.-Informatiker;2021
Rüdiger;Warnecke;1959;GRÜNE;Rhein-Erft-Kreis I;-1;-1;;;Düsseldorf;Geschäftsführer;2021
Şirin Daniella;Seitz;1990;DIE LINKE;Rhein-Erft-Kreis I;-1;-1;;;Brühl;Literaturwissenschaftlerin;2021
Kristian;Katzmarek;1994;PIRATEN;Rhein-Erft-Kreis I;-1;-1;;;Frechen;Lehrer;2021
Ulrich;Wokulat;1975;FREIE WÄHLER;Rhein-Erft-Kreis I;-1;-1;;;Leverkusen;Bundesbeamter;2021
Patrik Michael;Müller;1979;dieBasis;Rhein-Erft-Kreis I;-1;-1;;;Bedburg;selbstständig;2021
Helene;Susojev;1979;LIEBE;Rhein-Erft-Kreis I;-1;-1;;;Bergheim;Politikerin;2021
Detlef;Seif;1962;CDU;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Weilerswist;MdB, Rechtsanwalt;2021
Dagmar;Andres;1969;SPD;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Erftstadt;Referentin Bank;2021
Markus;Herbrand;1971;FDP;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Schleiden;Steuerberater;2021
Hans-Rüdiger;Lucassen;1951;AfD;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Bad Münstereifel;Mitglied des Deutschen Bundestages;2021
Marion;Sand;1957;GRÜNE;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Erftstadt;freiberufl. Filmproduktionsleiterin;2021
Stefan;Söhngen;1997;DIE LINKE;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Brühl;Student;2021
Jan-Luis;Wolter;2001;Die PARTEI;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Zülpich;Student;2021
Stefano;Tuchscherer;2000;PIRATEN;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Kerpen;Auszubildender;2021
Jörg;Esser;1963;FREIE WÄHLER;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Zülpich;EDV-Angestellter;2021
Paulo Michael;Jesus Pinto;1974;dieBasis;Euskirchen – Rhein-Erft-Kreis II;-1;-1;;;Euskirchen;Unternehmensberater;2021
Karsten Hinrich Wilhelm;Möring;1949;CDU;Köln I;-1;-1;;;Köln;Oberstudiendirektor i. R.;2021
Sanae;Abdi;1986;SPD;Köln I;-1;-1;;;Köln;Vertrags- und Finanzmanagerin;2021
Reinhard Arnold;Houben;1960;FDP;Köln I;-1;-1;;;Köln;Unternehmer;2021
Fabian;Jacobi;1973;AfD;Köln I;-1;-1;;;Köln;MdB, Rechtsanwalt;2021
Lisa-Marie;Friede;1992;GRÜNE;Köln I;-1;-1;;;Köln;wiss. Mitarbeiterin Bildungsforschung;2021
Madeleine;Eisfeld;1965;DIE LINKE;Köln I;-1;-1;;;Köln;Dipl.-Sozialarbeiterin;2021
Aaron Yannick;Kruedener;1997;Die PARTEI;Köln I;-1;-1;;Baron von;Köln;Student, Politiker;2021
Detlef Walter;Hagenbruch;1945;FREIE WÄHLER;Köln I;-1;-1;;;Köln;Consultant;2021
Elisabeth;Höchtl;1957;MLPD;Köln I;-1;-1;;;Köln;Lehrerin;2021
Ralf Mathias;Schäfer;1962;dieBasis;Köln I;-1;-1;;;Köln;selbstständig;2021
Rebekka Frieda;Müller;1988;Volt;Köln I;-1;-1;;;Köln;Projektmanagerin;2021
Martin Josef;Przybylski;1985;EB: Przybylski;Köln I;-1;-1;;;Köln;Verkäufer Einzelhandel;2021
Sandra;Möller;1969;CDU;Köln II;-1;-1;Dr.;von;Köln;Rechtsanwältin, Unternehmerin;2021
Marion;Sollbach;1967;SPD;Köln II;-1;-1;;;Köln;Nachhaltigkeitsberaterin;2021
Joachim Horst;Krämer;1990;FDP;Köln II;-1;-1;;;Köln;Lehrer;2021
Luca Mike;Leitterstorf;1996;AfD;Köln II;-1;-1;;;Köln;Angestellter;2021
Sven;Lehmann;1979;GRÜNE;Köln II;-1;-1;;;Köln;Angestellter;2021
Matthias Walter;Birkwald;1961;DIE LINKE;Köln II;-1;-1;;;Köln;Dipl.-Sozialwissenschaftler;2021
Judit;Géczi;1977;Die PARTEI;Köln II;-1;-1;;;Burscheid;Krankenschwester;2021
Torsten Rüdiger;Ilg;1970;FREIE WÄHLER;Köln II;-1;-1;;;Köln;Filmschnittmeister;2021
Mahdi;Rezai;1953;MLPD;Köln II;-1;-1;;;Köln;Drucker i. R.;2021
Walter Hermann-Josef;Stehling;1959;DKP;Köln II;-1;-1;;;Köln;freier Künstler;2021
Markus;Hoffleit;1966;dieBasis;Köln II;-1;-1;;;Köln;Sales Manager;2021
Olivier Martin Boris Albert Octavian Friedrich;Fuchs;1964;Volt;Köln II;-1;-1;;;Köln;Hochschuldozent;2021
Gisela Maria;Manderla;1958;CDU;Köln III;-1;-1;;;Köln;Mitglied des Deutschen Bundestages;2021
Rolf Heinrich;Mützenich;1959;SPD;Köln III;-1;-1;Dr.;;Köln;Politikwissenschaftler;2021
Volker;Görzel;1970;FDP;Köln III;-1;-1;;;Köln;Rechtsanwalt;2021
Jochen;Haug;1973;AfD;Köln III;-1;-1;;;Köln;MdB, Rechtsanwalt;2021
Katharina;Dröge;1984;GRÜNE;Köln III;-1;-1;;;Köln;Volkswirtin;2021
Michael;Weisenstein;1968;DIE LINKE;Köln III;-1;-1;;;Köln;Dipl.-Sozialarbeiter;2021
Stefan;Pott;1972;Die PARTEI;Köln III;-1;-1;;;Köln;Koch;2021
Norbert;Theiß;1957;FREIE WÄHLER;Köln III;-1;-1;;;Köln;Unternehmer;2021
Reiner;Dworschak;1954;MLPD;Köln III;-1;-1;;;Köln;Werkstoffprüfer i. R.;2021
Songül;Schlürscheid;1974;dieBasis;Köln III;-1;-1;;;Köln;Bürokauffrau;2021
Christopher Patrick;Peterka;1978;Volt;Köln III;-1;-1;;;Köln;Geschäftsführer;2021
Maciej;Podjaski;1988;EB: Podjaski;Köln III;-1;-1;;;Köln;selbstständig;2021
Christoph Wilhelm;Goldbeck;1970;EB: Goldbeck;Köln III;-1;-1;;;Köln;Filmemacher;2021
Christoph;Jansen;1983;CDU;Bonn;-1;-1;;;Bonn;Leiter KommunalAkademie Konrad-Adenauer-Stiftung;2021
Jessica;Rosenthal;1992;SPD;Bonn;-1;-1;;;Bonn;Gesamtschullehrerin;2021
Alexander;Graf Lambsdorff;1966;FDP;Bonn;-1;-1;;;Bonn;Diplomat;2021
Hans Ludwig;Neuhoff;1959;AfD;Bonn;-1;-1;Prof. Dr.;;Düsseldorf;Professor Hochschule;2021
Katrin Babette;Uhlig;1982;GRÜNE;Bonn;-1;-1;;;Bonn;wiss. Referentin;2021
Ilja;Bergen;1987;DIE LINKE;Bonn;-1;-1;;;Bonn;Chemikant, Student BWL;2021
Moritz;Bergh;1988;Die PARTEI;Bonn;-1;-1;;van den;Bonn;Mediengestalter Web-Design;2021
Jutta;Acar;1958;FREIE WÄHLER;Bonn;-1;-1;;;Bonn;Bundesbeamtin i. R.;2021
Roger Kurt Siegfried;Stamm;1953;MLPD;Bonn;-1;-1;Dr.;;Siegburg;Rentner;2021
Gregor Philipp;Berneiser;1975;dieBasis;Bonn;-1;-1;;;Bonn;Betriebswirt;2021
Reinhard Otto Volker;Limbach;1960;LKR;Bonn;-1;-1;;;Bonn;Immobilienkaufmann;2021
Livia Juliane;Genn;1998;Volt;Bonn;-1;-1;;;Bonn;Studentin;2021
Elisabeth;Winkelmeier-Becker;1962;CDU;Rhein-Sieg-Kreis I;-1;-1;;;Siegburg;MdB, Richterin i. R., parl. Staatssekretärin;2021
Sebastian;Hartmann;1977;SPD;Rhein-Sieg-Kreis I;-1;-1;;;Bornheim;Mitglied des Deutschen Bundestages;2021
Ralph Albert;Lorenz;1970;FDP;Rhein-Sieg-Kreis I;-1;-1;;;Windeck;Kaufmann;2021
Hans Günter;Eifler;1938;AfD;Rhein-Sieg-Kreis I;-1;-1;;;Königswinter;Studiendirektor a. D.;2021
Elisabeth Gertrud;Anschütz;1962;GRÜNE;Rhein-Sieg-Kreis I;-1;-1;;;Windeck;Hauswirtschaftsmeisterin;2021
Alexander Soranto;Neu;1969;DIE LINKE;Rhein-Sieg-Kreis I;-1;-1;Dr.;;Köln;Mitglied des Deutschen Bundestages;2021
Andreas;Langel;1983;Die PARTEI;Rhein-Sieg-Kreis I;-1;-1;;;Eitorf;IT-Berater;2021
Andreas;Irion;1972;FREIE WÄHLER;Rhein-Sieg-Kreis I;-1;-1;;;Siegburg;gerichtl. zugelassener Rentenberater;2021
Ellen;Hölzer;1976;dieBasis;Rhein-Sieg-Kreis I;-1;-1;;;Niederkassel;Rechtsanwältin;2021
Christian;Sontag;1977;Volt;Rhein-Sieg-Kreis I;-1;-1;;;Troisdorf;Dipl.-Kaufmann;2021
Helmut;Fleck;1938;Volksabstimmung;Rhein-Sieg-Kreis I;-1;-1;Dr.;;Siegburg;Dipl.-Bauingenieur, Dipl.-Wirtschaftsingenieur;2021
Norbert Alois;Röttgen;1965;CDU;Rhein-Sieg-Kreis II;-1;-1;Dr.;;Königswinter;MdB, Rechtsanwalt;2021
Katja;Stoppenbrink;1976;SPD;Rhein-Sieg-Kreis II;-1;-1;Dr.;;Königswinter;wiss. Mitarbeiterin;2021
Nicole;Westig;1967;FDP;Rhein-Sieg-Kreis II;-1;-1;;;Bad Honnef;Fundraiserin;2021
