Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Christian;Wallmeyer;1973;ÖDP;Weiden;-1;-1;;;Waldthurn;Dipl.-Ingenieur;2021
Roland Peter;Bayer;1977;BP;Weiden;-1;-1;;;Trabitz;Sicherheitsmitarbeiter in Ausbildung;2021
Dietmar Rudolf;Assel;1966;dieBasis;Weiden;-1;-1;;;Weiden i.d.OPf.;Projektmanager;2021
Helmut Richard Andreas;Bauer;1959;EB: Bauer;Weiden;-1;-1;;;Eslarn;Steinbildhauermeister, Steintechniker;2021
Konrad Willibald;Dippel;1971;EB: Dippel;Weiden;-1;-1;;;Trabitz;Holzkaufmann, Bio-Bauer;2021
Thomas;Silberhorn;1968;CSU;Bamberg;-1;-1;;;Hirschaid;parl. Staatssekretär;2021
Andreas;Schwarz;1965;SPD;Bamberg;-1;-1;;;Strullendorf;MdB, Dipl.-Betriebswirt (FH);2021
Michael Adam;Weiß;1969;AfD;Bamberg;-1;-1;;;Zapfendorf;Kaufmann;2021
Sven Wilhelm;Bachmann;1975;FDP;Bamberg;-1;-1;;;Zapfendorf;Industriemeister;2021
Lisa Hildegard;Badum;1983;GRÜNE;Bamberg;-1;-1;;;Forchheim;Mitglied des Deutschen Bundestages;2021
Jan;Jaegers;1995;DIE LINKE;Bamberg;-1;-1;;;Bamberg;Student der Politikwissenschaft;2021
Jens;Herzog;1982;FREIE WÄHLER;Bamberg;-1;-1;;;Effeltrich;Fachinformatiker Anwendungsentwicklung;2021
Lisa;Lösel;1998;ÖDP;Bamberg;-1;-1;;;Heroldsbach;Studentin der Rechtswissenschaft;2021
Thomas;Dotzler;1965;BP;Bamberg;-1;-1;;;Bamberg;Bahnhauptsekretär a. D.;2021
Paul;Mari;2002;Die PARTEI;Bamberg;-1;-1;;;Bamberg;Bundesfreiwilligendienstleistender;2021
Therese;Gmelch;1955;MLPD;Bamberg;-1;-1;;;Bamberg;Altenpflegerin i. R.;2021
Sabine;Wezel;1966;dieBasis;Bamberg;-1;-1;;;Coburg;Dipl.-Sozialpädagogin (FH);2021
Hans-Günter;Brünker;1967;Volt;Bamberg;-1;-1;Dr.;;Bamberg;Schauspieler;2021
Andreas;Roensch;1977;EB: Roensch;Bamberg;-1;-1;;;Bamberg;Medientechnologe;2021
Silke;Launert;1976;CSU;Bayreuth;-1;-1;Dr.;;Bayreuth;Mitglied des Deutschen Bundestages;2021
Anette;Kramme;1967;SPD;Bayreuth;-1;-1;;;Bayreuth;MdB, parl. Staatssekretärin;2021
Tobias Matthias;Peterka;1982;AfD;Bayreuth;-1;-1;;;Bayreuth;Mitglied des Deutschen Bundestages;2021
Thomas;Hacker;1967;FDP;Bayreuth;-1;-1;;;Bayreuth;MdB, Dipl.-Kaufmann;2021
Susanne Iris;Bauer;1977;GRÜNE;Bayreuth;-1;-1;;;Pegnitz;Soziale Arbeit (M. A.);2021
Sven;Schröder;1983;DIE LINKE;Bayreuth;-1;-1;;;Bayreuth;Industriemechaniker;2021
Corey Allen;Dressendörfer;1988;FREIE WÄHLER;Bayreuth;-1;-1;;;Fichtelberg;Maschinen- und Anlagenbediener;2021
Dominic Ernst;Hopp;1990;ÖDP;Bayreuth;-1;-1;;;Bayreuth;Verwaltungsangestellter;2021
Florens Jonas;Weiß;1982;Die PARTEI;Bayreuth;-1;-1;;;Bayreuth;Medienberater;2021
Markus Andreas;Engel;1962;dieBasis;Bayreuth;-1;-1;;;Bayreuth;Maschinenbautechniker;2021
Jonas Alexander Tecumseh;Geissler;1984;CSU;Coburg;-1;-1;Dr.;;Kronach;Regierungsrat;2021
Ramona;Brehm;1990;SPD;Coburg;-1;-1;;;Coburg;Schornsteinfegerin;2021
Sebastian Johannes;Görtler;1984;AfD;Coburg;-1;-1;;;Küps;Mediengestalter Digital und Print, Gestaltung und Technik;2021
Jens-Uwe;Peter;1983;FDP;Coburg;-1;-1;;;Coburg;selbst. Softwareingenieur;2021
Johannes;Wagner;1991;GRÜNE;Coburg;-1;-1;;;Coburg;Assistenzarzt;2021
Ulf;Wunderlich;1998;DIE LINKE;Coburg;-1;-1;;;Coburg;Student;2021
Rainer;Möbus;1962;FREIE WÄHLER;Coburg;-1;-1;;;Bad Rodach;Industriemeister;2021
Tristan Peter;Wolf;1990;ÖDP;Coburg;-1;-1;;;Coburg;Landwirt;2021
Andre Mike;Wächter;1973;BP;Coburg;-1;-1;;;München;Bundesbankoberamtsrat;2021
Tim Harald;Ströhlein;1989;Die PARTEI;Coburg;-1;-1;;;Geroldsgrün;Notfallsanitäter;2021
Stefan Klaus;Engel;1954;MLPD;Coburg;-1;-1;;;Gelsenkirchen;freier Publizist;2021
Nicole;Fredriksen;1977;dieBasis;Coburg;-1;-1;;;Ahorn;Kundenberaterin Vertrieb;2021
Hans-Peter;Friedrich;1957;CSU;Hof;-1;-1;Dr.;;Wunsiedel;Mitglied des Deutschen Bundestages;2021
Jörg Mathias;Nürnberger;1967;SPD;Hof;-1;-1;;;Tröstau;Rechtsanwalt;2021
Gerd Siegfried;Kögler;1967;AfD;Hof;-1;-1;;;Kirchenlamitz;Schulleiter;2021
Gabriel;Wölfel;1998;FDP;Hof;-1;-1;;;Selb;Student der Volkswirtschaftslehre;2021
Ralf;Reusch;1963;GRÜNE;Hof;-1;-1;;;Hof;Dipl.-Betriebswirt (FH);2021
Janson;Damasceno da Costa e Silva;1990;DIE LINKE;Hof;-1;-1;;;Hof;Bachelor of Engineering;2021
Thomas;Schinner;1970;FREIE WÄHLER;Hof;-1;-1;;;Hof;Dipl.-Ingenieur (FH);2021
Roland;Müller;1959;ÖDP;Hof;-1;-1;;;Köditz;selbst. IT-Berater;2021
Steffen Armin;Pokorny;1984;Die PARTEI;Hof;-1;-1;;;Arzberg;Gärtner Zierpflanzenbau;2021
Walter;Kunisch;1952;dieBasis;Hof;-1;-1;;;Münchberg;Dipl.-Psychologe;2021
Verena;Thümmel;1974;Bündnis C;Hof;-1;-1;;;Oberkotzau;Vertriebsmitarbeiterin;2021
Martin Christoph;Löhnert;2000;EB: Löhnert;Hof;-1;-1;;;Hof;Call Center Agent;2021
Emmi;Zeulner;1987;CSU;Kulmbach;-1;-1;;;Lichtenfels;Mitglied des Deutschen Bundestages;2021
Simon Bodo;Moritz;1984;SPD;Kulmbach;-1;-1;;;Kulmbach;selbst. Politologe;2021
Theo;Taubmann;1955;AfD;Kulmbach;-1;-1;;;Weismain;Bankfachwirt (B. A.) i. R.;2021
Claus Achim;Ehrhardt;1963;FDP;Kulmbach;-1;-1;;;Kulmbach;Unternehmensberater;2021
Martin Herbert;Pfeiffer;1961;GRÜNE;Kulmbach;-1;-1;Dr.;;Kulmbach;Ökologe;2021
Ludwig;Baumgartner;1978;DIE LINKE;Kulmbach;-1;-1;;;Himmelkron;Dipl.-Pädagoge;2021
Jochen Sebastian;Bergmann;1989;FREIE WÄHLER;Kulmbach;-1;-1;;;Neudrossenfeld;Kriminalbeamter;2021
Kay-Uwe;Zenker;1978;ÖDP;Kulmbach;-1;-1;;;Kulmbach;selbst. Bauingenieur;2021
Gunther;Sedlmeyer;1958;BP;Kulmbach;-1;-1;;;Reckendorf;Dipl.-Sozialpädagoge (FH);2021
Sven;Goller;1990;Die PARTEI;Kulmbach;-1;-1;;;Bamberg;Politikwissenschaftler;2021
Otto;Gebelein;1961;dieBasis;Kulmbach;-1;-1;;;Hof;techn. Zeichner;2021
Artur;Auernhammer;1963;CSU;Ansbach;-1;-1;;;Weißenburg i.Bay.;Mitglied des Deutschen Bundestages;2021
Harry Herbert;Scheuenstuhl;1961;SPD;Ansbach;-1;-1;;;Wilhermsdorf;Ingenieur Umwelt (FH);2021
Daniel;Lösch;1999;AfD;Ansbach;-1;-1;;;Ansbach;Maurer;2021
Thomas Alexander;Kestler;1975;FDP;Ansbach;-1;-1;Dr.;;Weißenburg i.Bay.;wiss. Mitarbeiter;2021
Herbert Peter;Sirois;1965;GRÜNE;Ansbach;-1;-1;Dr.;;Feuchtwangen;Historiker;2021
Erkan;Dinar;1980;DIE LINKE;Ansbach;-1;-1;;;Lauf a.d.Pegnitz;Lagerist;2021
Sylvia;Bogenreuther;1966;FREIE WÄHLER;Ansbach;-1;-1;;;Dietenhofen;Geschäftsführerin;2021
Kilian;Welser;1976;ÖDP;Ansbach;-1;-1;;;Gunzenhausen;Studienrat;2021
Markus Stephan;Wanger;1983;PIRATEN;Ansbach;-1;-1;;;Gunzenhausen;Schreiner;2021
Maik;Langen;1979;NPD;Ansbach;-1;-1;;;Diebach;Angestellter;2021
Markus;Engelhardt;1979;dieBasis;Ansbach;-1;-1;;;Herrieden;selbstständig;2021
Stefan;Müller;1975;CSU;Erlangen;-1;-1;;;Großenseebach;Mitglied des Deutschen Bundestages;2021
Martina Margarete;Stamm-Fibich;1965;SPD;Erlangen;-1;-1;;;Möhrendorf;Mitglied des Deutschen Bundestages;2021
Christian Burkhard;Beßler;1970;AfD;Erlangen;-1;-1;;;Höchstadt a.d.Aisch;Unternehmer;2021
Ralf;Schwab;1958;FDP;Erlangen;-1;-1;;;Möhrendorf;Dipl.-Volkswirt;2021
Tina Luisa;Prietz;1993;GRÜNE;Erlangen;-1;-1;;;Erlangen;Projektleiterin;2021
Anna-Carina;Häusler;1989;FREIE WÄHLER;Erlangen;-1;-1;;;München;Managing Director;2021
Christian Günter;Stadelmann;1991;ÖDP;Erlangen;-1;-1;;;Erlangen;Elektroingenieur;2021
Stefan;Müller;1968;Die PARTEI;Erlangen;-1;-1;;;Berlin;Sprachwissenschaftler;2021
Jürgen;Purzner;1963;PIRATEN;Erlangen;-1;-1;;;Erlangen;IT-Berater;2021
Richard Nikolaus;Straub;1952;MLPD;Erlangen;-1;-1;;;Nürnberg;Buchbinder;2021
Torsten;Weber;1974;dieBasis;Erlangen;-1;-1;;;Weisendorf;gerontopsychiatrische Pflegefachkraft;2021
Adam;Kunstmann;1976;EB: Kunstmann;Erlangen;-1;-1;;;Erlangen;Schausteller;2021
Rüdiger Dietmar;Kalupner;1940;EB: Kalupner;Erlangen;-1;-1;;;Erlangen;Weltrevolutionär;2021
Susanne;Henig;1988;EB: Henig;Erlangen;-1;-1;;;Nürnberg;Lehrerin;2021
Tobias;Winkler;1978;CSU;Fürth;-1;-1;;;Roßtal;Leiter des Verbindungsbüros des Europäischen Parlaments;2021
Carsten Dietmar;Träger;1973;SPD;Fürth;-1;-1;;;Fürth;Mitglied des Deutschen Bundestages;2021
Thomas Adolf;Klaukien;1961;AfD;Fürth;-1;-1;;;Fürth;kaufm. Angestellter;2021
Daniel Rene;Bayer;1996;FDP;Fürth;-1;-1;;;Fürth;Student;2021
Uwe Adolf Otto;Kekeritz;1953;GRÜNE;Fürth;-1;-1;;;Uffenheim;MdB, Dipl.-Volkswirt;2021
Hermann;Ruttmann;1964;DIE LINKE;Fürth;-1;-1;Dr.;;Dietersheim;Pfarrer;2021
Stefan;Mielchen;1967;FREIE WÄHLER;Fürth;-1;-1;;;Langenzenn;Versicherungskaufmann;2021
Klaus;John;1959;ÖDP;Fürth;-1;-1;;;Stein;Dipl.-Pädagoge;2021
Fatimah;Brendecke;1965;BP;Fürth;-1;-1;;;Fürth;Tupperware Beraterin;2021
Catalina Sine;Walther;2003;Die PARTEI;Fürth;-1;-1;;;Fürth;Schülerin;2021
Katrin;Reber;1966;dieBasis;Fürth;-1;-1;;;Fürth;Handelsfachwirtin;2021
Stephan;Wiedenmann;1998;Die Humanisten;Fürth;-1;-1;;;Großhabersdorf;Student;2021
Andreas Stefan;Schmidtell;1998;Volt;Fürth;-1;-1;;;Fürth;Elektroniker Geräte und Systeme;2021
Sebastian;Brehm;1971;CSU;Nürnberg-Nord;-1;-1;;;Nürnberg;MdB, Steuerberater;2021
Gabriela;Heinrich;1963;SPD;Nürnberg-Nord;-1;-1;;;Nürnberg;MdB, Redakteurin;2021
Martin Johannes;Sichert;1980;AfD;Nürnberg-Nord;-1;-1;;;Nürnberg;MdB, Dipl.-Kaufmann;2021
Katja;Hessel;1972;FDP;Nürnberg-Nord;-1;-1;;;Nürnberg;Rechtsanwältin, Steuerberaterin;2021
Markus (Tessa);Ganserer;1977;GRÜNE;Nürnberg-Nord;-1;-1;;;Nürnberg;MdL, Försterin;2021
Titus;Schüller;1986;DIE LINKE;Nürnberg-Nord;-1;-1;;;Nürnberg;Orthopädiemechaniker;2021
Thomas Michael;Estrada;1985;FREIE WÄHLER;Nürnberg-Nord;-1;-1;;;Nürnberg;Dipl.-Verwaltungswirt (FH), Polizist;2021
Christian Gerhard Wolfgang;Rechholz;1972;ÖDP;Nürnberg-Nord;-1;-1;;;Nürnberg;Lehrer;2021
Lukas;Küffner;2001;PIRATEN;Nürnberg-Nord;-1;-1;;;Nürnberg;Student;2021
Michel;Barimis;1987;MLPD;Nürnberg-Nord;-1;-1;;;Nürnberg;Kaufmann für Büromanagement;2021
Klaus Christian;Kinzel;1967;dieBasis;Nürnberg-Nord;-1;-1;;;Nürnberg;Dipl.-Ingenieur (FH);2021
Christian;Penninger;1984;Volt;Nürnberg-Nord;-1;-1;;;Nürnberg;Produktentwickler;2021
Markus Peter;Eppel;1980;EB: Eppel;Nürnberg-Nord;-1;-1;;;Nürnberg;Dr.-Ing. Elektrotechnik;2021
Michael;Frieser;1964;CSU;Nürnberg-Süd;-1;-1;;;Nürnberg;MdB, Rechtsanwalt;2021
Thomas Robert;Grämmer;1981;SPD;Nürnberg-Süd;-1;-1;;;Schwabach;Erzieher, Geschäftsführer;2021
Matthias;Vogler;1981;AfD;Nürnberg-Süd;-1;-1;;;Nürnberg;Rettungsassistent, Betriebswirt;2021
Marco Ramon;Preißinger;1997;FDP;Nürnberg-Süd;-1;-1;;;Nürnberg;Fachinformatiker Systemintegration;2021
Sascha;Müller;1970;GRÜNE;Nürnberg-Süd;-1;-1;;;Nürnberg;Sportjournalist;2021
Kathrin;Flach Gomez;1986;DIE LINKE;Nürnberg-Süd;-1;-1;;;Nürnberg;Kulturgeografin (M. A.);2021
Sonja;Mack;1979;FREIE WÄHLER;Nürnberg-Süd;-1;-1;;;Schwabach;Erzieherin;2021
Claudia;Zankl;1988;ÖDP;Nürnberg-Süd;-1;-1;;;Nürnberg;Projektmanagerin im Gesundheitswesen;2021
Karoline Cornelia;Polster-Strobl;1979;dieBasis;Nürnberg-Süd;-1;-1;;;Nürnberg;Beraterin für Ethik im Gesundheitswesen, Krankenschwester;2021
Deniz Oruç;Çelik;1996;Volt;Nürnberg-Süd;-1;-1;;;Dachau;Student;2021
Ralph;Edelhäußer;1973;CSU;Roth;-1;-1;;;Roth;Erster Bürgermeister;2021
Jan Heinz Stefan;Plobner;1992;SPD;Roth;-1;-1;;;Altdorf b.Nürnberg;Standesbeamter;2021
Klaus;Norgall;1953;AfD;Roth;-1;-1;;;Feucht;Dipl.-Ingenieur (univ.), Beamter a. D.;2021
Kristine;Lütke;1982;FDP;Roth;-1;-1;;;Nürnberg;Pflegeunternehmerin;2021
Felix Dorian;Erbe;1986;GRÜNE;Roth;-1;-1;;;Hilpoltstein;Grundschullehrer;2021
Evelyn;Schötz;1961;DIE LINKE;Roth;-1;-1;;;Schwaig b.Nürnberg;Altenpflegerin;2021
Felix Johannes;Locke;1988;FREIE WÄHLER;Roth;-1;-1;;;Lauf a.d.Pegnitz;Konzernprojektleiter;2021
Pascal Andreas;Henninger;1993;ÖDP;Roth;-1;-1;;;Röthenbach a.d.Pegnitz;Industrietechnologe;2021
Max Christian;Weggenmann;1990;Die PARTEI;Roth;-1;-1;;;Roth;Biologe;2021
Julian Johannes;Häffner;2003;PIRATEN;Roth;-1;-1;;;Hersbruck;Schüler;2021
Stefan Heinz;Kuschel;1982;dieBasis;Roth;-1;-1;;;Roth;Notfallsanitäter;2021
Marcus;Nehring;1974;LKR;Roth;-1;-1;;;Simmelsdorf;Polizeiverwaltungsbeamter;2021
Udo;Schlot;1955;EB: Schlot;Roth;-1;-1;Prof. Dr.;;Herne;Facharzt Neurochirurgie;2021
Andrea;Lindholz;1970;CSU;Aschaffenburg;-1;-1;;;Goldbach;MdB, Rechtsanwältin;2021
Tobias Rainer;Wüst;1995;SPD;Aschaffenburg;-1;-1;;;Aschaffenburg;Bereichsleiter;2021
Jörg Anton;Baumann;1981;AfD;Aschaffenburg;-1;-1;;;Haibach;Polizeibeamter;2021
Karsten;Klein;1977;FDP;Aschaffenburg;-1;-1;;;Aschaffenburg;MdB, Dipl.-Kaufmann;2021
Niklas;Wagener;1998;GRÜNE;Aschaffenburg;-1;-1;;;Aschaffenburg;Student der Forstwirtschaft;2021
Florian;Hofmann;1996;DIE LINKE;Aschaffenburg;-1;-1;;;Mömbris;Chemikant;2021
Benjamin Joachim Michael;Withauer;1977;FREIE WÄHLER;Aschaffenburg;-1;-1;;;Kleinostheim;Supply Chain Specialist;2021
Katharina;Dehn;1985;ÖDP;Aschaffenburg;-1;-1;;;Aschaffenburg;Geschäftsleiterin;2021
Andreas Walter Karl;Reiniger;1985;BP;Aschaffenburg;-1;-1;;;Kahl a.Main;techn. Angestellter;2021
Andreas Nikolas;Portscher;1989;Die PARTEI;Aschaffenburg;-1;-1;;;Aschaffenburg;staatl. anerkannter Erzieher;2021
Bendrick;Arnold;1946;MLPD;Aschaffenburg;-1;-1;;;Aschaffenburg;Rentner;2021
Sylvia;Pflug;1973;dieBasis;Aschaffenburg;-1;-1;;;Aschaffenburg;Angestellte;2021
Holger Johannes;Stenger;1961;LKR;Aschaffenburg;-1;-1;;;Aschaffenburg;selbst. Kaufmann;2021
Ralf Josef;Lembach;1982;EB: Lembach;Aschaffenburg;-1;-1;;;Laufach;Hausverwalter;2021
Dorothee Gisela Renate Maria;Bär;1978;CSU;Bad Kissingen;-1;-1;;;Ebelsbach;MdB, Staatsministerin;2021
Sabine;Dittmar;1964;SPD;Bad Kissingen;-1;-1;;;Maßbach;MdB, Ärztin;2021
Freia;Lippold-Eggen;1955;AfD;Bad Kissingen;-1;-1;;;Bad Kissingen;Betriebswirtin i. R.;2021
Maximilian Karl;Schenk Graf von Stauffenberg;1970;FDP;Bad Kissingen;-1;-1;;;Höchheim;selbst. Eventmanager;2021
Manuela;Rottmann;1972;GRÜNE;Bad Kissingen;-1;-1;Dr.;;Hammelburg;MdB, Juristin;2021
Claus;Scheeres;1988;DIE LINKE;Bad Kissingen;-1;-1;;;Münnerstadt;Notfallsanitäter;2021
Frank;Helmerich;1977;FREIE WÄHLER;Bad Kissingen;-1;-1;;;Bad Königshofen i.Grabfeld;Gymnasiallehrer;2021
Michaela Elisabeth;Reinhard;1974;ÖDP;Bad Kissingen;-1;-1;;;Bad Kissingen;Gymnasiallehrerin;2021
Sonja;Johannes;1970;Die PARTEI;Bad Kissingen;-1;-1;;;Münnerstadt;Ergotherapeutin;2021
Marco;Garnache;1983;dieBasis;Bad Kissingen;-1;-1;;;Maroldsweisach;Elektrotechniker;2021
Michael;Kaiser;1989;EB: Kaiser;Bad Kissingen;-1;-1;;;Rauhenebrach;techn. Assistent für Informatik;2021
Alexander;Hoffmann;1975;CSU;Main-Spessart;-1;-1;;;Zellingen;MdB, Oberrechtsrat;2021
Bernd Ferdinand;Rützel;1968;SPD;Main-Spessart;-1;-1;;;Gemünden a.Main;MdB, techn. Oberamtsrat a. D.;2021
René;Jentzsch;1975;AfD;Main-Spessart;-1;-1;;;Höchstadt a.d.Aisch;selbstständig;2021
Werner Bruno;Jannek;1957;FDP;Main-Spessart;-1;-1;;;Marktheidenfeld;Unternehmensberater Marketingkommunikation;2021
Armin;Beck;1968;GRÜNE;Main-Spessart;-1;-1;;;Karlstadt;Rechtsanwalt;2021
Andreas;Adrian;1999;DIE LINKE;Main-Spessart;-1;-1;;;Großwallstadt;Kinderpfleger;2021
Jessica Andrea;Klug;1996;FREIE WÄHLER;Main-Spessart;-1;-1;;;Obernburg a.Main;Projektmanagerin;2021
Wolfgang Franz;Winter;1957;ÖDP;Main-Spessart;-1;-1;;;Sulzbach a.Main;Rentner;2021
Sabine Theresia;Schmitt;1967;dieBasis;Main-Spessart;-1;-1;;;Gemünden a.Main;Sekretärin, selbstständig;2021
Daniel Dieter Bernhard;Roth;1989;LKR;Main-Spessart;-1;-1;;;Leidersbach;Koch;2021
Anja;Weisgerber;1976;CSU;Schweinfurt;-1;-1;Dr.;;Schwebheim;MdB, Rechtsanwältin;2021
Markus Klaus;Hümpfer;1992;SPD;Schweinfurt;-1;-1;;;Schonungen;Ingenieur;2021
Bernd Willi Karl;Schuhmann;1964;AfD;Schweinfurt;-1;-1;;;Schwebheim;Gartenbautechniker;2021
Daniel;Stark;1983;FDP;Schweinfurt;-1;-1;;;Sulzheim;Elektromeister;2021
Nicolas;Lommatzsch;1989;GRÜNE;Schweinfurt;-1;-1;;;Schweinfurt;Sparkassenbetriebswirt;2021
Klaus Friedrich;Ernst;1954;DIE LINKE;Schweinfurt;-1;-1;;;Arnstein;MdB, Gewerkschaftssekretär;2021
Andrea Brenda;Graham;1977;FREIE WÄHLER;Schweinfurt;-1;-1;;;Schweinfurt;selbst. Kosmetikberaterin;2021
Stefan;Hrnicek-Hubert;1963;ÖDP;Schweinfurt;-1;-1;;;Schweinfurt;Dipl.-Ingenieur (FH);2021
Cedrick;Van Huet;2003;BP;Schweinfurt;-1;-1;;;Marktbreit;Schüler;2021
Manfred Johannes;Setter;1952;MLPD;Schweinfurt;-1;-1;;;Schweinfurt;Schlosser;2021
Pasquale;Trasente;1974;dieBasis;Schweinfurt;-1;-1;;;Poppenhausen;CNC-Schleifer;2021
Herbert Sebastian;Lorey;1963;UNABHÄNGIGE;Schweinfurt;-1;-1;;;Wiesentheid;Maschinenbauer;2021
Paul Alois;Lehrieder;1959;CSU;Würzburg;-1;-1;;;Gaukönigshofen;MdB, Rechtsanwalt;2021
Freya;Altenhöner;1988;SPD;Würzburg;-1;-1;;;Würzburg;Sozialpädagogin;2021
Andrew John;Ullmann;1963;FDP;Würzburg;-1;-1;Prof. Dr.;;Würzburg;MdB, Universitätsprofessor klinische Infektiologie;2021
Johannes Sebastian;Hansen;1995;GRÜNE;Würzburg;-1;-1;;;Waldbüttelbrunn;Chemiker;2021
Simone Anita;Barrientos Krauss;1963;DIE LINKE;Würzburg;-1;-1;;;Ochsenfurt;Mitglied des Deutschen Bundestages;2021
Robert Peter;Starosta;1970;FREIE WÄHLER;Würzburg;-1;-1;;;Würzburg;Kaufmann;2021
Stefanie Erika;Wierlemann;1977;ÖDP;Würzburg;-1;-1;;;Randersacker;Dipl.-Betriebswirtin;2021
Robert Kurt;Hämmelmann;1964;dieBasis;Würzburg;-1;-1;;;Würzburg;Schlossermeister;2021
Thomas;Herter;1986;Die Humanisten;Würzburg;-1;-1;;;Würzburg;Lehrer;2021
Horst Michael;Schürer;1961;EB: Schürer;Würzburg;-1;-1;;;Würzburg;Dipl.-Kaufmann;2021
Volker Michael;Ullrich;1975;CSU;Augsburg-Stadt;-1;-1;Dr.;;Augsburg;MdB, Jurist;2021
Ulrike Renate Martina;Bahr;1964;SPD;Augsburg-Stadt;-1;-1;;;Augsburg;MdB, Hauptschullehrerin;2021
Raimond Christian;Scheirich;1990;AfD;Augsburg-Stadt;-1;-1;;;Augsburg;Umweltingenieur;2021
Alexander;Meyer;1970;FDP;Augsburg-Stadt;-1;-1;;;Augsburg;Rechtsanwalt;2021
Claudia Benedikta;Roth;1955;GRÜNE;Augsburg-Stadt;-1;-1;;;Augsburg;Bundestagsvizepräsidentin;2021
Frederik Maximilian;Hintermayr;1992;DIE LINKE;Augsburg-Stadt;-1;-1;;;Augsburg;Gesundheits- und Krankenpfleger;2021
Bernhard;Müller;1963;FREIE WÄHLER;Augsburg-Stadt;-1;-1;;;Augsburg;Fahrlehrer;2021
Alexander;Mai;1996;ÖDP;Augsburg-Stadt;-1;-1;;;Augsburg;Student;2021
Anton;Steinböck;1943;BP;Augsburg-Stadt;-1;-1;;;Augsburg;Fahrschulleiter;2021
Roland;Kurschat;1986;Die PARTEI;Augsburg-Stadt;-1;-1;;;Augsburg;Betriebsleiter;2021
Anna Xenia;Weingart;1994;V-Partei³;Augsburg-Stadt;-1;-1;;;Augsburg;Studentin;2021
Emil Karl Eckehard;Bauer;1953;MLPD;Augsburg-Stadt;-1;-1;;;Augsburg;Lehrer für Techniker i. R.;2021
Klaus;Jaeger;1952;dieBasis;Augsburg-Stadt;-1;-1;;;Augsburg;Elektromeister;2021
Nelly Dorothea;Rüttiger;1989;Volt;Augsburg-Stadt;-1;-1;;;Augsburg;Biochemikerin;2021
Alexandra Theresa;Kolb;1966;EB: Kolb;Augsburg-Stadt;-1;-1;;;Augsburg;Rechtsanwältin;2021
Ediz Lokman Can;Sirin;2000;EB: Sirin;Augsburg-Stadt;-1;-1;;;Augsburg;Student;2021
Hansjörg;Durz;1971;CSU;Augsburg-Land;-1;-1;;;Neusäß;Mitglied des Deutschen Bundestages;2021
Heike;Heubach;1979;SPD;Augsburg-Land;-1;-1;;;Stadtbergen;Industriekauffrau;2021
Rainer Detlef;Kraft;1974;AfD;Augsburg-Land;-1;-1;Dr.;;Langweid a.Lech;Mitglied des Deutschen Bundestages;2021
Matthias;Krause;1991;FDP;Augsburg-Land;-1;-1;;;Klosterlechfeld;geschäftsführender Gesellschafter;2021
Stefan Christian Xaver;Lindauer;1996;GRÜNE;Augsburg-Land;-1;-1;;;Todtenweis;Rettungssanitäter;2021
Cengiz;Tuncer;1970;DIE LINKE;Augsburg-Land;-1;-1;;;Augsburg;kaufm. Angestellter;2021
Marina;Jakob;1988;FREIE WÄHLER;Augsburg-Land;-1;-1;;;Langweid a.Lech;Agraringenieurin;2021
Thomas;Lidl;1980;ÖDP;Augsburg-Land;-1;-1;;;Mering;Lehrer;2021
Alexander;Denner;1982;dieBasis;Augsburg-Land;-1;-1;;;Kissing;selbst. Fachkraft für Arbeitssicherheit;2021
Sami;Baydar;1991;EB: Baydar;Augsburg-Land;-1;-1;;;Augsburg;selbst. Einzelhändler;2021
Ulrich;Lange;1969;CSU;Donau-Ries;-1;-1;;;Nördlingen;MdB, Rechtsanwalt;2021
Christoph Florian;Schmid;1976;SPD;Donau-Ries;-1;-1;;;Alerheim;Erster Bürgermeister;2021
Edeltraud;Schwarz;1967;AfD;Donau-Ries;-1;-1;;;Scheuring;Büroleitung;2021
Marcus Christoph;Schürdt;1976;FDP;Donau-Ries;-1;-1;;;Donauwörth;selbst. Logistikberater;2021
Stefan;Norder-Freiherr von Hauch;1977;GRÜNE;Donau-Ries;-1;-1;;;Haunsheim;Rechtsanwalt;2021
Manfred;Seel;1954;DIE LINKE;Donau-Ries;-1;-1;;;Asbach-Bäumenheim;selbst. Kaufmann;2021
Ulrich Manfred;Reiner;1988;FREIE WÄHLER;Donau-Ries;-1;-1;;;Bissingen;Angestellter Abfallwirtschaft;2021
Dieter Stefan;Feldmeier;1982;ÖDP;Donau-Ries;-1;-1;;;Forheim;Berufsbetreuer;2021
Kristin;Burger;1992;V-Partei³;Donau-Ries;-1;-1;;;Pöttmes;Tierpflegerin;2021
Dagmar Barbara;Riesner;1969;dieBasis;Donau-Ries;-1;-1;;;Kammeltal;Kauffrau Eisenbahn- und Straßenverkehr;2021
Erich Roland Dieter;Zühlke;1958;LKR;Donau-Ries;-1;-1;;;Harburg (Schwaben);Dipl.-Finanzwirt (FH);2021
Harald;Gerke;1960;UNABHÄNGIGE;Donau-Ries;-1;-1;;;Mönchsdeggingen;Gebietsverkaufsleiter;2021
Alexander;Engelhard;1972;CSU;Neu-Ulm;-1;-1;;;Weißenhorn;Dipl.-Wirtschaftsingenieur (FH), Biomüller;2021
