Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;listenplatz;jahr
Torsten Rüdiger;Ilg;1970;FREIE WÄHLER;Köln II;-1;-1;2021
Mahdi;Rezai;1953;MLPD;Köln II;-1;-1;2021
Walter Hermann-Josef;Stehling;1959;DKP;Köln II;-1;-1;2021
Markus;Hoffleit;1966;dieBasis;Köln II;-1;-1;2021
Olivier Martin Boris Albert Octavian Friedrich;Fuchs;1964;Volt;Köln II;-1;-1;2021
Gisela Maria;Manderla;1958;CDU;Köln III;-1;-1;2021
Rolf Heinrich;Mützenich;1959;SPD;Köln III;-1;-1;2021
Volker;Görzel;1970;FDP;Köln III;-1;-1;2021
Jochen;Haug;1973;AfD;Köln III;-1;-1;2021
Katharina;Dröge;1984;GRÜNE;Köln III;-1;-1;2021
Michael;Weisenstein;1968;DIE LINKE;Köln III;-1;-1;2021
Stefan;Pott;1972;Die PARTEI;Köln III;-1;-1;2021
Norbert;Theiß;1957;FREIE WÄHLER;Köln III;-1;-1;2021
Reiner;Dworschak;1954;MLPD;Köln III;-1;-1;2021
Songül;Schlürscheid;1974;dieBasis;Köln III;-1;-1;2021
Christopher Patrick;Peterka;1978;Volt;Köln III;-1;-1;2021
Maciej;Podjaski;1988;EB: Podjaski;Köln III;-1;-1;2021
Christoph Wilhelm;Goldbeck;1970;EB: Goldbeck;Köln III;-1;-1;2021
Christoph;Jansen;1983;CDU;Bonn;-1;-1;2021
Jessica;Rosenthal;1992;SPD;Bonn;-1;-1;2021
Alexander;Graf Lambsdorff;1966;FDP;Bonn;-1;-1;2021
Hans Ludwig;Neuhoff;1959;AfD;Bonn;-1;-1;2021
Katrin Babette;Uhlig;1982;GRÜNE;Bonn;-1;-1;2021
Ilja;Bergen;1987;DIE LINKE;Bonn;-1;-1;2021
Moritz;Bergh;1988;Die PARTEI;Bonn;-1;-1;2021
Jutta;Acar;1958;FREIE WÄHLER;Bonn;-1;-1;2021
Roger Kurt Siegfried;Stamm;1953;MLPD;Bonn;-1;-1;2021
Gregor Philipp;Berneiser;1975;dieBasis;Bonn;-1;-1;2021
Reinhard Otto Volker;Limbach;1960;LKR;Bonn;-1;-1;2021
Livia Juliane;Genn;1998;Volt;Bonn;-1;-1;2021
Elisabeth;Winkelmeier-Becker;1962;CDU;Rhein-Sieg-Kreis I;-1;-1;2021
Sebastian;Hartmann;1977;SPD;Rhein-Sieg-Kreis I;-1;-1;2021
Ralph Albert;Lorenz;1970;FDP;Rhein-Sieg-Kreis I;-1;-1;2021
Hans Günter;Eifler;1938;AfD;Rhein-Sieg-Kreis I;-1;-1;2021
Elisabeth Gertrud;Anschütz;1962;GRÜNE;Rhein-Sieg-Kreis I;-1;-1;2021
Alexander Soranto;Neu;1969;DIE LINKE;Rhein-Sieg-Kreis I;-1;-1;2021
Andreas;Langel;1983;Die PARTEI;Rhein-Sieg-Kreis I;-1;-1;2021
Andreas;Irion;1972;FREIE WÄHLER;Rhein-Sieg-Kreis I;-1;-1;2021
Ellen;Hölzer;1976;dieBasis;Rhein-Sieg-Kreis I;-1;-1;2021
Christian;Sontag;1977;Volt;Rhein-Sieg-Kreis I;-1;-1;2021
Helmut;Fleck;1938;Volksabstimmung;Rhein-Sieg-Kreis I;-1;-1;2021
Norbert Alois;Röttgen;1965;CDU;Rhein-Sieg-Kreis II;-1;-1;2021
Katja;Stoppenbrink;1976;SPD;Rhein-Sieg-Kreis II;-1;-1;2021
Nicole;Westig;1967;FDP;Rhein-Sieg-Kreis II;-1;-1;2021
Roger Friedrich Nikolaus;Beckamp;1975;AfD;Rhein-Sieg-Kreis II;-1;-1;2021
Richard;Ralfs;1968;GRÜNE;Rhein-Sieg-Kreis II;-1;-1;2021
Andreas Diethelm;Danne;1961;DIE LINKE;Rhein-Sieg-Kreis II;-1;-1;2021
Marcel;Klingenstein;1992;Die PARTEI;Rhein-Sieg-Kreis II;-1;-1;2021
Michael;Stehr;1966;FREIE WÄHLER;Rhein-Sieg-Kreis II;-1;-1;2021
Nathalie Sandra;Sanchez Friedrich;1968;dieBasis;Rhein-Sieg-Kreis II;-1;-1;2021
Jörg;Drenkelfort;1970;LKR;Rhein-Sieg-Kreis II;-1;-1;2021
Philipp;Prause;1999;Volt;Rhein-Sieg-Kreis II;-1;-1;2021
Andreas;Frick;1949;Volksabstimmung;Rhein-Sieg-Kreis II;-1;-1;2021
Carsten;Brodesser;1967;CDU;Oberbergischer Kreis;-1;-1;2021
Michaela;Engelmeier;1960;SPD;Oberbergischer Kreis;-1;-1;2021
Jörg;Polheim;1959;FDP;Oberbergischer Kreis;-1;-1;2021
Bernd;Rummler;1969;AfD;Oberbergischer Kreis;-1;-1;2021
Sabine;Grützmacher;1986;GRÜNE;Oberbergischer Kreis;-1;-1;2021
Diyar;Agu;1999;DIE LINKE;Oberbergischer Kreis;-1;-1;2021
Philipp Ernst;Wüster;1991;Die PARTEI;Oberbergischer Kreis;-1;-1;2021
Christian;Abstoß;1991;FREIE WÄHLER;Oberbergischer Kreis;-1;-1;2021
Markos;Pavlidis;1966;dieBasis;Oberbergischer Kreis;-1;-1;2021
Hermann-Josef Johann;Tebroke;1964;CDU;Rheinisch-Bergischer Kreis;-1;-1;2021
Kastriot;Krasniqi;1992;SPD;Rheinisch-Bergischer Kreis;-1;-1;2021
Christian Wolfgang;Lindner;1979;FDP;Rheinisch-Bergischer Kreis;-1;-1;2021
Harald;Weyel;1959;AfD;Rheinisch-Bergischer Kreis;-1;-1;2021
Maik;Außendorf;1971;GRÜNE;Rheinisch-Bergischer Kreis;-1;-1;2021
Isabelle;Casel;1971;DIE LINKE;Rheinisch-Bergischer Kreis;-1;-1;2021
Uwe;Wirges;1961;FREIE WÄHLER;Rheinisch-Bergischer Kreis;-1;-1;2021
Helga;Aufmkolk;1959;dieBasis;Rheinisch-Bergischer Kreis;-1;-1;2021
Markus;Blümke;1972;Volt;Rheinisch-Bergischer Kreis;-1;-1;2021
Serap;Güler;1980;CDU;Leverkusen – Köln IV;-1;-1;2021
Karl Wilhelm;Lauterbach;1963;SPD;Leverkusen – Köln IV;-1;-1;2021
Cornelia;Besser;1996;FDP;Leverkusen – Köln IV;-1;-1;2021
Christer;Cremer;1982;AfD;Leverkusen – Köln IV;-1;-1;2021
Nyke;Slawik;1994;GRÜNE;Leverkusen – Köln IV;-1;-1;2021
Beate;Hane-Knoll;1961;DIE LINKE;Leverkusen – Köln IV;-1;-1;2021
Frauke Claudia;Petzold;1987;Die PARTEI;Leverkusen – Köln IV;-1;-1;2021
Stephan;Heintze;1977;FREIE WÄHLER;Leverkusen – Köln IV;-1;-1;2021
Jonathan;Meier;1994;MLPD;Leverkusen – Köln IV;-1;-1;2021
Dirk;Sattelmaier;1970;dieBasis;Leverkusen – Köln IV;-1;-1;2021
Jacqueline;Blum;1988;EB: Blum;Leverkusen – Köln IV;-1;-1;2021
Caroline Anne Marie;Lünenschloss;1993;CDU;Wuppertal I;-1;-1;2021
Helge Frederik;Lindh;1976;SPD;Wuppertal I;-1;-1;2021
Manfred;Todtenhausen;1950;FDP;Wuppertal I;-1;-1;2021
Martin;Liedtke-Bentlage;1962;AfD;Wuppertal I;-1;-1;2021
Anja;Liebert;1969;GRÜNE;Wuppertal I;-1;-1;2021
Till Niklas;Sörensen-Siebel;1996;DIE LINKE;Wuppertal I;-1;-1;2021
Thomas;Hofmann;1983;Die PARTEI;Wuppertal I;-1;-1;2021
Henrik;Dahlmann;1980;FREIE WÄHLER;Wuppertal I;-1;-1;2021
Nuran;Cakmakli-Kraft;1965;MLPD;Wuppertal I;-1;-1;2021
Werner Alexander;Grefrath;1969;dieBasis;Wuppertal I;-1;-1;2021
Lars;Herbold;2001;Volt;Wuppertal I;-1;-1;2021
Jürgen;Hardt;1963;CDU;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Ingo;Schäfer;1965;SPD;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Robert Josef;Weindl;1969;FDP;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Frederick;Kühne;1972;AfD;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Silvia Ingrid;Vaeckenstedt;1970;GRÜNE;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Mohamad Shoan;Vaisi;1990;DIE LINKE;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Judith;Röder;1993;Die PARTEI;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Jan;Klein;1989;FREIE WÄHLER;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Hans Christoph;Gärtner;1949;MLPD;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Volker;Dörner;1965;dieBasis;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Peter Heinrich;Kramer;1960;EB: Kramer;Solingen – Remscheid – Wuppertal II;-1;-1;2021
Klaus;Wiener;1962;CDU;Mettmann I;-1;-1;2021
Christian;Steinacker;1976;SPD;Mettmann I;-1;-1;2021
Nicole Marie;Burda;1990;FDP;Mettmann I;-1;-1;2021
Martin Erwin;Renner;1954;AfD;Mettmann I;-1;-1;2021
Roland;Schüren;1966;GRÜNE;Mettmann I;-1;-1;2021
Lutz;Gallasch;1967;DIE LINKE;Mettmann I;-1;-1;2021
Mathias;Huning;1969;FREIE WÄHLER;Mettmann I;-1;-1;2021
Marc;Gutknecht;1974;dieBasis;Mettmann I;-1;-1;2021
Thorsten;Klimczak;1972;EB: Klimczak;Mettmann I;-1;-1;2021
Bernd;Herrmann;1967;EB: Herrmann;Mettmann I;-1;-1;2021
Peter;Beyer;1970;CDU;Mettmann II;-1;-1;2021
Kerstin;Griese;1966;SPD;Mettmann II;-1;-1;2021
Jessica;Denné-Weiß;1980;FDP;Mettmann II;-1;-1;2021
Jessica;Malisch;1983;AfD;Mettmann II;-1;-1;2021
Ophelia Johanna;Nick;1973;GRÜNE;Mettmann II;-1;-1;2021
Birgit;Onori;1967;DIE LINKE;Mettmann II;-1;-1;2021
Mario;Falco;1987;Die PARTEI;Mettmann II;-1;-1;2021
Mario;Sülz;1969;FREIE WÄHLER;Mettmann II;-1;-1;2021
Horst;Dotten;1957;MLPD;Mettmann II;-1;-1;2021
Editha;Roetger;1968;dieBasis;Mettmann II;-1;-1;2021
Marcel;Stubbe;1991;Bündnis C;Mettmann II;-1;-1;2021
Andrea;Konorza;1955;LKR;Mettmann II;-1;-1;2021
Jason;Richter;2002;EB: Richter;Mettmann II;-1;-1;2021
Thomas;Jarzombek;1973;CDU;Düsseldorf I;-1;-1;2021
Zanda;Martens;1984;SPD;Düsseldorf I;-1;-1;2021
Marie-Agnes;Strack-Zimmermann;1958;FDP;Düsseldorf I;-1;-1;2021
Andrea;Kraljić;1963;AfD;Düsseldorf I;-1;-1;2021
Frederik F.;Hartmann;1988;GRÜNE;Düsseldorf I;-1;-1;2021
Helmut;Born;1952;DIE LINKE;Düsseldorf I;-1;-1;2021
Jan;Knichala;1999;Die PARTEI;Düsseldorf I;-1;-1;2021
Burkhard;Harting;1962;FREIE WÄHLER;Düsseldorf I;-1;-1;2021
Paul;Straif;1982;MLPD;Düsseldorf I;-1;-1;2021
Susanne;Bachmann;1966;dieBasis;Düsseldorf I;-1;-1;2021
Nadin;Lindermann;1975;LKR;Düsseldorf I;-1;-1;2021
Jennifer Katharina;Scharpenberg;1991;Volt;Düsseldorf I;-1;-1;2021
Lara;Baumanns;1999;EB: Baumanns;Düsseldorf I;-1;-1;2021
Sylvia;Pantel;1961;CDU;Düsseldorf II;-1;-1;2021
Andreas;Rimkus;1962;SPD;Düsseldorf II;-1;-1;2021
Christoph Martin;Schork;1970;FDP;Düsseldorf II;-1;-1;2021
Uta;Opelt;1970;AfD;Düsseldorf II;-1;-1;2021
Sara;Nanni;1987;GRÜNE;Düsseldorf II;-1;-1;2021
Julia Susanne;Marmulla;1988;DIE LINKE;Düsseldorf II;-1;-1;2021
Robin;Bartz;1992;Die PARTEI;Düsseldorf II;-1;-1;2021
Hans-Joachim;Grumbach;1967;FREIE WÄHLER;Düsseldorf II;-1;-1;2021
Daniela;Maus;1976;MLPD;Düsseldorf II;-1;-1;2021
Lucia;Petarus;1971;dieBasis;Düsseldorf II;-1;-1;2021
Falk Richard;Thörmer;1988;Volt;Düsseldorf II;-1;-1;2021
Gottfried Hermann;Gröhe;1961;CDU;Neuss I;-1;-1;2021
Daniel;Rinkert;1987;SPD;Neuss I;-1;-1;2021
Bijan;Djir-Sarai;1976;FDP;Neuss I;-1;-1;2021
Stefan;Hrdy;1956;AfD;Neuss I;-1;-1;2021
Petra Barbara;Schenke;1964;GRÜNE;Neuss I;-1;-1;2021
Falk;Dorff;1987;DIE LINKE;Neuss I;-1;-1;2021
Lisa Fortuna;Granderath;1989;Die PARTEI;Neuss I;-1;-1;2021
Bastian;Schönbeck;1990;dieBasis;Neuss I;-1;-1;2021
Ernst Albert;Herbert;1952;EB: Herbert;Neuss I;-1;-1;2021
Günter;Krings;1969;CDU;Mönchengladbach;-1;-1;2021
Gülistan;Yüksel;1962;SPD;Mönchengladbach;-1;-1;2021
Peter;König;1950;FDP;Mönchengladbach;-1;-1;2021
Peter;Müller;1961;AfD;Mönchengladbach;-1;-1;2021
Kathrin;Henneberger;1987;GRÜNE;Mönchengladbach;-1;-1;2021
Maximilian;Bergmann;1997;Die PARTEI;Mönchengladbach;-1;-1;2021
Annette Ute Martina;Schrader-Schoutz;1954;FREIE WÄHLER;Mönchengladbach;-1;-1;2021
Marcel;Rommerskirchen;1980;DKP;Mönchengladbach;-1;-1;2021
Mona;Aranea Guillén;1986;dieBasis;Mönchengladbach;-1;-1;2021
Ansgar Guido Karl Johannes;Heveling;1972;CDU;Krefeld I – Neuss II;-1;-1;2021
Philipp;Einfalt;1971;SPD;Krefeld I – Neuss II;-1;-1;2021
Otto;Fricke;1965;FDP;Krefeld I – Neuss II;-1;-1;2021
Christof;Rausch;1965;AfD;Krefeld I – Neuss II;-1;-1;2021
Katharina Eva Elisabeth;Voller;1981;GRÜNE;Krefeld I – Neuss II;-1;-1;2021
Julia Edith Loretta;Suermondt;1981;DIE LINKE;Krefeld I – Neuss II;-1;-1;2021
Konstantin;Florenz;2001;Die PARTEI;Krefeld I – Neuss II;-1;-1;2021
Ralf;Krings;1967;FREIE WÄHLER;Krefeld I – Neuss II;-1;-1;2021
Heiko Holger Karl Robert;Grupp;1949;MLPD;Krefeld I – Neuss II;-1;-1;2021
Stefan;Marzinowski;1971;dieBasis;Krefeld I – Neuss II;-1;-1;2021
Martin;Plum;1982;CDU;Viersen;-1;-1;2021
Udo;Schiefner;1959;SPD;Viersen;-1;-1;2021
Eric Ralph Hugo;Scheuerle;1999;FDP;Viersen;-1;-1;2021
Kay;Gottschalk;1965;AfD;Viersen;-1;-1;2021
Rene;Heesen;1992;GRÜNE;Viersen;-1;-1;2021
Britta;Pietsch;1963;DIE LINKE;Viersen;-1;-1;2021
Marion Britta;Weißkopf;1969;Die PARTEI;Viersen;-1;-1;2021
Georg;Alsdorf;1975;FREIE WÄHLER;Viersen;-1;-1;2021
Natalie;Frohn;1977;dieBasis;Viersen;-1;-1;2021
Stefan;Rouenhoff;1978;CDU;Kleve;-1;-1;2021
Bodo;Wißen;1974;SPD;Kleve;-1;-1;2021
Georg;Cluse;1976;FDP;Kleve;-1;-1;2021
Gerd;Plorin;1949;AfD;Kleve;-1;-1;2021
Friederike Karlotta Ingeborg;Janitza;1987;GRÜNE;Kleve;-1;-1;2021
Norbert;Hayduk;1958;DIE LINKE;Kleve;-1;-1;2021
Johanna;Hellmann;1950;FREIE WÄHLER;Kleve;-1;-1;2021
Andreas Horst Adolf;Reiß;1968;dieBasis;Kleve;-1;-1;2021
Sabine Katharina;Weiss;1958;CDU;Wesel I;-1;-1;2021
Rainer Johannes;Keller;1965;SPD;Wesel I;-1;-1;2021
Bernd;Reuther;1971;FDP;Wesel I;-1;-1;2021
Holger;Raumann;1969;AfD;Wesel I;-1;-1;2021
Hans-Peter;Weiß;1963;GRÜNE;Wesel I;-1;-1;2021
Sidney;Lewandowski;1992;DIE LINKE;Wesel I;-1;-1;2021
Dirk;Zerressen;1966;Die PARTEI;Wesel I;-1;-1;2021
Christian Werner;Link;1983;FREIE WÄHLER;Wesel I;-1;-1;2021
Wolf-Dieter;Rochlitz;1947;MLPD;Wesel I;-1;-1;2021
Matthias;Moser;1960;dieBasis;Wesel I;-1;-1;2021
Kerstin Christiane;Radomski;1974;CDU;Krefeld II – Wesel II;-1;-1;2021
Jan Ulrich;Dieren;1991;SPD;Krefeld II – Wesel II;-1;-1;2021
Michael;Terwiesche;1964;FDP;Krefeld II – Wesel II;-1;-1;2021
Hauke Horst Ernst Hans;Finger;1968;AfD;Krefeld II – Wesel II;-1;-1;2021
Ursula;Schauws;1966;GRÜNE;Krefeld II – Wesel II;-1;-1;2021
Sebastian;Schubert;1986;DIE LINKE;Krefeld II – Wesel II;-1;-1;2021
Carsten;Butterwegge;1973;Die PARTEI;Krefeld II – Wesel II;-1;-1;2021
Hans-Günther;Schmitz;1961;FREIE WÄHLER;Krefeld II – Wesel II;-1;-1;2021
Genja;Raboteau;1969;MLPD;Krefeld II – Wesel II;-1;-1;2021
Lars Christian;Kosma;1968;dieBasis;Krefeld II – Wesel II;-1;-1;2021
Thomas;Mahlberg;1965;CDU;Duisburg I;-1;-1;2021
Bärbel;Bas;1968;SPD;Duisburg I;-1;-1;2021
Charline;Kappes;1994;FDP;Duisburg I;-1;-1;2021
Sascha;Lensing;1973;AfD;Duisburg I;-1;-1;2021
Lamya;Kaddor;1978;GRÜNE;Duisburg I;-1;-1;2021
Mirze;Edis;1972;DIE LINKE;Duisburg I;-1;-1;2021
Jan Luca;Richter;1999;FREIE WÄHLER;Duisburg I;-1;-1;2021
Günther;Bittel;1953;MLPD;Duisburg I;-1;-1;2021
Felix;Engelke;1992;dieBasis;Duisburg I;-1;-1;2021
Boris;Opfer;1967;EB: Opfer;Duisburg I;-1;-1;2021
Fatma;Ergin;1984;EB: Ergin;Duisburg I;-1;-1;2021
Volker Peter;Mosblech;1955;CDU;Duisburg II;-1;-1;2021
Mahmut;Özdemir;1987;SPD;Duisburg II;-1;-1;2021
Markus;Giesler;1990;FDP;Duisburg II;-1;-1;2021
Rainer Robert;Holfeld;1958;AfD;Duisburg II;-1;-1;2021
Felix;Banaszak;1989;GRÜNE;Duisburg II;-1;-1;2021
Christian;Leye;1981;DIE LINKE;Duisburg II;-1;-1;2021
Mark;Altenschmidt;1977;FREIE WÄHLER;Duisburg II;-1;-1;2021
Peter;Römmele;1977;MLPD;Duisburg II;-1;-1;2021
Beate Jolanthe;Buchta;1969;dieBasis;Duisburg II;-1;-1;2021
Marliese Barbara;Lenz;1960;EB: Lenz;Duisburg II;-1;-1;2021
Ayfer;Saygili;1974;EB: Saygili;Duisburg II;-1;-1;2021
Roland;Helmer;1964;UNABHÄNGIGE;Duisburg II;-1;-1;2021
Marie-Luise;Dött;1953;CDU;Oberhausen – Wesel III;-1;-1;2021
Dirk;Vöpel;1971;SPD;Oberhausen – Wesel III;-1;-1;2021
Roman Andreas Dirk;Müller-Böhm;1992;FDP;Oberhausen – Wesel III;-1;-1;2021
Olaf;Wilhelm;1971;AfD;Oberhausen – Wesel III;-1;-1;2021
Stefanie;Weyland;1968;GRÜNE;Oberhausen – Wesel III;-1;-1;2021
Sascha Heribert;Wagner;1980;DIE LINKE;Oberhausen – Wesel III;-1;-1;2021
Hans-Joachim;Sommers;1958;Die PARTEI;Oberhausen – Wesel III;-1;-1;2021
Guido German;Horn;1964;FREIE WÄHLER;Oberhausen – Wesel III;-1;-1;2021
Simon;Thomas;1992;V-Partei³;Oberhausen – Wesel III;-1;-1;2021
Erhan;Aktürk;1965;MLPD;Oberhausen – Wesel III;-1;-1;2021
Ralf;Wosnek;1968;dieBasis;Oberhausen – Wesel III;-1;-1;2021
Astrid;Timmermann-Fechter;1963;CDU;Mülheim – Essen I;-1;-1;2021
Sebastian;Fiedler;1973;SPD;Mülheim – Essen I;-1;-1;2021
Joachim;vom Berg;1974;FDP;Mülheim – Essen I;-1;-1;2021
Alexander;Wrese;1978;AfD;Mülheim – Essen I;-1;-1;2021
Franziska;Krumwiede-Steiner;1985;GRÜNE;Mülheim – Essen I;-1;-1;2021
Eliseo Francesco;Maugeri;2003;DIE LINKE;Mülheim – Essen I;-1;-1;2021
Pascal Marius;Plew;1998;Die PARTEI;Mülheim – Essen I;-1;-1;2021
Joachim Heinrich;Kluft;1962;FREIE WÄHLER;Mülheim – Essen I;-1;-1;2021
Hannes;Stockert;1972;MLPD;Mülheim – Essen I;-1;-1;2021
Peter;Köster;1955;DKP;Mülheim – Essen I;-1;-1;2021
Nicole;Weber;1972;dieBasis;Mülheim – Essen I;-1;-1;2021
Horst;Bilo;1957;EB: Bilo;Mülheim – Essen I;-1;-1;2021
Florian;Fuchs;1985;CDU;Essen II;-1;-1;2021
Dirk;Heidenblut;1961;SPD;Essen II;-1;-1;2021
Martin;Hollinger;1981;FDP;Essen II;-1;-1;2021
Andrea;Poußet;1961;AfD;Essen II;-1;-1;2021
Christine;Müller-Hechfellner;1967;GRÜNE;Essen II;-1;-1;2021
Jules;El-Khatib;1991;DIE LINKE;Essen II;-1;-1;2021
Christian Sven;Gröll;1989;Die PARTEI;Essen II;-1;-1;2021
Wilfried;Adamy;1963;FREIE WÄHLER;Essen II;-1;-1;2021
Gabriele;Fechtner;1977;MLPD;Essen II;-1;-1;2021
Siw;Mammitzsch;1977;DKP;Essen II;-1;-1;2021
Frank;Solga;1969;dieBasis;Essen II;-1;-1;2021
Matthias;Hauer;1977;CDU;Essen III;-1;-1;2021
Gereon;Wolters;1966;SPD;Essen III;-1;-1;2021
Rüdiger;König;1958;FDP;Essen III;-1;-1;2021
Stefan;Keuter;1972;AfD;Essen III;-1;-1;2021
Kai;Gehring;1977;GRÜNE;Essen III;-1;-1;2021
Ezgi Bilge;Güyildar;1987;DIE LINKE;Essen III;-1;-1;2021
Martin Oliver;Lange;1990;Die PARTEI;Essen III;-1;-1;2021
Kai;Hemsteeg;1981;FREIE WÄHLER;Essen III;-1;-1;2021
Dirk;Willing;1971;MLPD;Essen III;-1;-1;2021
Diana;Kummer;1986;DKP;Essen III;-1;-1;2021
Volker;Wild;1959;dieBasis;Essen III;-1;-1;2021
Dirk;Schmidt;1968;LKR;Essen III;-1;-1;2021
Michael;Breilmann;1983;CDU;Recklinghausen I;-1;-1;2021
Frank;Schwabe;1970;SPD;Recklinghausen I;-1;-1;2021
Marlies Anna;Greve;1980;FDP;Recklinghausen I;-1;-1;2021
Lutz Udo;Wagner;1968;AfD;Recklinghausen I;-1;-1;2021
Nils Oliver Arne;Stennei;1998;GRÜNE;Recklinghausen I;-1;-1;2021
Uwe;Biletzke;1965;DIE LINKE;Recklinghausen I;-1;-1;2021
Carsten Michael;Majewski;1963;Die PARTEI;Recklinghausen I;-1;-1;2021
Klaus Thomas;Dumberger;1964;MLPD;Recklinghausen I;-1;-1;2021
Werner Hans;Sarbok;1954;DKP;Recklinghausen I;-1;-1;2021
Marcus;Puller;1966;dieBasis;Recklinghausen I;-1;-1;2021
Lars Andre;Ehm;1976;CDU;Recklinghausen II;-1;-1;2021
Brian;Nickholz;1989;SPD;Recklinghausen II;-1;-1;2021
Robert Franz;Heinze;1955;FDP;Recklinghausen II;-1;-1;2021
Bernard;Keber;1948;AfD;Recklinghausen II;-1;-1;2021
Robin;Conrad;1997;GRÜNE;Recklinghausen II;-1;-1;2021
Ulrike;Eifler;1975;DIE LINKE;Recklinghausen II;-1;-1;2021
Angelina Sara-Maria;Klementz;2001;Die PARTEI;Recklinghausen II;-1;-1;2021
Sabine;Leopold;1958;MLPD;Recklinghausen II;-1;-1;2021
Detlev;Beyer-Peters;1957;DKP;Recklinghausen II;-1;-1;2021
Laura Ann;Rosen;1994;CDU;Gelsenkirchen;-1;-1;2021
Markus;Töns;1964;SPD;Gelsenkirchen;-1;-1;2021
Marco;Buschmann;1977;FDP;Gelsenkirchen;-1;-1;2021
Jörg;Schneider;1964;AfD;Gelsenkirchen;-1;-1;2021
Irene;Mihalic;1976;GRÜNE;Gelsenkirchen;-1;-1;2021
Ayten;Kaplan;1970;DIE LINKE;Gelsenkirchen;-1;-1;2021
Claudia;Kapuschinski;1987;Die PARTEI;Gelsenkirchen;-1;-1;2021
Frank;Perlik;1965;FREIE WÄHLER;Gelsenkirchen;-1;-1;2021
Lisa Ursula;Gärtner;1986;MLPD;Gelsenkirchen;-1;-1;2021
Frank Gustav;Lustig;1967;dieBasis;Gelsenkirchen;-1;-1;2021
Ronald Günter;Wetklo;1959;EB: Wetklo;Gelsenkirchen;-1;-1;2021
Jens Georg;Spahn;1980;CDU;Steinfurt I – Borken I;-1;-1;2021
Sarah;Lahrkamp;1981;SPD;Steinfurt I – Borken I;-1;-1;2021
Alexander;Brockmeier;1992;FDP;Steinfurt I – Borken I;-1;-1;2021
Torsten;Etgeton;1970;AfD;Steinfurt I – Borken I;-1;-1;2021
Alexandra;Schoo;1987;GRÜNE;Steinfurt I – Borken I;-1;-1;2021
Gerrit;Bresch;1992;DIE LINKE;Steinfurt I – Borken I;-1;-1;2021
Lars;Nowak;1990;Die PARTEI;Steinfurt I – Borken I;-1;-1;2021
Markus;Krafczyk;1978;FREIE WÄHLER;Steinfurt I – Borken I;-1;-1;2021
Sven;Volmering;1976;CDU;Bottrop – Recklinghausen III;-1;-1;2021
Michael;Gerdes;1960;SPD;Bottrop – Recklinghausen III;-1;-1;2021
Sebastian;Steinzen;1976;FDP;Bottrop – Recklinghausen III;-1;-1;2021
Detlef;Bauer;1960;AfD;Bottrop – Recklinghausen III;-1;-1;2021
Kim Alexandra;Wiesweg;1997;GRÜNE;Bottrop – Recklinghausen III;-1;-1;2021
Lisa;Ellermann;2002;DIE LINKE;Bottrop – Recklinghausen III;-1;-1;2021
Ingo;Lilienthal;1977;Die PARTEI;Bottrop – Recklinghausen III;-1;-1;2021
Bärbel;Kersken;1964;MLPD;Bottrop – Recklinghausen III;-1;-1;2021
Jörg;Wingold;1954;DKP;Bottrop – Recklinghausen III;-1;-1;2021
Norbert;Manniegel;1966;dieBasis;Bottrop – Recklinghausen III;-1;-1;2021
Klausjochen;Berger;1971;LKR;Bottrop – Recklinghausen III;-1;-1;2021
Anne;König;1984;CDU;Borken II;-1;-1;2021
Nadine;Heselhaus;1978;SPD;Borken II;-1;-1;2021
Karlheinz;Busen;1951;FDP;Borken II;-1;-1;2021
Michael;Espendiller;1989;AfD;Borken II;-1;-1;2021
Bernhard Theodor;Lammersmann;1964;GRÜNE;Borken II;-1;-1;2021
Michael;Frieg;1990;DIE LINKE;Borken II;-1;-1;2021
Tobias;Finke;1997;Die PARTEI;Borken II;-1;-1;2021
Bastian;Nitsche;1974;FREIE WÄHLER;Borken II;-1;-1;2021
Marc;Henrichmann;1976;CDU;Coesfeld – Steinfurt II;-1;-1;2021
Johannes;Waldmann;1988;SPD;Coesfeld – Steinfurt II;-1;-1;2021
René;Arning;1991;FDP;Coesfeld – Steinfurt II;-1;-1;2021
Leonhard;Martin;1961;AfD;Coesfeld – Steinfurt II;-1;-1;2021
Anne Monika;Spallek;1968;GRÜNE;Coesfeld – Steinfurt II;-1;-1;2021
Klaus Julius;Stegemann;1960;DIE LINKE;Coesfeld – Steinfurt II;-1;-1;2021
Stephan;Heitbaum;1974;FREIE WÄHLER;Coesfeld – Steinfurt II;-1;-1;2021
Heinz;Eul;1965;dieBasis;Coesfeld – Steinfurt II;-1;-1;2021
Anja Maria-Antonia;Karliczek;1971;CDU;Steinfurt III;-1;-1;2021
Jürgen;Coße;1969;SPD;Steinfurt III;-1;-1;2021
Christian;Markert;1987;FDP;Steinfurt III;-1;-1;2021
