Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;Listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Deniz Oruç;Çelik;1996;Volt;-1;Bayern;18;;;Dachau;Student;2021
Johanna Christine;Reichel;1997;Volt;-1;Bayern;19;;;Bad Wiessee;Eventmanagerin;2021
Tim;Petrich;1994;Volt;-1;Bayern;20;;;Nürnberg;Geograph;2021
Lennart Christoph;Grabe;1988;Volt;-1;Bayern;21;;;München;Redakteur;2021
Christine Stefanie;Paul-Eger;1968;Volt;-1;Bayern;22;;;Augsburg;Referentin Unternehmenskommunikation;2021
Jürgen;Fellmer;1969;Volt;-1;Bayern;23;;;München;Verwaltungsangestellter;2021
Annegret;Kramp-Karrenbauer;1962;CDU;-1;Saarland;1;;;Püttlingen;Bundesministerin der Verteidigung;2021
Peter;Altmaier;1958;CDU;-1;Saarland;2;;;Rehlingen-Siersburg;Jurist;2021
Nadine;Schön;1983;CDU;-1;Saarland;3;;;Tholey;Mitglied des Deutschen Bundestages;2021
Markus Alexander;Uhl;1979;CDU;-1;Saarland;4;;;Homburg;Dipl.-Kaufmann;2021
Philip Maria Albert;Hoffmann;1988;CDU;-1;Saarland;5;;;Merzig;Wirtschaftswissenschaftler;2021
Julia Friederike;Albert;1990;CDU;-1;Saarland;6;;;Neunkirchen;Regierungsbeschäftigte;2021
Sirin;Özfirat;1983;CDU;-1;Saarland;7;Dr.;;Saarbrücken;Ministerialrätin;2021
Markus;Groß;1978;CDU;-1;Saarland;8;Dr.;;Eppelborn;Rechtsanwalt;2021
Ralph Helmut;Schmidt;1970;CDU;-1;Saarland;9;;;Riegelsberg;Dipl.-Ing. Architekt;2021
Sandra;Brühl;1977;CDU;-1;Saarland;10;;;Merzig;Dipl.-Kauffrau;2021
Markus;Franz;1963;CDU;-1;Saarland;11;;;Saarbrücken;Betriebsratsvorsitzender;2021
Sandra;Derschang-Sailer;1974;CDU;-1;Saarland;12;;;St. Ingbert;Sparkassenbetriebswirtin;2021
Jonas;Reiter;1996;CDU;-1;Saarland;13;;;Nonnweiler;wiss. Mitarbeiter;2021
Alberina;Karaxha;1989;CDU;-1;Saarland;14;;;Saarlouis;Immobilienkauffrau;2021
Larissa Dorothea;Krein-Kallenborn;1990;CDU;-1;Saarland;15;;;Nalbach;Vertriebsbeauftragte;2021
Judith Elke;Jung;1980;CDU;-1;Saarland;16;;;Namborn;Dipl.-Kulturwissenschaftlerin;2021
Eva Marianne;Bastian;1959;CDU;-1;Saarland;17;;;Quierschied;Bankkauffrau;2021
Susanne Maria;Tornes;1967;CDU;-1;Saarland;18;;;Schiffweiler;Bankfachwirtin;2021
Alina Maria;Körner;1998;CDU;-1;Saarland;19;;;Wadern;Studentin;2021
Fabian;Laßotta;1994;CDU;-1;Saarland;20;;;St. Ingbert;Bauingenieur;2021
Heiko Josef;Maas;1966;SPD;-1;Saarland;1;;;Saarbrücken;Jurist;2021
Josephine Loulou;Ortleb;1986;SPD;-1;Saarland;2;;;Saarbrücken;Restaurantfachfrau;2021
Christian;Petry;1965;SPD;-1;Saarland;3;;;Illingen;Dipl.-Verwaltungswirt;2021
Emily Anna;Vontz;2000;SPD;-1;Saarland;4;;;Losheim am See;Studentin;2021
Esra-Leon Ruben;Limbacher;1989;SPD;-1;Saarland;5;;;Homburg;Jurist;2021
Fabienne Justine;Eli;1997;SPD;-1;Saarland;6;;;Neunkirchen;Gewerkschaftssekretärin;2021
Bernhard Dietrich;Dick;1958;SPD;-1;Saarland;7;;;Kleinblittersdorf;Dipl.-Informatiker;2021
Katharina;Trauden;1989;SPD;-1;Saarland;8;;;Heusweiler;Sozialarbeiterin, Sozialpädagogin;2021
Patrick Matthias;Müller;1970;SPD;-1;Saarland;9;;;Nalbach;Dipl.-Kaufmann;2021
Michaela;Müller;1983;SPD;-1;Saarland;10;;;St. Ingbert;Juristin;2021
Janusz Marius;Ehrlich;1991;SPD;-1;Saarland;11;;;Saarbrücken;Angestellter;2021
Anja;Gelzleichter;1969;SPD;-1;Saarland;12;;;Namborn;Industriekauffrau;2021
Michael Wilfried;Fixemer;1975;SPD;-1;Saarland;13;;;Perl;Dipl.-Ingenieur (FH);2021
Rosemarie Helga;Moog;1962;SPD;-1;Saarland;14;;;Sulzbach/ Saar;Krankenschwester;2021
Jan;Stähly;1991;SPD;-1;Saarland;15;;;Völklingen;BioGeoWissenschaften (M. Sc.);2021
Thomas;Lutze;1969;DIE LINKE;-1;Saarland;1;;;Saarbrücken;Maschinenbauer, Bürokaufmann;2021
Andrea;Neumann;1967;DIE LINKE;-1;Saarland;2;;;Neunkirchen;Angestellte;2021
Dagmar;Ensch-Engel;1955;DIE LINKE;-1;Saarland;3;;;Beckingen;Dipl.-Ing. Versorgungstechnik (FH);2021
Michael;Bleines;1957;DIE LINKE;-1;Saarland;4;;;Saarbrücken;Maschinenschlosser;2021
Thomas;Jenal;1964;DIE LINKE;-1;Saarland;5;;;Ensdorf;Dachdecker;2021
Herbert Wolfgang;Jacob;1955;DIE LINKE;-1;Saarland;6;;;Saarbrücken;Rentner;2021
Christian Friedrich;Wirth;1963;AfD;-1;Saarland;1;Dr.;;Blieskastel;Rechtsanwalt;2021
Carsten Roland;Becker;1990;AfD;-1;Saarland;2;;;Saarlouis;Elektroniker;2021
Vanessa;Haas;1999;AfD;-1;Saarland;3;;;Homburg;Wirtschaftsinformatikerin;2021
Werner Heinz;Schwaben;1961;AfD;-1;Saarland;4;;;Saarbrücken;Dachdecker;2021
Eduard Andreas;Kockelmann;2000;AfD;-1;Saarland;5;;;Saarlouis;Student;2021
Oliver;Luksic;1979;FDP;-1;Saarland;1;;;Heusweiler;Mitglied des Deutschen Bundestages;2021
Paul Helmut;Isringhaus;1949;FDP;-1;Saarland;2;Dr.;;Saarbrücken;Arzt;2021
Angelika;Hießerich-Peter;1964;FDP;-1;Saarland;3;;;Mettlach;Hotelier;2021
Dennis Sascha;Ditz;1972;FDP;-1;Saarland;4;;;Spiesen-Elversberg;Berufssoldat;2021
Benjamin;Rausch;2000;FDP;-1;Saarland;5;;;Nohfelden;Student;2021
Danny Marlon;Meyer;1997;FDP;-1;Saarland;6;;;Püttlingen;Student;2021
Jeannine;Bonaventura;1974;FDP;-1;Saarland;7;Dr.;;St. Wendel;Zahnärztin;2021
Vera Maria;Haböck;1974;FDP;-1;Saarland;8;;;Schiffweiler;med.-techn. Radiologieassistentin;2021
Sabine Elfriede;Reiter;1984;FDP;-1;Saarland;9;;;Neunkirchen;Erzieherin;2021
Heike;Müller;1969;FDP;-1;Saarland;10;;;Saarbrücken;kaufm. Angestellte;2021
Michael;Kiefer;1989;Die PARTEI;-1;Saarland;1;;;Saarlouis;Nachhaltigkeitsexperte;2021
Nicole;Brombacher;1975;Die PARTEI;-1;Saarland;2;;;Saarbrücken;Hotelfachfrau;2021
Michelle;Biesel;1995;Die PARTEI;-1;Saarland;3;;;Saarbrücken;Shopmanagerin;2021
Almut;Deeß;1980;Die PARTEI;-1;Saarland;4;;;Saarbrücken;Heilpraktikerin;2021
Evelyne;Görlinger;1993;Die PARTEI;-1;Saarland;5;;;St. Ingbert;Studentin;2021
Christian Albert;Weber;1984;Die PARTEI;-1;Saarland;6;;;St. Ingbert;Transportleiter;2021
Christian;Remark;1975;Die PARTEI;-1;Saarland;7;;;Saarbrücken;Erzieher;2021
Uwe Andreas;Kammer;1966;FREIE WÄHLER;-1;Saarland;1;;;Wallerfangen;staatl. geprüfter Techniker, Berufsoffizier;2021
Verena Karin Maria Anna;Lehnert;1985;FREIE WÄHLER;-1;Saarland;2;;;Schwalbach;Kauffrau Gesundheitswesen;2021
Nadine Daniela;Puhl;1985;FREIE WÄHLER;-1;Saarland;3;;;Sulzbach/ Saar;Kauffrau Groß- und Außenhandel;2021
Roman;Maurer;1966;FREIE WÄHLER;-1;Saarland;4;;;St. Wendel;selbst. Karosserie- und Fahrzugbauer;2021
Brandon Lee;Posse;1997;FREIE WÄHLER;-1;Saarland;5;;;Neunkirchen;freier Fotograf;2021
Michelle Monique;Lang;1997;FREIE WÄHLER;-1;Saarland;6;;;Neunkirchen;Hausfrau;2021
Bernd Hans;Schlachter;1955;FREIE WÄHLER;-1;Saarland;7;;;Sulzbach/ Saar;Elektromeister;2021
Clemens Maria;Werle;1962;FREIE WÄHLER;-1;Saarland;8;;;Freisen;Bankbetriebswirt;2021
Axel Christopher;Kammerer;1969;FREIE WÄHLER;-1;Saarland;9;;;Blieskastel;Unternehmer;2021
Klaus;Hoffmann;1963;FREIE WÄHLER;-1;Saarland;10;;;Wallerfangen;TV-Produzent, Sportmanager;2021
Ralf;Baureis;1962;FREIE WÄHLER;-1;Saarland;11;;;Namborn;Dipl.-Ing. Architekt;2021
Verena Luise;Kammer;1957;FREIE WÄHLER;-1;Saarland;12;;;Wallerfangen;selbst. Friseurin;2021
Otfried Richard;Best;1957;NPD;-1;Saarland;1;;;Völklingen;Handelsvertreter;2021
Alexander;Oberleuck;1973;NPD;-1;Saarland;2;;;Saarlouis;Baumaschinenführer;2021
Uwe;Sebastiani;1966;NPD;-1;Saarland;3;;;Saarbrücken;Maler und Lackierer;2021
Klaus;Schummer;1972;PIRATEN;-1;Saarland;1;;;St. Ingbert;Gärtner;2021
Holger Rainer;Gier;1983;PIRATEN;-1;Saarland;2;;;Saarlouis;Jurist;2021
Jörg;Arweiler;1974;PIRATEN;-1;Saarland;3;;;Saarlouis;Jurist;2021
Ralf;Petermann;1968;PIRATEN;-1;Saarland;4;;;Saarwellingen;Beamter;2021
Rolf Paul Johannes;Tickert;1955;MLPD;-1;Saarland;1;;;Saarbrücken;Arzt;2021
Susanne Krimhilde;Aulenbacher;1958;MLPD;-1;Saarland;2;;;Saarbrücken;Elektrikerin;2021
Andreas;Goebel;1964;MLPD;-1;Saarland;3;;;Großrosseln;Mediengestalter;2021
Helmut Rudi;Bohn-Klein;1952;MLPD;-1;Saarland;4;;;Neunkirchen;exam. Krankenpfleger;2021
Sebastian Shawn Werner;Hentschel;1993;MLPD;-1;Saarland;5;;;Darmstadt;Studierender;2021
Steffi;Richter;1965;dieBasis;-1;Saarland;1;;;Saarbrücken;selbst. Ergotherapeutin;2021
Udo Roman;Guldner;1960;dieBasis;-1;Saarland;2;;;Saarbrücken;Dipl.-Kaufmann;2021
Jürgen Michael;Welsch;1970;dieBasis;-1;Saarland;3;;;St. Ingbert;Dipl.-Ingenieur Maschinenbau (BA);2021
Hans-Theo Maria;Both;1960;dieBasis;-1;Saarland;4;;;Lebach;Betriebswirt bAV (FH), Rentenberater;2021
Doris Maria;Mohr;1955;dieBasis;-1;Saarland;5;;;Bexbach;Wirtschaftsinformatikerin;2021
Hans-Stefan Armin;Peterlowitz;1944;dieBasis;-1;Saarland;6;;;Saarbrücken;Rentner;2021
Mauro;Mancini;1972;dieBasis;-1;Saarland;7;;;Saarbrücken;Gastronomiehelfer;2021
Ute Elisabeth;Weisang;1966;dieBasis;-1;Saarland;8;;;St. Ingbert;Marketingmanagerin;2021
Heinz Joachim;Denne;1958;dieBasis;-1;Saarland;9;;;Merchweiler;Schlosser;2021
Helge Erno;Reichert;1960;dieBasis;-1;Saarland;10;;;Saarbrücken;Elektrotechniker;2021
Claus;Jacob;1969;ÖDP;-1;Saarland;1;Prof. Dr.;;St. Ingbert;Universitätsprofessor;2021
Katharina Dominique;Molitor;1984;ÖDP;-1;Saarland;2;;;Saarbrücken;Regisseurin und Bildungsreferentin für nachhaltige Entwicklung;2021
Philipp-Noah;Groß;2000;ÖDP;-1;Saarland;3;;;Schwalbach;Softwareentwickler;2021
Andrea Gabriele;Honecker;1970;ÖDP;-1;Saarland;4;;;Heusweiler;Förderschullehrerin i. R.;2021
Nico;Herrmann;1999;ÖDP;-1;Saarland;5;;;Saarbrücken;Bundesfreiwilligendienstleistender;2021
Thomas Rudi;Weber;1967;Tierschutzpartei;-1;Saarland;1;;;St. Wendel;selbst. Medien- und Webdesigner;2021
Pamela Gabriele;Weber;1977;Tierschutzpartei;-1;Saarland;2;;;St. Wendel;Erzieherin;2021
Mike Roger;Weber;1969;Tierschutzpartei;-1;Saarland;3;;;Homburg;Elektriker;2021
Pia Maria;Bauer;1980;Tierschutzpartei;-1;Saarland;4;;;Merzig;Mediengestalterin;2021
Tobias;Metz;1991;Team Todenhöfer;-1;Saarland;1;;;Nonnweiler;Programmierer;2021
Pascal;Gindorf;1996;Team Todenhöfer;-1;Saarland;2;;;Saarlouis;Mechatroniker;2021
Jessica;Strasser;1994;Team Todenhöfer;-1;Saarland;3;;;Nonnweiler;Erzieherin;2021
Thomas;Gorasdza;1978;Team Todenhöfer;-1;Saarland;4;;;Saarlouis;selbstständig;2021
Nicolas;Künzel;1993;Volt;-1;Saarland;1;;;Saarbrücken;wiss. Mitarbeiter;2021
Andreea-Cristina;Gheorghe;1981;Volt;-1;Saarland;2;;;Sulzbach/ Saar;Grafikdesignerin (B. A.);2021
Martin;Duda;1991;Volt;-1;Saarland;3;;;Püttlingen;Student;2021
Sarah Cathérine Hannah;Hamm;1994;Volt;-1;Saarland;4;;;Püttlingen;Rechtsreferendarin;2021
Rainer Maria;Folz;1958;Volt;-1;Saarland;5;;;Merzig;Pensionär;2021
Monika;Grütters;1962;CDU;-1;Berlin;1;;;Berlin;Kunsthistorikerin;2021
Jan-Marco;Luczak;1975;CDU;-1;Berlin;2;Dr.;;Berlin;Rechtsanwalt;2021
Ottilie Paola;Klein;1984;CDU;-1;Berlin;3;Dr.;;Berlin;Abteilungsdirektorin;2021
Thomas;Heilmann;1964;CDU;-1;Berlin;4;;;Berlin;Jurist;2021
Klaus-Dieter;Gröhler;1966;CDU;-1;Berlin;5;;;Berlin;MdB, Jurist;2021
Claudia;Pechstein;1972;CDU;-1;Berlin;6;;;Berlin;Bundespolizistin, Leistungssportlerin;2021
Christina;Schwarzer;1976;CDU;-1;Berlin;7;;;Berlin;selbstständig;2021
Kevin;Kratzsch;1982;CDU;-1;Berlin;8;;;Berlin;Schausteller, Gastronom;2021
Jörg;Schumacher;1964;CDU;-1;Berlin;9;;;Berlin;Rechtsanwalt;2021
Vanessa;Tietz;1989;CDU;-1;Berlin;10;;;Berlin;Studentin (M. A.), stud. Mitarbeiterin;2021
Petra Angelika;Pau;1963;DIE LINKE;-1;Berlin;1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Pascal;Meiser;1975;DIE LINKE;-1;Berlin;2;;;Berlin;MdB, Dipl.-Politikwissenschaftler;2021
Gesine;Lötzsch;1961;DIE LINKE;-1;Berlin;3;Dr.;;Berlin;Mitglied des Deutschen Bundestages;2021
Udo;Wolf;1962;DIE LINKE;-1;Berlin;4;;;Berlin;Mitglied des Berliner Abgeordnetenhauses;2021
Helin Evrim;Sommer;1971;DIE LINKE;-1;Berlin;5;;;Berlin;Mitglied des Deutschen Bundestages;2021
Martin;Neise;1988;DIE LINKE;-1;Berlin;6;;;Berlin;polit. Bildner;2021
Lucia;Schnell;1979;DIE LINKE;-1;Berlin;7;;;Berlin;wiss. Mitarbeiterin im Deutschen Bundestag;2021
Alexander;King;1969;DIE LINKE;-1;Berlin;8;;;Berlin;wiss. Mitarbeiter;2021
Anika;Taschke;1991;DIE LINKE;-1;Berlin;9;;;Berlin;Referentin für Zeitgeschichte;2021
Marcus Dirk;Otto;1969;DIE LINKE;-1;Berlin;10;;;Berlin;Betreuer;2021
Rainer Michael;Müller;1964;SPD;-1;Berlin;1;;;Berlin;Regierender Bürgermeister;2021
Cansel;Kiziltepe;1975;SPD;-1;Berlin;2;;;Berlin;MdB, Dipl.-Volkswirtin;2021
Kevin;Kühnert;1989;SPD;-1;Berlin;3;;;Berlin;Angestellter;2021
Annika Gisela;Klose;1992;SPD;-1;Berlin;4;;;Berlin;Sozialwissenschaftlerin;2021
Ruppert Fritz Johannes;Stüwe;1978;SPD;-1;Berlin;5;;;Berlin;Dipl.-Volkswirt, Angestellter;2021
Ana-Maria;Trăsnea;1994;SPD;-1;Berlin;6;;;Berlin;Referentin;2021
Torsten;Einstmann;1965;SPD;-1;Berlin;7;;;Berlin;Dipl.-Sozialwissenschaftler;2021
Anja Sigrid;Ingenbleek;1971;SPD;-1;Berlin;8;Dr.;;Berlin;Lehrerin;2021
Enrico;Bloch;1971;SPD;-1;Berlin;9;;;Berlin;freigestellter Betriebsrat;2021
Alexandra Julius;Frölich;1977;SPD;-1;Berlin;10;;;Berlin;Künstlerin;2021
Ulrike Antje;Rosensky;1979;SPD;-1;Berlin;11;;;Berlin;Rechtsanwalts- und Notarfachangestellte;2021
Barbara Eva;Loth;1957;SPD;-1;Berlin;12;;;Berlin;Rechtsanwältin;2021
Elisabeth Maria;Paus;1968;GRÜNE;-1;Berlin;1;;;Berlin;Mitglied des Deutschen Bundestages;2021
Stefan;Gelbhaar;1976;GRÜNE;-1;Berlin;2;;;Berlin;Rechtsanwalt;2021
Renate Elly;Künast;1955;GRÜNE;-1;Berlin;3;;;Berlin;Mitglied des Deutschen Bundestages;2021
Andreas;Audretsch;1984;GRÜNE;-1;Berlin;4;;;Berlin;Beamter;2021
Nina;Stahr;1982;GRÜNE;-1;Berlin;5;;;Berlin;Landesvorsitzende;2021
Laura Sophie;Dornheim;1983;GRÜNE;-1;Berlin;6;Dr.;;Berlin;Dipl.-Wirtschaftsinformatikerin;2021
Annkatrin;Esser;1997;GRÜNE;-1;Berlin;7;;;Berlin;Studentin;2021
Juliana;Wimmer;1989;GRÜNE;-1;Berlin;8;;;Berlin;Juristin;2021
Hanna;Steinmüller;1993;GRÜNE;-1;Berlin;9;;;Berlin;wiss. Mitarbeiterin;2021
Bernd;Schwarz;1980;GRÜNE;-1;Berlin;10;;;Berlin;wiss. Mitarbeiter;2021
Maya;Richter;2001;GRÜNE;-1;Berlin;11;;;Berlin;Studentin;2021
Philip Alexander;Hiersemenzel;1974;GRÜNE;-1;Berlin;12;;;Berlin;Journalist, Autor & Berater;2021
Susanne;Jahn;1960;GRÜNE;-1;Berlin;13;;;Berlin;Stadtplanerin;2021
Simon Gabriel;Müller;1981;GRÜNE;-1;Berlin;14;;;Berlin;Dipl.-Physiker;2021
Nicole;Holtz;1978;GRÜNE;-1;Berlin;15;;;Berlin;Pressereferentin;2021
Torsten;Kirschke;1983;GRÜNE;-1;Berlin;16;;;Berlin;arbeitslos;2021
Bianka;Denfeld;1961;GRÜNE;-1;Berlin;17;;;Berlin;selbst. Gutachterin;2021
Steffen;Laube;1995;GRÜNE;-1;Berlin;18;;;Berlin;Student;2021
Johanna Esther Leonie;Haffner;1992;GRÜNE;-1;Berlin;19;;;Berlin;Studentin;2021
Tarek;Annan;1986;GRÜNE;-1;Berlin;20;;;Berlin;Geschäftsführung des Mittelstand 4.0, Kompetenzzentrum IT-Wirtschaft;2021
Beatrix;Storch;1971;AfD;-1;Berlin;1;;von;Berlin;MdB, Rechtsanwältin;2021
Gottfried;Curio;1960;AfD;-1;Berlin;2;Dr.;;Berlin;MdA, Physiker;2021
Götz;Frömming;1968;AfD;-1;Berlin;3;Dr.;;Berlin;MdB, Gymnasiallehrer;2021
Georg;Pazderski;1951;AfD;-1;Berlin;4;;;Berlin;MdA, Pensionär;2021
Birgit Theresia;Malsack-Winkemann;1964;AfD;-1;Berlin;5;Dr.;;Berlin;Richterin am Landgericht;2021
Marcel;Goldammer;1987;AfD;-1;Berlin;6;;;Jettenbach;freier Journalist;2021
Denis;Henkel;1975;AfD;-1;Berlin;7;;;Berlin;Volljurist;2021
Mêtonou;Démagbo;1980;AfD;-1;Berlin;8;;;Berlin;Übersetzer;2021
Christoph Werner;Meyer;1975;FDP;-1;Berlin;1;;;Berlin;MdB, Rechtsanwalt;2021
Daniela Kathrin;Kluckert;1980;FDP;-1;Berlin;2;;;Berlin;MdB, Dipl.-Volkswirtin;2021
Lars;Lindemann;1971;FDP;-1;Berlin;3;;;Kleinmachnow;Rechtsanwalt;2021
Hanns-Henning Kurt Reimer;Krumrey;1962;FDP;-1;Berlin;4;;;Berlin;Journalist;2021
Ann Cathrin;Riedel;1987;FDP;-1;Berlin;5;;;Berlin;Teammanagerin Digitalisierung und Innovation;2021
Janine;Falkenberg;1988;FDP;-1;Berlin;6;;;Berlin;Wirtschaftsjuristin, Personalreferentin;2021
Anna;Kryszan;1995;FDP;-1;Berlin;7;;;Berlin;Lehramtsanwärterin, Referendarin;2021
Nora;Röhner;1981;Die PARTEI;-1;Berlin;1;Dr.;;Berlin;Wissenschaftlerin für Frieden und Sicherheit;2021
Torsten;Leitner;1979;Die PARTEI;-1;Berlin;2;Dr.;;Berlin;Physiker;2021
Judith;Wodke;1981;Die PARTEI;-1;Berlin;3;Dr.;;Berlin;Theoretische Biophysikerin;2021
Jens;Glatzer;1976;Die PARTEI;-1;Berlin;4;Dr.;;Berlin;Philosoph, Künstler;2021
Sabine;Schiffer;1966;Die PARTEI;-1;Berlin;5;Dr.;;Berlin;Sprachwissenschaftlerin, Diskrimierungsf.;2021
Monja;Schünemann;1970;Die PARTEI;-1;Berlin;6;;;Berlin;Historikerin, Pflegeaktivistin;2021
Nina;Böhmer;1992;Die PARTEI;-1;Berlin;7;;;Neuenhagen bei Berlin;Gesundheits- und Krankenpflegerin;2021
Otto;Hempel;1981;Die PARTEI;-1;Berlin;8;;;Berlin;Gesundheits- und Krankenpfleger;2021
Barbara Marie;Scheiber;1988;Die PARTEI;-1;Berlin;9;;;Berlin;Gesundheits- und Krankenpflegerin;2021
Markus;Poschmann;1970;Die PARTEI;-1;Berlin;10;;;Berlin;Fachkrankenpfleger Psychiatrie;2021
Malina;Milluks;1995;Die PARTEI;-1;Berlin;11;;;Berlin;Studentin, Werkstudentin;2021
Marco;Holtz;1977;Die PARTEI;-1;Berlin;12;;;Berlin;Ergotherapeut;2021
Martin;Walter;1987;Die PARTEI;-1;Berlin;13;;;Berlin;Personaler im Pflegeunternehmen;2021
Madlen;Suchardt;1989;Die PARTEI;-1;Berlin;14;;;Berlin;Sozialpädagogin;2021
Andreas;Frielingsdorf;1981;Die PARTEI;-1;Berlin;15;;;Berlin;Sozialarbeiter;2021
Christiane;Meinecke;1956;Die PARTEI;-1;Berlin;16;;;Berlin;Sozialarbeiterin;2021
Johnny;Kiele;1991;Die PARTEI;-1;Berlin;17;;;Berlin;Straßenbahnfahrer;2021
Sabine;Kiele;1982;Die PARTEI;-1;Berlin;18;;;Berlin;Köchin;2021
Oliver;Leipold;1968;Die PARTEI;-1;Berlin;19;;;Berlin;Apotheker;2021
Annie Maria;Tarrach;1993;Die PARTEI;-1;Berlin;20;;;Berlin;Erzieherische Assistenz;2021
Georg;Tierbach;1991;Die PARTEI;-1;Berlin;21;;;Berlin;Verkäufer;2021
Johannes;Linke;1989;Die PARTEI;-1;Berlin;22;;;Berlin;Student;2021
Kerstin;Kruschwitz;1970;Die PARTEI;-1;Berlin;23;;;Berlin;Bankkauffrau;2021
Juri;Glässer;1979;Die PARTEI;-1;Berlin;24;;;Berlin;Ingenieur;2021
Christian;Schweiger;1978;Die PARTEI;-1;Berlin;25;;;Berlin;Angestellter;2021
Richard;Lucchesi;1986;Die PARTEI;-1;Berlin;26;;;Berlin;Systemtechniker;2021
Rhavin;Grobert;1975;Die PARTEI;-1;Berlin;27;;;Berlin;Techniker, Musiker, Administrator;2021
Martin Gregor;Pohlmann;1973;Die PARTEI;-1;Berlin;28;;;Berlin;Wirt;2021
Anna;Bauer;1989;Die PARTEI;-1;Berlin;29;;;Berlin;Studentin;2021
Andrea Simone;Schulteisz;1958;Die PARTEI;-1;Berlin;30;;;Berlin;Buchhalterin;2021
Erik Claus Nils;Westmann;1982;Die PARTEI;-1;Berlin;31;;;Berlin;Veranstaltungstechniker;2021
Knut;Steenwerth;1947;Die PARTEI;-1;Berlin;32;;;Berlin;Rentner;2021
Harald;Suckrow;1961;Die PARTEI;-1;Berlin;33;;;Berlin;Verwaltungsangestellter;2021
Benjamin;Marzahn;1982;Die PARTEI;-1;Berlin;34;;;Berlin;Unternehmensberater;2021
Christian;Fuchs;1976;Die PARTEI;-1;Berlin;35;;;Berlin;Physiotherapeut;2021
Christian Jörg;Grabert;1959;Die PARTEI;-1;Berlin;36;;;Berlin;Bundesbeamter;2021
Jan-Peter;Zitzmann;1984;Die PARTEI;-1;Berlin;37;;;Berlin;Rechnungsprüfer;2021
Bob;Knospe-Graefen;1998;Die PARTEI;-1;Berlin;38;;;Berlin;Student;2021
Paul;Schulz;1990;Die PARTEI;-1;Berlin;39;;;Berlin;Maschinen- und Anlagenführer;2021
Annett;Duden;1973;Die PARTEI;-1;Berlin;40;;;Berlin;Shopmanagerin im Tattoostudio;2021
Constantin;Lissner;1982;Die PARTEI;-1;Berlin;41;;;Berlin;IT-Sicherheitsexperte;2021
Bernd;Lanwer;1967;Die PARTEI;-1;Berlin;42;;;Berlin;techn. Angestellter;2021
Thorsten;Stetzkowski;1974;Die PARTEI;-1;Berlin;43;;;Berlin;arbeitslos;2021
Kewin;Popow;1981;Die PARTEI;-1;Berlin;44;;;Berlin;Gesundheits- und Krankenpfleger;2021
Roman;Archner;1980;Die PARTEI;-1;Berlin;45;;;Berlin;Requisiteur;2021
Julian;Tirpitz;1998;Die PARTEI;-1;Berlin;46;;;Berlin;Student;2021
Dietrich Alexander;Rink;1996;Tierschutzpartei;-1;Berlin;1;;;Berlin;Informatiker, Informatikstudent;2021
Aida Paola;Spiegeler Castañeda;1994;Tierschutzpartei;-1;Berlin;2;;;Berlin;Master of Laws (LL. M.);2021
Henriette;Spiering;1975;Tierschutzpartei;-1;Berlin;3;;;Berlin;Filmproduzentin;2021
Ina;Seidel-Grothe;1962;Tierschutzpartei;-1;Berlin;4;;;Berlin;Pädagogin;2021
Elke;Weihusen;1972;Tierschutzpartei;-1;Berlin;5;;;Berlin;Germanistin;2021
Steffen;Mengel;1986;Tierschutzpartei;-1;Berlin;6;;;Berlin;Unternehmer;2021
Pia;Voltz;1987;Tierschutzpartei;-1;Berlin;7;;;Berlin;Psychologin, Projektmanagerin;2021
Laura;Höll;1997;Tierschutzpartei;-1;Berlin;8;;;Berlin;Informatikerin;2021
Friederike;Nabrdalik;1994;Tierschutzpartei;-1;Berlin;9;;;Berlin;Verpackungsingenieurin;2021
Dario;Stänicke;1995;Tierschutzpartei;-1;Berlin;10;;;Berlin;Fachkraft Psychologie digitale Gesundheit;2021
Marie Charlotte;Motzkus;1995;Tierschutzpartei;-1;Berlin;11;;;Berlin;Studentin;2021
Ishai;Rosenbaum;1977;Tierschutzpartei;-1;Berlin;12;;;Berlin;Historiker, Politologe;2021
Franz Josef;Schmitt;1978;PIRATEN;-1;Berlin;1;Dr.;;Berlin;wiss. Mitarbeiter;2021
Therese;Lehnen;1963;PIRATEN;-1;Berlin;2;;;Berlin;Rechtsfachwirtin;2021
Simon;Kowalewski;1981;PIRATEN;-1;Berlin;3;;;Berlin;IT-Leiter, selbst. Ingenieur;2021
Jennifer;Emmrich;1986;PIRATEN;-1;Berlin;4;Dr.;;Berlin;integrale Organisationsbegleiterin, Projektmanagerin;2021
Marlene;Cieschinger;1959;PIRATEN;-1;Berlin;5;;;Berlin;Sekretärin;2021
Alexander;Spies;1955;PIRATEN;-1;Berlin;6;;;Berlin;Softwareentwickler;2021
Georg;Boroviczény;1947;PIRATEN;-1;Berlin;7;;;Berlin;Rentner;2021
Andrej;Springer;1960;PIRATEN;-1;Berlin;8;;;Berlin;Medienwart, Tram-Fahrer;2021
Dominique;Reinoß;1982;PIRATEN;-1;Berlin;9;;;Berlin;IT-Systemkaufmann;2021
Wieland;Wilkniß;1962;PIRATEN;-1;Berlin;10;;;Berlin;Dipl.-Ingenieur;2021
Michael;Schulz;1977;Die Grauen;-1;Berlin;1;;;Berlin;Fahrlehrer;2021
