Vornamen;Nachname;Geburtsjahr;partei;wahlkreis;bundesland;Listenplatz;Titel;Namenszusatz;Wohnort;Beruf;jahr
Ursula;Schade;1947;Die Grauen;-1;Berlin;2;;;Berlin;Rentnerin;2021
Benjamin;Methner;1984;Die Grauen;-1;Berlin;3;;;Berlin;selbstständig;2021
Doreen;Greif;1978;Die Grauen;-1;Berlin;4;;;Berlin;Büroangestellte;2021
Wolfgang;Rühlmann;1950;Die Grauen;-1;Berlin;5;;;Berlin;Rentner;2021
Stephanie;Liermann;1981;Die Grauen;-1;Berlin;6;;;Berlin;Bürokauffrau;2021
Klaus;Thiele;1981;Die Grauen;-1;Berlin;7;;;Berlin;Geschäftsführer;2021
Daniela;Frank;1978;Die Grauen;-1;Berlin;8;;;Berlin;Kauffrau Gesundheitswesen;2021
Claudia;Schugardt;1976;Die Grauen;-1;Berlin;9;;;Berlin;Kauffrau für Bürokommunikation;2021
Muna;Frank;1997;Die Grauen;-1;Berlin;10;;;Berlin;Auszubildende;2021
Tobias;Bauer;1982;FREIE WÄHLER;-1;Berlin;1;;;Berlin;Dipl.-Ingenieur, Lead IT-Security Consultant;2021
Ilja;Schwärsky-von Brünken;1979;FREIE WÄHLER;-1;Berlin;2;;;Berlin;Opernsänger;2021
Mandana;Share;1993;FREIE WÄHLER;-1;Berlin;3;;;Berlin;Personalleiterin;2021
Dirk;Steffel;1969;FREIE WÄHLER;-1;Berlin;4;;;Berlin;Dipl.-Einkaufsexperte (BME), Produktmanager;2021
Jörg;Bier;1972;FREIE WÄHLER;-1;Berlin;5;;;Berlin;Fluggerätemechaniker, Fachbereichsleiter Lufttüchtigkeit;2021
Olaf;König;1958;FREIE WÄHLER;-1;Berlin;6;;;Berlin;Geschäftsführer;2021
Felix;Werth;1978;Gesundheitsforschung;-1;Berlin;1;;;Berlin;Biowissenschaftler;2021
Nadine;Saul;1976;Gesundheitsforschung;-1;Berlin;2;Dr.;;Berlin;Biochemikerin;2021
Lars Clemens;Arnold;1968;ÖDP;-1;Berlin;1;;;Berlin;selbst. Unternehmensberater;2021
Jennifer;Rohwer;1977;ÖDP;-1;Berlin;2;;;Berlin;Beamtin;2021
Harald;Graetschel;1950;ÖDP;-1;Berlin;3;Dr.;;Berlin;Dipl.-Biologe;2021
Alina;Sahl;1992;ÖDP;-1;Berlin;4;;;Berlin;Psychologin;2021
Richard;Borrmann;1982;ÖDP;-1;Berlin;5;;;Nuthetal;Bauleitung Spezialtiefbau;2021
Steffen;Kadow;1988;ÖDP;-1;Berlin;6;;;Berlin;Umweltingenieur, Ingenieur erneuerbare Energien;2021
Alexander;Betzold;1980;ÖDP;-1;Berlin;7;;;Berlin;Verkehrsflugzeugführer;2021
Marion;Schmidt;1957;ÖDP;-1;Berlin;8;;;Berlin;Dipl.-Ingenieurin;2021
Raphael;Hillebrand;1982;du.;-1;Berlin;1;;;Berlin;Choreograph;2021
Nicole;Drakos;1971;du.;-1;Berlin;2;;;Berlin;Programmkoordinatorin, Angestellte;2021
Jamal;Kamano;1985;du.;-1;Berlin;3;;;Berlin;freiberufl. Sozialpädagoge, Musiker;2021
Edwin Florina;Greve;1993;du.;-1;Berlin;4;;;Berlin;Antidiskriminierungstrainer, Bildungsreferent;2021
Marie;Tornow;1982;du.;-1;Berlin;5;;;Berlin;Sekretärin im Gesundheitswesen;2021
Fabian;Blume;1978;du.;-1;Berlin;6;;;Berlin;Chief Operating Officer;2021
Tausi;Neumann;1974;du.;-1;Berlin;7;;;Berlin;Fitnesstrainerin;2021
Benjamin;Beck;1979;du.;-1;Berlin;8;;;Berlin;Make-Up-Artist;2021
Sebastian;Fiedler;1987;V-Partei³;-1;Berlin;1;;;Berlin;Biologe;2021
Elisabet;Hoeppener;1965;V-Partei³;-1;Berlin;2;;;Berlin;Lehrerin;2021
Michael;Cardinale;1980;V-Partei³;-1;Berlin;3;;;Berlin;Geschäftsführer;2021
Karin;Wiecha;1985;V-Partei³;-1;Berlin;4;;;Berlin;Dozentin Integrationskurs;2021
Thomas;Hoeppener;1959;V-Partei³;-1;Berlin;5;;;Berlin;Bühnentechniker;2021
Hans;Bauer;1941;DKP;-1;Berlin;1;;;Berlin;Jurist i. R.;2021
Barbara;Majd Amin;1942;DKP;-1;Berlin;2;;;Berlin;Lehrerin, Pensionärin;2021
Arnold;Schölzel;1947;DKP;-1;Berlin;3;Dr.;;Berlin;Journalist;2021
Wera;Richter;1969;DKP;-1;Berlin;4;;;Berlin;Gartenbau, Journalistin;2021
Renate;Schönfeld;1948;DKP;-1;Berlin;5;;;Berlin;Dipl.-Theologin, Pfarrerin i. R.;2021
Rainer;Perschewski;1963;DKP;-1;Berlin;6;;;Berlin;Angestellter, Betriebsrat;2021
Andrew Niko;Schlüter;1967;MLPD;-1;Berlin;1;;;Berlin;Kunststoff-Formgeber;2021
Chaker Anis;Araki;1972;MLPD;-1;Berlin;2;;;Berlin;Dipl.-Ingenieur Fahrzeugtechnik;2021
Annegret;Höcker;1954;MLPD;-1;Berlin;3;;;Berlin;Lehrerin;2021
Mohamad Rafic Mustapha;Tawil;1953;MLPD;-1;Berlin;4;;;Berlin;Journalist;2021
Sanja;Schlüter;1977;MLPD;-1;Berlin;5;;;Berlin;Mediengestalterin Printmedien;2021
Abdul;Malik;1969;MLPD;-1;Berlin;6;;;Berlin;Installateur;2021
Barbara;Riemer;1946;MLPD;-1;Berlin;7;;;Berlin;Lehrerin;2021
Rolf-Andreas;Trendelenburg;1952;MLPD;-1;Berlin;8;;;Berlin;med. Dokumentationsassistent;2021
Helga;Zepp-LaRouche;1948;BüSo;-1;Berlin;1;;;Ingelheim am Rhein;Journalistin;2021
Wolfgang;Lillge;1950;BüSo;-1;Berlin;2;Dr.;;Berlin;Arzt;2021
Jonathan;Thron;1986;BüSo;-1;Berlin;3;;;Berlin;Angestellter;2021
Stephan;Ossenkopp;1969;BüSo;-1;Berlin;4;;;Berlin;Journalist;2021
Matthias;Woelki;1988;BüSo;-1;Berlin;5;;;Berlin;Angestellter;2021
Fabian;Koch;1995;BüSo;-1;Berlin;6;;;Berlin;Angestellter;2021
Ulrike;Lillge;1950;BüSo;-1;Berlin;7;;;Berlin;Bibliothekarin;2021
Klaus;Fimmen;1956;BüSo;-1;Berlin;8;;;Berlin;kaufm. Angestellter;2021
Ingrid;Heinemann;1942;BüSo;-1;Berlin;9;;;Berlin;Lehrerin;2021
Christoph;Vandreier;1981;SGP;-1;Berlin;1;;;Berlin;Psychologe;2021
Andreas;Niklaus;1961;SGP;-1;Berlin;2;;;Berlin;Busfahrer;2021
Randy;Witte;1976;LKR;-1;Berlin;1;;;Berlin;selbstständig;2021
Christian Andreas;Schmidt;1953;LKR;-1;Berlin;2;Dr.;;Berlin;Pensionär;2021
Matthias;Bruse;1977;LKR;-1;Berlin;3;;;Berlin;Dozent;2021
Thomas Konstantin;Speich;1954;LKR;-1;Berlin;4;Dr.;;Berlin;Arzt;2021
Carolyn;England;1993;LKR;-1;Berlin;5;;;Berlin;Sicherheitsfachkraft;2021
Ulf;Kurz;1970;LKR;-1;Berlin;6;;;Berlin;Kaufmann;2021
Sabine;Missler;1960;LKR;-1;Berlin;7;;;Berlin;selbstständig;2021
Peter;Ley;1981;LKR;-1;Berlin;8;;;Berlin;jur. Mitarbeiter;2021
Christian;Lieberam;1982;LKR;-1;Berlin;9;;;Berlin;selbst. Geschäftsführer;2021
Axel;Scherka;1967;LKR;-1;Berlin;10;;;Berlin;Musiker;2021
Andreas;Käfer;1973;NPD;-1;Berlin;1;;;Berlin;Baufacharbeiter;2021
Kay;Nerstheimer;1964;NPD;-1;Berlin;2;;;Berlin;Betriebswirt;2021
Stefan;Lux;1959;NPD;-1;Berlin;3;;;Berlin;Historiker;2021
Maria;Krause;1988;Die Humanisten;-1;Berlin;1;;;Potsdam;polit. Referentin;2021
Justin;Röpcke;1986;Die Humanisten;-1;Berlin;2;;;Berlin;Lehrkraft;2021
Mirko;Riechert-Eschweiler;1977;Die Humanisten;-1;Berlin;3;;;Berlin;Rechtsanwalt;2021
Vincent;Weber;2000;Die Humanisten;-1;Berlin;4;;;Berlin;Student Humanmedizin;2021
Sebastian;Riechert;1978;Die Humanisten;-1;Berlin;5;;;Berlin;Lehrer (StR);2021
Henry Clemens;Schmidt;1999;Die Humanisten;-1;Berlin;6;;;Berlin;Mechatroniker;2021
Barend;Wolf;1987;Die Humanisten;-1;Berlin;7;;;Berlin;Ingenieur Fahrzeugtechnik;2021
Stephan Johannes;Heym;1988;Die Humanisten;-1;Berlin;8;;;Berlin;Redakteur;2021
Christoph;Menke;1984;Die Humanisten;-1;Berlin;9;;;Berlin;arbeitssuchend;2021
Havva;Öruc;1990;Team Todenhöfer;-1;Berlin;1;;;Berlin;Studentin;2021
Houssam Tarraf;Hotait;1995;Team Todenhöfer;-1;Berlin;2;;;Berlin;Student;2021
Laura;Keppler;1999;Team Todenhöfer;-1;Berlin;3;;;Berlin;Studentin;2021
Dirk;Pierza;1968;Team Todenhöfer;-1;Berlin;4;;;Berlin;Kundenberater Krankenkasse;2021
Fabio;Kraft;1990;Team Todenhöfer;-1;Berlin;5;;;Berlin;Solutions Consultant;2021
Rodie;Soleiman;1981;Team Todenhöfer;-1;Berlin;6;;;Berlin;Quality Gate Manager;2021
Gustav;Salffner;1946;Team Todenhöfer;-1;Berlin;7;;;Berlin;Unternehmensberater, Lehrbeauftragter;2021
Christian Pawel Dzuljano;Kwiatkowski;1996;Team Todenhöfer;-1;Berlin;8;;;Berlin;Schauspieler, Immobilienmakler;2021
Fatima;El-Hassan-Amer;1991;Team Todenhöfer;-1;Berlin;9;;;Berlin;Agile Coach, Scrum Master;2021
Mohamad;El-Hassan;1990;Team Todenhöfer;-1;Berlin;10;;;Berlin;Student;2021
Christopher Ludwig;Brosch;1957;Team Todenhöfer;-1;Berlin;11;;;Berlin;Konzertagent;2021
Finn;Riemer;1983;Team Todenhöfer;-1;Berlin;12;;;Berlin;Filmeditor;2021
Ali Alreda;Arbid;1991;Team Todenhöfer;-1;Berlin;13;;;Berlin;Ingenieur Maschinenbau;2021
Hannah;Gonzalez;1994;Team Todenhöfer;-1;Berlin;14;;;Berlin;Gesundheits- und Krankenpflegehelferin;2021
Alisa Janine;Böttcher;1969;Team Todenhöfer;-1;Berlin;15;;;Berlin;IT-Technikerin;2021
Ahmad;Miari;1991;Team Todenhöfer;-1;Berlin;16;;;Berlin;Business-Development-Manager;2021
Kevin;Wimmer;1986;Team Todenhöfer;-1;Berlin;17;;;Berlin;arbeitssuchend;2021
Kübra;Doǧu;1994;Team Todenhöfer;-1;Berlin;18;;;Berlin;Studentin;2021
Kiefah;Muhaisen;1981;Team Todenhöfer;-1;Berlin;19;;;Berlin;Medizintechniker;2021
Ali;Hariri;1991;Team Todenhöfer;-1;Berlin;20;;;Berlin;staatl. anerkannter Erzieher;2021
Rainer;Niess;1946;Team Todenhöfer;-1;Berlin;21;Dr.;;Berlin;Zahnarzt;2021
André;Matzke-Tarfa;1983;Team Todenhöfer;-1;Berlin;22;;;Berlin;päd. Mitarbeiter;2021
Valerie Susanne Magdalena;Sternberg-Mottaghi Irvani;1991;Volt;-1;Berlin;1;;;Berlin;Kommunikationsberaterin;2021
Paul-Johann Georg;Loeper;1989;Volt;-1;Berlin;2;;von;Berlin;Politiker;2021
Pauline Marie;Raabe;1995;Volt;-1;Berlin;3;;;Berlin;PR-Managerin;2021
Hans Hubertus Alexis;Roenne;1966;Volt;-1;Berlin;4;Dr.;Freiherr von;Berlin;Chief Digital Officer;2021
Nina Cornelia Marie;Kawohl;1982;Volt;-1;Berlin;5;;;Berlin;Managerin;2021
Hans Arno;Waschk;1973;Volt;-1;Berlin;6;;;Berlin;Musiker;2021
Claudine;Oldenburg;1978;Volt;-1;Berlin;7;;;Berlin;Studentin;2021
Jens;Koeppen;1962;CDU;-1;Brandenburg;1;;;Berkholz-Meyenburg;Mitglied des Deutschen Bundestages;2021
Uwe Wolfgang Werner;Feiler;1965;CDU;-1;Brandenburg;2;;;Havelaue;Dipl.-Finanzwirt;2021
Jana;Schimke;1979;CDU;-1;Brandenburg;3;;;Rangsdorf;Dipl.-Politologin, Politikwissenschaftlerin;2021
Knut Friedrich Alexander;Abraham;1966;CDU;-1;Brandenburg;4;;;Schönewalde;Diplomat;2021
Sebastian;Steineke;1973;CDU;-1;Brandenburg;5;;;Neuruppin;Rechtsanwalt;2021
Dietlind Hildegard;Tiemann;1955;CDU;-1;Brandenburg;6;Dr.;;Brandenburg an der Havel;Dipl.-Ökonomin;2021
Saskia;Ludwig;1968;CDU;-1;Brandenburg;7;Dr.;;Potsdam;MdB, MdL;2021
Sabine;Buder;1984;CDU;-1;Brandenburg;8;Dr.;;Biesenthal;Tierärztin;2021
Markus;Niggemann;1978;CDU;-1;Brandenburg;9;Dr.;;Cottbus;Beigeordneter;2021
Daniel;Rosentreter;1982;CDU;-1;Brandenburg;10;Dr.;;Erkner;Richter;2021
Sebastian;Rick;1983;CDU;-1;Brandenburg;11;Dr.;;Gröden;Kreiskirchenamtsleiter;2021
Carolin;Bucher-Schulz;1984;CDU;-1;Brandenburg;12;;;Blankenfelde-Mahlow;Referentin;2021
Larissa;Markus;1974;CDU;-1;Brandenburg;13;;;Schwielowsee;Dipl.-Ing. (FH), Angestellte;2021
Eberhardt Alexander;Gauland;1941;AfD;-1;Brandenburg;1;Dr.;;Frankfurt am Main;Mitglied des Deutschen Bundestages;2021
René;Springer;1979;AfD;-1;Brandenburg;2;;;Eberswalde;Mitglied des Deutschen Bundestages;2021
Steffen;Kotré;1971;AfD;-1;Brandenburg;3;;;Dallgow-Döberitz;Mitglied des Deutschen Bundestages;2021
Norbert;Kleinwächter;1986;AfD;-1;Brandenburg;4;;;Wildau;Mitglied des Deutschen Bundestages;2021
Hannes;Gnauck;1991;AfD;-1;Brandenburg;5;;;Uckerfelde;Soldat auf Zeit;2021
Leyla;Bilge;1981;AfD;-1;Brandenburg;6;;;Blankenfelde-Mahlow;Referentin Politik;2021
Dominik Alexander;Kaufner;1983;AfD;-1;Brandenburg;7;Dr.;;Dallgow-Döberitz;Lehrer;2021
Daniela Rita;Oeynhausen;1972;AfD;-1;Brandenburg;8;Dr.;;Birkenwerder;Referentin Politik;2021
Benjamin;Filter;1981;AfD;-1;Brandenburg;9;;;Schwerin;Referent Politik;2021
Olaf;Scholz;1958;SPD;-1;Brandenburg;1;;;Potsdam;Rechtsanwalt;2021
Maja Scarlett;Wallstein;1986;SPD;-1;Brandenburg;2;;;Cottbus;Wissenschaftsmanagerin;2021
Stefan;Zierke;1970;SPD;-1;Brandenburg;3;;;Prenzlau;MdB, Tourismusfachwirt;2021
Sylvia;Lehmann;1954;SPD;-1;Brandenburg;4;;;Märkische Heide;Ökonomin;2021
Mathias;Papendieck;1982;SPD;-1;Brandenburg;5;;;Schöneiche bei Berlin;Informatiker;2021
Sonja Katharina;Eichwede;1987;SPD;-1;Brandenburg;6;;;Brandenburg an der Havel;Richterin;2021
Hannes Artur Gerhard;Walter;1984;SPD;-1;Brandenburg;7;;;Massen-Niederlausitz;Betriebswirt;2021
Simona;Koß;1961;SPD;-1;Brandenburg;8;;;Prötzel;Studienrätin;2021
Martin Michael Gerhard;Ehlers;1987;SPD;-1;Brandenburg;9;;;Schorfheide;Fahrlehrer;2021
Ariane;Fäscher;1968;SPD;-1;Brandenburg;10;;;Hohen Neuendorf;Angestellte, Pressesprecherin;2021
Remo;Ortmann;1979;SPD;-1;Brandenburg;11;;;Bestensee;med.-techn. Laborant;2021
Wiebke;Papenbrock;1979;SPD;-1;Brandenburg;12;;;Neuruppin;Referentin;2021
Finn Ammon;Kuhne;1997;SPD;-1;Brandenburg;13;;;Falkensee;Tischler;2021
Friederike Lina;Linke;1984;SPD;-1;Brandenburg;14;;;Kleinmachnow;wiss. Mitarbeiterin;2021
Sven;Szramek;1972;SPD;-1;Brandenburg;15;;;Milower Land;pharm.-techn. Assistent;2021
Jana Marie;Gruber;1990;SPD;-1;Brandenburg;16;;;Erkner;Beamtin;2021
Stefan;Labahn;1996;SPD;-1;Brandenburg;17;;;Guben;Angestellter;2021
Ria Cybill Käthe;Geyer;1963;SPD;-1;Brandenburg;18;;;Falkensee;Polizeiangestellte im Sicherheits- und Ordnungsdienst;2021
Catharina Brigitte;Bockelmann;1987;SPD;-1;Brandenburg;19;;;Falkensee;Lehrerin;2021
Christian;Görke;1962;DIE LINKE;-1;Brandenburg;1;;;Cottbus;Mitglied des Landtages;2021
Anke Margarete;Domscheit-Berg;1968;DIE LINKE;-1;Brandenburg;2;;;Fürstenberg/Havel;Mitglied des Deutschen Bundestages;2021
Anja Maria;Mayer;1979;DIE LINKE;-1;Brandenburg;3;;;Potsdam;Arzthelferin;2021
Stefan;Kunath;1989;DIE LINKE;-1;Brandenburg;4;;;Frankfurt (Oder);Sozialwissenschaftler;2021
Martina;Trauth;1964;DIE LINKE;-1;Brandenburg;5;;;Potsdam;Gesundheitswissenschaftlerin;2021
Tobias;Bank;1985;DIE LINKE;-1;Brandenburg;6;;;Wustermark;Historiker;2021
Isabelle;Czok-Alm;1973;DIE LINKE;-1;Brandenburg;7;;;Wandlitz;Erzieherin;2021
Niels-Olaf;Lüders;1966;DIE LINKE;-1;Brandenburg;8;;;Strausberg;Rechtsanwalt;2021
Yvonne Margret;Mahlo;1980;DIE LINKE;-1;Brandenburg;9;;;Doberlug-Kirchhain;Betriebswirtin;2021
Björn Hendrik;Krüger;2000;DIE LINKE;-1;Brandenburg;10;;;Hohen Neuendorf;Student;2021
Linda;Teuteberg;1981;FDP;-1;Brandenburg;1;;;Potsdam;MdB, Rechtsanwältin;2021
Friedhelm Günter;Boginski;1955;FDP;-1;Brandenburg;2;;;Eberswalde;Bürgermeister;2021
Laura;Schieritz;1998;FDP;-1;Brandenburg;3;;;Forst (Lausitz);Pressesprecherin;2021
Mirko;Dachroth;1975;FDP;-1;Brandenburg;4;;;Hoppegarten;Berufsoffizier;2021
Johanna;Mandelkow;1995;FDP;-1;Brandenburg;5;;;Uckerland;Landwirtin;2021
Ralf;Tiedemann;1965;FDP;-1;Brandenburg;6;;;Mühlenbecker Land;Lehrer;2021
Sören;Gerulat;1988;FDP;-1;Brandenburg;7;;;Prenzlau;Kaufmann für Versicherungen und Finanzen;2021
Lars;Hartfelder;1977;FDP;-1;Brandenburg;8;;;Luckau;Projektmanager;2021
Günther;Jonitz;1958;FDP;-1;Brandenburg;9;Dr.;;Potsdam;Arzt;2021
Ralph;Lindner;1981;FDP;-1;Brandenburg;10;;;Bad Liebenwerda;Ingenieur Elektroniktechnologie;2021
Annalena Charlotte Alma;Baerbock;1980;GRÜNE;-1;Brandenburg;1;;;Potsdam;MdB, Völkerrechtlerin;2021
Michael;Kellner;1977;GRÜNE;-1;Brandenburg;2;;;Berlin;polit. Geschäftsführer BÜNDNIS 90/DIE GRÜNEN;2021
Anna Sophie;Emmendörffer;1996;GRÜNE;-1;Brandenburg;3;;;Teltow;Studentin;2021
Jan;Sommer;1970;GRÜNE;-1;Brandenburg;4;;;Müncheberg;Biobauer;2021
Heide;Schinowsky;1975;GRÜNE;-1;Brandenburg;5;;;Cottbus;Senior Advisor Energie & Klimaschutz;2021
Antonius;Naumann;1998;GRÜNE;-1;Brandenburg;6;;;Potsdam;Softwareentwickler;2021
Annemarie;Schumacher;1965;GRÜNE;-1;Brandenburg;7;;;Oranienburg;Projektkoordinatorin;2021
Maximilian;Kowol;2000;GRÜNE;-1;Brandenburg;8;;;Neuruppin;Freiwilligendienstleistender;2021
Julia Manuela;Schmidt;1993;GRÜNE;-1;Brandenburg;9;;;Hohen Neuendorf;Landesvorsitzende BÜNDNIS 90/DIE GRÜNEN;2021
Clemens;Wehr;1966;GRÜNE;-1;Brandenburg;10;;;Plattenburg;Dipl.-Designer;2021
Kerstin;Hamann;1962;Tierschutzpartei;-1;Brandenburg;1;;;Hohen Neuendorf;Historikerin;2021
Christiane Sabine;Müller-Schmolt;1960;Tierschutzpartei;-1;Brandenburg;2;;;Eichwalde;Sozialversicherungsfachangestellte;2021
Markus;Kirschning;1976;Tierschutzpartei;-1;Brandenburg;3;;;Mühlenberge;Bote;2021
Carola;Schäfer-Weiß;1962;Tierschutzpartei;-1;Brandenburg;4;;;Dallgow-Döberitz;Krankenpflegerin;2021
David;Röwer;1985;Tierschutzpartei;-1;Brandenburg;5;;;Fürstenberg/Havel;Steuerfachangestellter;2021
Louis Friedrich;Ripp;2003;Tierschutzpartei;-1;Brandenburg;6;;;Falkensee;Schüler;2021
Ada;Peters;1966;Tierschutzpartei;-1;Brandenburg;7;;;Löwenberger Land;selbstständig;2021
Jürgen;Hauschke;1961;Tierschutzpartei;-1;Brandenburg;8;;;Bad Belzig;Gärtner;2021
Signe;Berger;1963;Tierschutzpartei;-1;Brandenburg;9;;;Cottbus;Krankenpflegerin, EU-Rentnerin;2021
Bettina;Franke;1968;Die PARTEI;-1;Brandenburg;1;;;Potsdam;Logopädin;2021
Alexander;Klemt;1987;Die PARTEI;-1;Brandenburg;2;;;Berlin;Lehrer;2021
Franziska Margot;Ludwig;1991;Die PARTEI;-1;Brandenburg;3;;;Potsdam;Sozialarbeiterin;2021
Orson Lance;Baecker;2001;Die PARTEI;-1;Brandenburg;4;;;Stahnsdorf;Student;2021
Friederike;Gilhaus;2001;Die PARTEI;-1;Brandenburg;5;;;Kleinmachnow;Angestellte;2021
Corvin;Drößler;1999;Die PARTEI;-1;Brandenburg;6;;;Walsleben;Student;2021
Kristin;Aechtner;1996;Die PARTEI;-1;Brandenburg;7;;;Potsdam;tiermed. Fachangestellte;2021
Alexander Dietmar;Wietschel;1969;Die PARTEI;-1;Brandenburg;8;;;Potsdam;Kommunikationsberater;2021
Isabell;Knauff;1998;Die PARTEI;-1;Brandenburg;9;;;Brandenburg an der Havel;Studentin, IT-Consultantin;2021
Vincent;Gebhardt;2002;Die PARTEI;-1;Brandenburg;10;;;Königs Wusterhausen;Schüler;2021
Elsa Anna Eva;Nocke;2003;Die PARTEI;-1;Brandenburg;11;;;Berlin;Schülerin;2021
Benedict;Dankwardt;1995;Die PARTEI;-1;Brandenburg;12;;;Stahnsdorf;Auszubildender;2021
Bianca;Schröder;1970;Die PARTEI;-1;Brandenburg;13;;;Neupetershain;Dipl.-Ing. Maschinenbau;2021
Thomas;Lobig;1982;Die PARTEI;-1;Brandenburg;14;;;Stahnsdorf;wiss. Mitarbeiter;2021
Hendric;Hiestermann;1999;Die PARTEI;-1;Brandenburg;15;;;Brandenburg an der Havel;Informatiker;2021
Axel Leonhart;Burchardt;1971;Die PARTEI;-1;Brandenburg;16;;;Potsdam;Administrator;2021
Christian;Kosslitz;1989;Die PARTEI;-1;Brandenburg;17;;;Leegebruch;Angestellter;2021
Tobias;Vorwachs;1994;Die PARTEI;-1;Brandenburg;18;;;Fürstenwalde/Spree;Softwareentwickler;2021
Oliver;Neimeyer;1994;Die PARTEI;-1;Brandenburg;19;;;Hennigsdorf;Softwareentwickler;2021
Andreas;Wolk;1967;Die PARTEI;-1;Brandenburg;20;;;Templin;Angestellter;2021
Sven;Reißland;1986;Die PARTEI;-1;Brandenburg;21;;;Potsdam;Softwareentwickler;2021
Holger Michael;Haak;1971;Die PARTEI;-1;Brandenburg;22;;;Neuenhagen bei Berlin;Kreditorenbuchhalter;2021
Jörg Manfred;Arnold;1965;FREIE WÄHLER;-1;Brandenburg;1;;;Bernau bei Berlin;Fraktionsgeschäftsführer;2021
Stefanie;Gebauer;1980;FREIE WÄHLER;-1;Brandenburg;2;;;Kremmen;Referentin Politik;2021
Kai;Hamacher;1974;FREIE WÄHLER;-1;Brandenburg;3;;;Fürstenwalde/Spree;Referent Politik;2021
Roxana Erna;Trasper;1981;FREIE WÄHLER;-1;Brandenburg;4;;;Senftenberg;selbstständig;2021
Uwe Frank;Tanneberger;1968;FREIE WÄHLER;-1;Brandenburg;5;;;Heidesee;Elektroingenieur;2021
Andreas Hans-Joachim;Menzel;1958;FREIE WÄHLER;-1;Brandenburg;6;;;Potsdam;Bausachverständiger;2021
Michael;Güldener;1970;FREIE WÄHLER;-1;Brandenburg;7;;;Neuruppin;selbstständig;2021
Michael;Müller;1963;FREIE WÄHLER;-1;Brandenburg;8;;;Niemegk;Fischer;2021
Andreas;Richter;1957;FREIE WÄHLER;-1;Brandenburg;9;;;Elsterwerda;Berufskraftfahrer;2021
Klaus;Beier;1966;NPD;-1;Brandenburg;1;;;Reichenwalde;Geschäftsführer;2021
Thomas Andre;Gürtler;1989;NPD;-1;Brandenburg;2;;;Lauchhammer;Unternehmer;2021
Aileen;Rokohl;1988;NPD;-1;Brandenburg;3;;;Löwenberger Land;Rechtsanwaltsfachangestellte;2021
David;Weide;1989;NPD;-1;Brandenburg;4;;;Schwedt/Oder;Kaufmann für Bürokommunikation;2021
Nico;Koal;1996;NPD;-1;Brandenburg;5;;;Grünewald;Koch;2021
Gisela Renate;Vierrath;1951;DKP;-1;Brandenburg;1;;;Cottbus;Rentnerin;2021
Michael;Grüß;1976;DKP;-1;Brandenburg;2;;;Potsdam;selbstständig;2021
Susanne;Steinhardt;1955;DKP;-1;Brandenburg;3;;;Königs Wusterhausen;Rentnerin;2021
Thomas Beatrix;Münzberg;1959;DKP;-1;Brandenburg;4;;;Heidesee;Rentner;2021
Hans-Günter Rolf;Schleife;1949;DKP;-1;Brandenburg;5;;;Fredersdorf-Vogelsdorf;Dipl.-Wirtschaftler;2021
Nils Jochen;Borchert;1965;DKP;-1;Brandenburg;6;;;Werneuchen;Dipl.-Sonderpädagoge;2021
Michael;Brix;1934;DKP;-1;Brandenburg;7;;;Potsdam;Rentner;2021
Lothar Fritz;Nätebusch;1945;DKP;-1;Brandenburg;8;;;Königs Wusterhausen;Rentner;2021
Tim;Schoenmakers;2001;DKP;-1;Brandenburg;9;;;Hohen Neuendorf;Schüler;2021
Heinz-Uwe Horst;Draba;1950;DKP;-1;Brandenburg;10;;;Niederer Fläming;Rentner;2021
Klaus Friedrich;Schulz;1947;DKP;-1;Brandenburg;11;;;Doberlug-Kirchhain;Rentner;2021
Gerd-Rüdiger;Kramer;1939;DKP;-1;Brandenburg;12;;;Altlandsberg;Rentner;2021
Werner Klaus;Becker;1943;DKP;-1;Brandenburg;13;;;Brandenburg an der Havel;Rentner;2021
Helmut Willy Erich;Braunschweig;1933;DKP;-1;Brandenburg;14;;;Schorfheide;Rentner;2021
Thomas;Löb;1966;ÖDP;-1;Brandenburg;1;;;Berlin;Veranstaltungskaufmann;2021
Clara;Herbst;1998;ÖDP;-1;Brandenburg;2;;;Eberswalde;Studentin;2021
Norman;Heß;1989;ÖDP;-1;Brandenburg;3;;;Dresden;Student;2021
Janina;Paulus;1997;ÖDP;-1;Brandenburg;4;;;Potsdam;Studentin;2021
Daniel Benjamin;Brunner;1985;ÖDP;-1;Brandenburg;5;;;Stahnsdorf;Medientechniker;2021
Paula Maria;Stier;1997;ÖDP;-1;Brandenburg;6;;;Neuenhagen bei Berlin;Studentin;2021
Daniel;Margraf;1974;ÖDP;-1;Brandenburg;7;;;Potsdam;selbstständig;2021
Valentin;Luckas;1994;ÖDP;-1;Brandenburg;8;;;Eberswalde;Student;2021
David;Heller;1991;ÖDP;-1;Brandenburg;9;;;Potsdam;Promotionsstudent;2021
Axel Malte;Dierich;1978;ÖDP;-1;Brandenburg;10;;;Potsdam;wiss. Mitarbeiter;2021
Frank  Siegfried;Martin;1967;ÖDP;-1;Brandenburg;11;;;Neuenhagen bei Berlin;Lehrer;2021
Harald Peter Josef;Bergmann;1964;ÖDP;-1;Brandenburg;12;;;Blankenfelde-Mahlow;Dipl.-Kaufmann;2021
