Gruppenname;Gebietsnummer;jahr;Anzahl
EB: Geselbracht;129;2021;207
CDU;130;2021;59631
SPD;130;2021;50685
FDP;130;2021;12768
AfD;130;2021;10211
GRÜNE;130;2021;21245
DIE LINKE;130;2021;4074
Die PARTEI;130;2021;2772
Tierschutzpartei;130;2021;0
PIRATEN;130;2021;0
FREIE WÄHLER;130;2021;0
NPD;130;2021;0
ÖDP;130;2021;497
V-Partei³;130;2021;0
Gesundheitsforschung;130;2021;0
MLPD;130;2021;0
Die Humanisten;130;2021;0
DKP;130;2021;0
SGP;130;2021;0
dieBasis;130;2021;1773
Bündnis C;130;2021;0
du.;130;2021;0
LIEBE;130;2021;0
LKR;130;2021;0
PdF;130;2021;0
LfK;130;2021;0
Team Todenhöfer;130;2021;0
Volt;130;2021;0
EB: Brehm;130;2021;709
CDU;131;2021;71185
SPD;131;2021;45878
FDP;131;2021;13507
AfD;131;2021;12812
GRÜNE;131;2021;22851
DIE LINKE;131;2021;4284
Die PARTEI;131;2021;3149
Tierschutzpartei;131;2021;0
PIRATEN;131;2021;0
FREIE WÄHLER;131;2021;2083
NPD;131;2021;0
ÖDP;131;2021;0
V-Partei³;131;2021;0
Gesundheitsforschung;131;2021;0
MLPD;131;2021;0
Die Humanisten;131;2021;0
DKP;131;2021;0
SGP;131;2021;0
dieBasis;131;2021;2067
Bündnis C;131;2021;0
du.;131;2021;0
LIEBE;131;2021;0
LKR;131;2021;0
PdF;131;2021;0
LfK;131;2021;0
Team Todenhöfer;131;2021;0
Volt;131;2021;0
EB: Martinschledde;131;2021;269
EB: Zajonc;131;2021;37
CDU;132;2021;40928
SPD;132;2021;55234
FDP;132;2021;17793
AfD;132;2021;12294
GRÜNE;132;2021;40015
DIE LINKE;132;2021;9905
Die PARTEI;132;2021;3966
Tierschutzpartei;132;2021;0
PIRATEN;132;2021;0
FREIE WÄHLER;132;2021;0
NPD;132;2021;0
ÖDP;132;2021;0
V-Partei³;132;2021;0
Gesundheitsforschung;132;2021;0
MLPD;132;2021;153
Die Humanisten;132;2021;0
DKP;132;2021;0
SGP;132;2021;0
dieBasis;132;2021;2655
Bündnis C;132;2021;0
du.;132;2021;0
LIEBE;132;2021;0
LKR;132;2021;0
PdF;132;2021;0
LfK;132;2021;0
Team Todenhöfer;132;2021;0
Volt;132;2021;921
CDU;133;2021;45138
SPD;133;2021;61554
FDP;133;2021;14021
AfD;133;2021;15855
GRÜNE;133;2021;18090
DIE LINKE;133;2021;5332
Die PARTEI;133;2021;3440
Tierschutzpartei;133;2021;0
PIRATEN;133;2021;0
FREIE WÄHLER;133;2021;1967
NPD;133;2021;0
ÖDP;133;2021;0
V-Partei³;133;2021;0
Gesundheitsforschung;133;2021;0
MLPD;133;2021;0
Die Humanisten;133;2021;0
DKP;133;2021;0
SGP;133;2021;0
dieBasis;133;2021;2187
Bündnis C;133;2021;0
du.;133;2021;0
LIEBE;133;2021;0
LKR;133;2021;0
PdF;133;2021;0
LfK;133;2021;0
Team Todenhöfer;133;2021;0
Volt;133;2021;0
EB: Sonnabend;133;2021;1234
CDU;134;2021;39679
SPD;134;2021;58168
FDP;134;2021;12494
AfD;134;2021;13445
GRÜNE;134;2021;15886
DIE LINKE;134;2021;3940
Die PARTEI;134;2021;2648
Tierschutzpartei;134;2021;0
PIRATEN;134;2021;0
FREIE WÄHLER;134;2021;2098
NPD;134;2021;0
ÖDP;134;2021;0
V-Partei³;134;2021;0
Gesundheitsforschung;134;2021;0
MLPD;134;2021;0
Die Humanisten;134;2021;0
DKP;134;2021;0
SGP;134;2021;0
dieBasis;134;2021;1974
Bündnis C;134;2021;1184
du.;134;2021;0
LIEBE;134;2021;0
LKR;134;2021;0
PdF;134;2021;0
LfK;134;2021;0
Team Todenhöfer;134;2021;0
Volt;134;2021;0
CDU;135;2021;44650
SPD;135;2021;52359
FDP;135;2021;16648
AfD;135;2021;16221
GRÜNE;135;2021;26932
DIE LINKE;135;2021;5283
Die PARTEI;135;2021;3070
Tierschutzpartei;135;2021;0
PIRATEN;135;2021;0
FREIE WÄHLER;135;2021;2171
NPD;135;2021;0
ÖDP;135;2021;0
V-Partei³;135;2021;0
Gesundheitsforschung;135;2021;0
MLPD;135;2021;0
Die Humanisten;135;2021;0
DKP;135;2021;0
SGP;135;2021;0
dieBasis;135;2021;2936
Bündnis C;135;2021;0
du.;135;2021;0
LIEBE;135;2021;0
LKR;135;2021;235
PdF;135;2021;0
LfK;135;2021;0
Team Todenhöfer;135;2021;0
Volt;135;2021;0
CDU;136;2021;53294
SPD;136;2021;37210
FDP;136;2021;9462
AfD;136;2021;11244
GRÜNE;136;2021;12685
DIE LINKE;136;2021;3345
Die PARTEI;136;2021;2429
Tierschutzpartei;136;2021;0
PIRATEN;136;2021;0
FREIE WÄHLER;136;2021;1529
NPD;136;2021;0
ÖDP;136;2021;0
V-Partei³;136;2021;0
Gesundheitsforschung;136;2021;0
MLPD;136;2021;0
Die Humanisten;136;2021;0
DKP;136;2021;0
SGP;136;2021;0
dieBasis;136;2021;1732
Bündnis C;136;2021;0
du.;136;2021;0
LIEBE;136;2021;0
LKR;136;2021;0
PdF;136;2021;0
LfK;136;2021;0
Team Todenhöfer;136;2021;0
Volt;136;2021;0
CDU;137;2021;84669
SPD;137;2021;33513
FDP;137;2021;9845
AfD;137;2021;13152
GRÜNE;137;2021;22926
DIE LINKE;137;2021;5532
Die PARTEI;137;2021;3459
Tierschutzpartei;137;2021;0
PIRATEN;137;2021;0
FREIE WÄHLER;137;2021;1443
NPD;137;2021;0
ÖDP;137;2021;0
V-Partei³;137;2021;0
Gesundheitsforschung;137;2021;0
MLPD;137;2021;0
Die Humanisten;137;2021;0
DKP;137;2021;0
SGP;137;2021;0
dieBasis;137;2021;2298
Bündnis C;137;2021;0
du.;137;2021;0
LIEBE;137;2021;0
LKR;137;2021;0
PdF;137;2021;0
LfK;137;2021;0
Team Todenhöfer;137;2021;0
Volt;137;2021;0
CDU;138;2021;37718
SPD;138;2021;47581
FDP;138;2021;13531
AfD;138;2021;14419
GRÜNE;138;2021;17954
DIE LINKE;138;2021;4552
Die PARTEI;138;2021;2830
Tierschutzpartei;138;2021;0
PIRATEN;138;2021;0
FREIE WÄHLER;138;2021;2122
NPD;138;2021;0
ÖDP;138;2021;0
V-Partei³;138;2021;0
Gesundheitsforschung;138;2021;0
MLPD;138;2021;185
Die Humanisten;138;2021;0
DKP;138;2021;0
SGP;138;2021;0
dieBasis;138;2021;1399
Bündnis C;138;2021;0
du.;138;2021;0
LIEBE;138;2021;0
LKR;138;2021;0
PdF;138;2021;0
LfK;138;2021;0
Team Todenhöfer;138;2021;0
Volt;138;2021;0
EB: Tropp;138;2021;809
CDU;139;2021;33357
SPD;139;2021;47993
FDP;139;2021;11530
AfD;139;2021;9731
GRÜNE;139;2021;21734
DIE LINKE;139;2021;3715
Die PARTEI;139;2021;2558
Tierschutzpartei;139;2021;0
PIRATEN;139;2021;1434
FREIE WÄHLER;139;2021;1466
NPD;139;2021;0
ÖDP;139;2021;0
V-Partei³;139;2021;0
Gesundheitsforschung;139;2021;0
MLPD;139;2021;186
Die Humanisten;139;2021;0
DKP;139;2021;0
SGP;139;2021;0
dieBasis;139;2021;1750
Bündnis C;139;2021;0
du.;139;2021;0
LIEBE;139;2021;0
LKR;139;2021;0
PdF;139;2021;0
LfK;139;2021;0
Team Todenhöfer;139;2021;0
Volt;139;2021;0
CDU;140;2021;32962
SPD;140;2021;58235
FDP;140;2021;13657
AfD;140;2021;0
GRÜNE;140;2021;28288
DIE LINKE;140;2021;9361
Die PARTEI;140;2021;4700
Tierschutzpartei;140;2021;0
PIRATEN;140;2021;0
FREIE WÄHLER;140;2021;0
NPD;140;2021;0
ÖDP;140;2021;0
V-Partei³;140;2021;0
Gesundheitsforschung;140;2021;0
MLPD;140;2021;530
Die Humanisten;140;2021;488
DKP;140;2021;0
SGP;140;2021;0
dieBasis;140;2021;3846
Bündnis C;140;2021;0
du.;140;2021;0
LIEBE;140;2021;0
LKR;140;2021;0
PdF;140;2021;0
LfK;140;2021;0
Team Todenhöfer;140;2021;0
Volt;140;2021;0
CDU;141;2021;24027
SPD;141;2021;52792
FDP;141;2021;8455
AfD;141;2021;11863
GRÜNE;141;2021;14262
DIE LINKE;141;2021;4667
Die PARTEI;141;2021;2550
Tierschutzpartei;141;2021;0
PIRATEN;141;2021;0
FREIE WÄHLER;141;2021;1423
NPD;141;2021;0
ÖDP;141;2021;0
V-Partei³;141;2021;0
Gesundheitsforschung;141;2021;0
MLPD;141;2021;220
Die Humanisten;141;2021;0
DKP;141;2021;0
SGP;141;2021;0
dieBasis;141;2021;1251
Bündnis C;141;2021;0
du.;141;2021;0
LIEBE;141;2021;0
LKR;141;2021;0
PdF;141;2021;0
LfK;141;2021;0
Team Todenhöfer;141;2021;0
Volt;141;2021;0
CDU;142;2021;30051
SPD;142;2021;51037
FDP;142;2021;10416
AfD;142;2021;10577
GRÜNE;142;2021;26308
DIE LINKE;142;2021;5908
Die PARTEI;142;2021;13361
Tierschutzpartei;142;2021;3097
PIRATEN;142;2021;0
FREIE WÄHLER;142;2021;935
NPD;142;2021;0
ÖDP;142;2021;0
V-Partei³;142;2021;0
Gesundheitsforschung;142;2021;0
MLPD;142;2021;151
Die Humanisten;142;2021;0
DKP;142;2021;113
SGP;142;2021;0
dieBasis;142;2021;1226
Bündnis C;142;2021;0
du.;142;2021;0
LIEBE;142;2021;0
LKR;142;2021;0
PdF;142;2021;0
LfK;142;2021;0
Team Todenhöfer;142;2021;0
Volt;142;2021;660
EB: Hofmann;142;2021;255
EB: Trojanowski;142;2021;621
CDU;143;2021;28897
SPD;143;2021;55695
FDP;143;2021;10270
AfD;143;2021;11816
GRÜNE;143;2021;21028
DIE LINKE;143;2021;5823
Die PARTEI;143;2021;3446
Tierschutzpartei;143;2021;3589
PIRATEN;143;2021;0
FREIE WÄHLER;143;2021;1318
NPD;143;2021;0
ÖDP;143;2021;0
V-Partei³;143;2021;0
Gesundheitsforschung;143;2021;0
MLPD;143;2021;139
Die Humanisten;143;2021;0
DKP;143;2021;111
SGP;143;2021;0
dieBasis;143;2021;0
Bündnis C;143;2021;0
du.;143;2021;0
LIEBE;143;2021;0
LKR;143;2021;0
PdF;143;2021;0
LfK;143;2021;0
Team Todenhöfer;143;2021;0
Volt;143;2021;425
CDU;144;2021;36810
SPD;144;2021;59869
FDP;144;2021;9137
AfD;144;2021;11736
GRÜNE;144;2021;20340
DIE LINKE;144;2021;4731
Die PARTEI;144;2021;0
Tierschutzpartei;144;2021;0
PIRATEN;144;2021;0
FREIE WÄHLER;144;2021;1967
NPD;144;2021;0
ÖDP;144;2021;0
V-Partei³;144;2021;0
Gesundheitsforschung;144;2021;0
MLPD;144;2021;185
Die Humanisten;144;2021;0
DKP;144;2021;0
SGP;144;2021;0
dieBasis;144;2021;1451
Bündnis C;144;2021;0
du.;144;2021;0
LIEBE;144;2021;0
LKR;144;2021;0
PdF;144;2021;0
LfK;144;2021;0
Team Todenhöfer;144;2021;0
Volt;144;2021;0
EB: Peiler;144;2021;535
CDU;145;2021;44266
SPD;145;2021;67774
FDP;145;2021;12058
AfD;145;2021;15562
GRÜNE;145;2021;16958
DIE LINKE;145;2021;6285
Die PARTEI;145;2021;0
Tierschutzpartei;145;2021;0
PIRATEN;145;2021;0
FREIE WÄHLER;145;2021;2610
NPD;145;2021;0
ÖDP;145;2021;0
V-Partei³;145;2021;0
Gesundheitsforschung;145;2021;0
MLPD;145;2021;0
Die Humanisten;145;2021;0
DKP;145;2021;0
SGP;145;2021;0
dieBasis;145;2021;1539
Bündnis C;145;2021;0
du.;145;2021;0
LIEBE;145;2021;0
LKR;145;2021;0
PdF;145;2021;0
LfK;145;2021;0
Team Todenhöfer;145;2021;0
Volt;145;2021;0
CDU;146;2021;58791
SPD;146;2021;54614
FDP;146;2021;17826
AfD;146;2021;13992
GRÜNE;146;2021;22154
DIE LINKE;146;2021;5548
Die PARTEI;146;2021;0
Tierschutzpartei;146;2021;0
PIRATEN;146;2021;0
FREIE WÄHLER;146;2021;2017
NPD;146;2021;0
ÖDP;146;2021;0
V-Partei³;146;2021;0
Gesundheitsforschung;146;2021;0
MLPD;146;2021;0
Die Humanisten;146;2021;0
DKP;146;2021;0
SGP;146;2021;0
dieBasis;146;2021;2507
Bündnis C;146;2021;0
du.;146;2021;0
LIEBE;146;2021;0
LKR;146;2021;0
PdF;146;2021;0
LfK;146;2021;0
Team Todenhöfer;146;2021;0
Volt;146;2021;0
CDU;147;2021;62810
SPD;147;2021;50056
FDP;147;2021;10806
AfD;147;2021;10068
GRÜNE;147;2021;12478
DIE LINKE;147;2021;2685
Die PARTEI;147;2021;2909
Tierschutzpartei;147;2021;0
PIRATEN;147;2021;0
FREIE WÄHLER;147;2021;2224
NPD;147;2021;0
ÖDP;147;2021;0
V-Partei³;147;2021;0
Gesundheitsforschung;147;2021;0
MLPD;147;2021;0
Die Humanisten;147;2021;0
DKP;147;2021;0
SGP;147;2021;0
dieBasis;147;2021;1381
Bündnis C;147;2021;0
du.;147;2021;0
LIEBE;147;2021;0
LKR;147;2021;0
PdF;147;2021;0
LfK;147;2021;0
Team Todenhöfer;147;2021;0
Volt;147;2021;0
CDU;148;2021;54042
SPD;148;2021;48897
FDP;148;2021;13586
AfD;148;2021;14424
GRÜNE;148;2021;16624
DIE LINKE;148;2021;4900
Die PARTEI;148;2021;3385
Tierschutzpartei;148;2021;0
PIRATEN;148;2021;0
FREIE WÄHLER;148;2021;1868
NPD;148;2021;0
ÖDP;148;2021;0
V-Partei³;148;2021;0
Gesundheitsforschung;148;2021;0
MLPD;148;2021;0
Die Humanisten;148;2021;0
DKP;148;2021;0
SGP;148;2021;0
dieBasis;148;2021;2215
Bündnis C;148;2021;0
du.;148;2021;0
LIEBE;148;2021;0
LKR;148;2021;0
PdF;148;2021;0
LfK;148;2021;0
Team Todenhöfer;148;2021;0
Volt;148;2021;836
EB: Meister;148;2021;49
CDU;149;2021;56879
SPD;149;2021;45366
FDP;149;2021;15944
AfD;149;2021;13104
GRÜNE;149;2021;13645
DIE LINKE;149;2021;3935
Die PARTEI;149;2021;0
Tierschutzpartei;149;2021;0
PIRATEN;149;2021;0
FREIE WÄHLER;149;2021;2269
NPD;149;2021;0
ÖDP;149;2021;0
V-Partei³;149;2021;0
Gesundheitsforschung;149;2021;0
MLPD;149;2021;0
Die Humanisten;149;2021;0
DKP;149;2021;221
SGP;149;2021;0
dieBasis;149;2021;2021
Bündnis C;149;2021;0
du.;149;2021;0
LIEBE;149;2021;0
LKR;149;2021;0
PdF;149;2021;0
LfK;149;2021;0
Team Todenhöfer;149;2021;0
Volt;149;2021;0
CDU;150;2021;47937
SPD;150;2021;43346
FDP;150;2021;12749
AfD;150;2021;12933
GRÜNE;150;2021;12866
DIE LINKE;150;2021;4668
Die PARTEI;150;2021;0
Tierschutzpartei;150;2021;4382
PIRATEN;150;2021;0
FREIE WÄHLER;150;2021;2004
NPD;150;2021;0
ÖDP;150;2021;0
V-Partei³;150;2021;0
Gesundheitsforschung;150;2021;0
MLPD;150;2021;0
Die Humanisten;150;2021;0
DKP;150;2021;0
SGP;150;2021;0
dieBasis;150;2021;1575
Bündnis C;150;2021;0
du.;150;2021;0
LIEBE;150;2021;0
LKR;150;2021;0
PdF;150;2021;0
LfK;150;2021;0
Team Todenhöfer;150;2021;0
Volt;150;2021;0
AfD;151;2021;32702
CDU;151;2021;26883
DIE LINKE;151;2021;9446
SPD;151;2021;22257
FDP;151;2021;10251
GRÜNE;151;2021;5883
Tierschutzpartei;151;2021;0
Die PARTEI;151;2021;2069
NPD;151;2021;0
FREIE WÄHLER;151;2021;4707
PIRATEN;151;2021;0
ÖDP;151;2021;416
V-Partei³;151;2021;0
MLPD;151;2021;0
dieBasis;151;2021;1716
Bündnis C;151;2021;0
III. Weg;151;2021;0
DKP;151;2021;0
Die Humanisten;151;2021;0
Gesundheitsforschung;151;2021;0
Team Todenhöfer;151;2021;0
Volt;151;2021;0
EB: Asmus;151;2021;223
EB: Oschkinat;151;2021;1112
AfD;152;2021;26450
CDU;152;2021;34107
DIE LINKE;152;2021;25436
SPD;152;2021;33588
FDP;152;2021;13397
GRÜNE;152;2021;19778
Tierschutzpartei;152;2021;0
Die PARTEI;152;2021;4242
NPD;152;2021;0
FREIE WÄHLER;152;2021;3296
PIRATEN;152;2021;0
ÖDP;152;2021;497
V-Partei³;152;2021;0
MLPD;152;2021;283
dieBasis;152;2021;2275
Bündnis C;152;2021;0
III. Weg;152;2021;0
DKP;152;2021;0
Die Humanisten;152;2021;896
Gesundheitsforschung;152;2021;0
Team Todenhöfer;152;2021;0
Volt;152;2021;0
EB: Härtlein;152;2021;1014
EB: Hummitzsch;152;2021;193
EB: Kohl;152;2021;623
EB: Bayer;152;2021;52
AfD;153;2021;20667
CDU;153;2021;29538
DIE LINKE;153;2021;40938
SPD;153;2021;29731
FDP;153;2021;13271
GRÜNE;153;2021;32995
Tierschutzpartei;153;2021;0
Die PARTEI;153;2021;4374
NPD;153;2021;0
FREIE WÄHLER;153;2021;2591
PIRATEN;153;2021;923
ÖDP;153;2021;635
V-Partei³;153;2021;0
MLPD;153;2021;273
dieBasis;153;2021;2786
Bündnis C;153;2021;0
III. Weg;153;2021;0
DKP;153;2021;0
Die Humanisten;153;2021;573
Gesundheitsforschung;153;2021;0
Team Todenhöfer;153;2021;0
Volt;153;2021;0
EB: Schöllner;153;2021;164
AfD;154;2021;39348
CDU;154;2021;39066
DIE LINKE;154;2021;12672
SPD;154;2021;31989
FDP;154;2021;15698
GRÜNE;154;2021;8056
Tierschutzpartei;154;2021;0
Die PARTEI;154;2021;3187
NPD;154;2021;0
FREIE WÄHLER;154;2021;6081
PIRATEN;154;2021;0
ÖDP;154;2021;480
V-Partei³;154;2021;0
MLPD;154;2021;0
dieBasis;154;2021;3145
Bündnis C;154;2021;0
III. Weg;154;2021;0
DKP;154;2021;0
Die Humanisten;154;2021;0
Gesundheitsforschung;154;2021;0
Team Todenhöfer;154;2021;0
Volt;154;2021;0
EB: Zimmet;154;2021;519
AfD;155;2021;45705
CDU;155;2021;32924
DIE LINKE;155;2021;10344
SPD;155;2021;22771
FDP;155;2021;13727
GRÜNE;155;2021;7590
Tierschutzpartei;155;2021;0
Die PARTEI;155;2021;3149
NPD;155;2021;0
FREIE WÄHLER;155;2021;7271
PIRATEN;155;2021;0
ÖDP;155;2021;943
V-Partei³;155;2021;0
MLPD;155;2021;0
dieBasis;155;2021;2769
Bündnis C;155;2021;0
III. Weg;155;2021;0
DKP;155;2021;0
Die Humanisten;155;2021;0
Gesundheitsforschung;155;2021;0
Team Todenhöfer;155;2021;0
Volt;155;2021;0
LKR;155;2021;244
AfD;156;2021;52492
CDU;156;2021;40929
DIE LINKE;156;2021;14134
SPD;156;2021;21006
FDP;156;2021;12634
GRÜNE;156;2021;4090
Tierschutzpartei;156;2021;0
Die PARTEI;156;2021;3398
NPD;156;2021;0
FREIE WÄHLER;156;2021;5341
PIRATEN;156;2021;0
ÖDP;156;2021;0
V-Partei³;156;2021;0
MLPD;156;2021;0
dieBasis;156;2021;2644
Bündnis C;156;2021;0
III. Weg;156;2021;0
DKP;156;2021;0
Die Humanisten;156;2021;0
Gesundheitsforschung;156;2021;0
Team Todenhöfer;156;2021;0
Volt;156;2021;0
LKR;156;2021;467
AfD;157;2021;53970
CDU;157;2021;39299
DIE LINKE;157;2021;11835
SPD;157;2021;18928
FDP;157;2021;11222
GRÜNE;157;2021;6182
Tierschutzpartei;157;2021;0
Die PARTEI;157;2021;0
NPD;157;2021;0
FREIE WÄHLER;157;2021;4588
PIRATEN;157;2021;0
ÖDP;157;2021;0
V-Partei³;157;2021;0
MLPD;157;2021;0
dieBasis;157;2021;4115
Bündnis C;157;2021;0
III. Weg;157;2021;0
DKP;157;2021;0
Die Humanisten;157;2021;0
Gesundheitsforschung;157;2021;0
Team Todenhöfer;157;2021;0
Volt;157;2021;0
EB: Blickle;157;2021;267
LKR;157;2021;417
AfD;158;2021;50203
CDU;158;2021;29176
DIE LINKE;158;2021;15215
SPD;158;2021;17505
FDP;158;2021;12920
GRÜNE;158;2021;6830
Tierschutzpartei;158;2021;0
Die PARTEI;158;2021;0
NPD;158;2021;0
FREIE WÄHLER;158;2021;8450
PIRATEN;158;2021;0
ÖDP;158;2021;848
V-Partei³;158;2021;0
MLPD;158;2021;0
dieBasis;158;2021;3161
Bündnis C;158;2021;0
III. Weg;158;2021;0
DKP;158;2021;0
Die Humanisten;158;2021;0
Gesundheitsforschung;158;2021;0
Team Todenhöfer;158;2021;0
Volt;158;2021;0
EB: Brähmig;158;2021;7373
EB: Queck;158;2021;358
AfD;159;2021;33780
CDU;159;2021;37811
DIE LINKE;159;2021;33872
SPD;159;2021;26271
FDP;159;2021;18588
GRÜNE;159;2021;17137
Tierschutzpartei;159;2021;0
Die PARTEI;159;2021;3684
NPD;159;2021;0
FREIE WÄHLER;159;2021;0
PIRATEN;159;2021;2011
ÖDP;159;2021;1164
V-Partei³;159;2021;0
MLPD;159;2021;227
dieBasis;159;2021;2527
Bündnis C;159;2021;477
III. Weg;159;2021;0
DKP;159;2021;0
Die Humanisten;159;2021;763
Gesundheitsforschung;159;2021;0
Team Todenhöfer;159;2021;0
Volt;159;2021;0
EB: Fuchs;159;2021;631
EB: Häupl;159;2021;600
AfD;160;2021;34979
CDU;160;2021;35014
DIE LINKE;160;2021;22160
SPD;160;2021;28700
FDP;160;2021;20711
GRÜNE;160;2021;25527
Tierschutzpartei;160;2021;0
Die PARTEI;160;2021;4292
NPD;160;2021;0
FREIE WÄHLER;160;2021;3309
PIRATEN;160;2021;2694
ÖDP;160;2021;1054
V-Partei³;160;2021;0
MLPD;160;2021;298
dieBasis;160;2021;3726
Bündnis C;160;2021;0
III. Weg;160;2021;0
DKP;160;2021;0
Die Humanisten;160;2021;0
Gesundheitsforschung;160;2021;1366
Team Todenhöfer;160;2021;0
Volt;160;2021;0
BüSo;160;2021;210
EB: Hannig;160;2021;3223
#KLIMAfirst;160;2021;497
AfD;161;2021;48725
CDU;161;2021;34638
DIE LINKE;161;2021;12164
SPD;161;2021;25727
FDP;161;2021;14420
GRÜNE;161;2021;5398
Tierschutzpartei;161;2021;0
Die PARTEI;161;2021;0
NPD;161;2021;0
FREIE WÄHLER;161;2021;0
PIRATEN;161;2021;0
ÖDP;161;2021;1259
V-Partei³;161;2021;0
MLPD;161;2021;0
dieBasis;161;2021;3397
Bündnis C;161;2021;0
III. Weg;161;2021;0
DKP;161;2021;0
Die Humanisten;161;2021;0
Gesundheitsforschung;161;2021;0
Team Todenhöfer;161;2021;0
Volt;161;2021;0
AfD;162;2021;30502
CDU;162;2021;25801
DIE LINKE;162;2021;15229
SPD;162;2021;34958
FDP;162;2021;13934
GRÜNE;162;2021;9934
Tierschutzpartei;162;2021;0
Die PARTEI;162;2021;3997
NPD;162;2021;0
FREIE WÄHLER;162;2021;0
PIRATEN;162;2021;0
ÖDP;162;2021;679
V-Partei³;162;2021;622
MLPD;162;2021;0
dieBasis;162;2021;2492
Bündnis C;162;2021;0
III. Weg;162;2021;0
DKP;162;2021;0
Die Humanisten;162;2021;0
Gesundheitsforschung;162;2021;0
Team Todenhöfer;162;2021;0
Volt;162;2021;0
EB: Richter;162;2021;518
EB: Weidemann;162;2021;362
EB: Röhder;162;2021;301
AfD;163;2021;39264
CDU;163;2021;32111
DIE LINKE;163;2021;11330
SPD;163;2021;23181
FDP;163;2021;11872
GRÜNE;163;2021;5617
Tierschutzpartei;163;2021;0
Die PARTEI;163;2021;2724
NPD;163;2021;0
FREIE WÄHLER;163;2021;6642
PIRATEN;163;2021;0
ÖDP;163;2021;805
V-Partei³;163;2021;0
MLPD;163;2021;0
dieBasis;163;2021;2213
Bündnis C;163;2021;0
III. Weg;163;2021;0
DKP;163;2021;0
Die Humanisten;163;2021;0
Gesundheitsforschung;163;2021;0
Team Todenhöfer;163;2021;0
Volt;163;2021;0
AfD;164;2021;50571
CDU;164;2021;40550
DIE LINKE;164;2021;12787
SPD;164;2021;23650
FDP;164;2021;11914
GRÜNE;164;2021;4001
Tierschutzpartei;164;2021;0
Die PARTEI;164;2021;2422
NPD;164;2021;0
FREIE WÄHLER;164;2021;8210
PIRATEN;164;2021;0
ÖDP;164;2021;0
V-Partei³;164;2021;520
MLPD;164;2021;0
dieBasis;164;2021;2313
Bündnis C;164;2021;2069
III. Weg;164;2021;0
DKP;164;2021;0
Die Humanisten;164;2021;0
Gesundheitsforschung;164;2021;0
Team Todenhöfer;164;2021;0
Volt;164;2021;0
EB: Reichel;164;2021;488
AfD;165;2021;37135
CDU;165;2021;30798
DIE LINKE;165;2021;22583
SPD;165;2021;24094
FDP;165;2021;13991
GRÜNE;165;2021;5988
Tierschutzpartei;165;2021;0
Die PARTEI;165;2021;0
NPD;165;2021;0
FREIE WÄHLER;165;2021;6105
PIRATEN;165;2021;0
ÖDP;165;2021;474
V-Partei³;165;2021;0
MLPD;165;2021;0
dieBasis;165;2021;3975
Bündnis C;165;2021;0
III. Weg;165;2021;0
DKP;165;2021;0
Die Humanisten;165;2021;0
Gesundheitsforschung;165;2021;0
Team Todenhöfer;165;2021;0
Volt;165;2021;0
EB: Krajak;165;2021;145
AfD;166;2021;36388
CDU;166;2021;37637
DIE LINKE;166;2021;12655
SPD;166;2021;26413
FDP;166;2021;11512
GRÜNE;166;2021;6378
Tierschutzpartei;166;2021;0
Die PARTEI;166;2021;0
NPD;166;2021;0
FREIE WÄHLER;166;2021;0
PIRATEN;166;2021;0
ÖDP;166;2021;970
V-Partei³;166;2021;0
MLPD;166;2021;0
dieBasis;166;2021;2339
Bündnis C;166;2021;0
III. Weg;166;2021;515
DKP;166;2021;0
Die Humanisten;166;2021;0
Gesundheitsforschung;166;2021;0
Team Todenhöfer;166;2021;0
Volt;166;2021;0
EB: Gerisch;166;2021;277
LKR;166;2021;667
CDU;167;2021;35734
SPD;167;2021;51613
AfD;167;2021;12536
FDP;167;2021;12062
GRÜNE;167;2021;13581
DIE LINKE;167;2021;4208
Tierschutzpartei;167;2021;0
Die PARTEI;167;2021;0
FREIE WÄHLER;167;2021;3763
PIRATEN;167;2021;0
NPD;167;2021;0
ÖDP;167;2021;0
V-Partei³;167;2021;0
MLPD;167;2021;0
DKP;167;2021;0
dieBasis;167;2021;1626
Bündnis C;167;2021;0
BÜNDNIS21;167;2021;0
LKR;167;2021;0
Die Humanisten;167;2021;0
Gesundheitsforschung;167;2021;0
Team Todenhöfer;167;2021;0
Volt;167;2021;0
EB: Meyer;167;2021;151
EB: Müller;167;2021;716
CDU;168;2021;32765
SPD;168;2021;57919
AfD;168;2021;11348
FDP;168;2021;12966
GRÜNE;168;2021;27744
DIE LINKE;168;2021;9357
Tierschutzpartei;168;2021;0
Die PARTEI;168;2021;2876
FREIE WÄHLER;168;2021;2563
PIRATEN;168;2021;0
NPD;168;2021;0
ÖDP;168;2021;0
V-Partei³;168;2021;0
MLPD;168;2021;244
DKP;168;2021;0
dieBasis;168;2021;2012
Bündnis C;168;2021;299
BÜNDNIS21;168;2021;0
LKR;168;2021;0
Die Humanisten;168;2021;0
Gesundheitsforschung;168;2021;0
Team Todenhöfer;168;2021;0
Volt;168;2021;0
EB: Mascher;168;2021;87
EB: El-Fayoumy;168;2021;416
CDU;169;2021;34527
SPD;169;2021;56383
AfD;169;2021;14204
FDP;169;2021;7135
GRÜNE;169;2021;8032
DIE LINKE;169;2021;3890
Tierschutzpartei;169;2021;0
Die PARTEI;169;2021;0
FREIE WÄHLER;169;2021;3160
PIRATEN;169;2021;0
NPD;169;2021;0
ÖDP;169;2021;0
V-Partei³;169;2021;0
MLPD;169;2021;0
