Gruppenname;Gebietsnummer;jahr;Anzahl
AfD;214;2021;18042
FDP;214;2021;14687
GRÜNE;214;2021;24058
DIE LINKE;214;2021;3898
FREIE WÄHLER;214;2021;23223
ÖDP;214;2021;3039
Tierschutzpartei;214;2021;0
BP;214;2021;1678
Die PARTEI;214;2021;2165
PIRATEN;214;2021;0
NPD;214;2021;0
V-Partei³;214;2021;910
Gesundheitsforschung;214;2021;0
MLPD;214;2021;0
DKP;214;2021;0
dieBasis;214;2021;4795
Bündnis C;214;2021;0
III. Weg;214;2021;0
du.;214;2021;0
LKR;214;2021;0
Die Humanisten;214;2021;0
Team Todenhöfer;214;2021;0
UNABHÄNGIGE;214;2021;0
Volt;214;2021;631
CSU;215;2021;72721
SPD;215;2021;36831
AfD;215;2021;13056
FDP;215;2021;16029
GRÜNE;215;2021;25363
DIE LINKE;215;2021;3216
FREIE WÄHLER;215;2021;13085
ÖDP;215;2021;2122
Tierschutzpartei;215;2021;0
BP;215;2021;0
Die PARTEI;215;2021;2384
PIRATEN;215;2021;0
NPD;215;2021;0
V-Partei³;215;2021;0
Gesundheitsforschung;215;2021;0
MLPD;215;2021;0
DKP;215;2021;0
dieBasis;215;2021;5075
Bündnis C;215;2021;0
III. Weg;215;2021;0
du.;215;2021;0
LKR;215;2021;0
Die Humanisten;215;2021;0
Team Todenhöfer;215;2021;0
UNABHÄNGIGE;215;2021;0
Volt;215;2021;1408
CSU;216;2021;83663
SPD;216;2021;25954
AfD;216;2021;17806
FDP;216;2021;10877
GRÜNE;216;2021;18182
DIE LINKE;216;2021;4648
FREIE WÄHLER;216;2021;15515
ÖDP;216;2021;2438
Tierschutzpartei;216;2021;0
BP;216;2021;1861
Die PARTEI;216;2021;2315
PIRATEN;216;2021;0
NPD;216;2021;0
V-Partei³;216;2021;0
Gesundheitsforschung;216;2021;0
MLPD;216;2021;0
DKP;216;2021;0
dieBasis;216;2021;2969
Bündnis C;216;2021;0
III. Weg;216;2021;0
du.;216;2021;0
LKR;216;2021;0
Die Humanisten;216;2021;0
Team Todenhöfer;216;2021;0
UNABHÄNGIGE;216;2021;0
Volt;216;2021;0
CSU;217;2021;44854
SPD;217;2021;38172
AfD;217;2021;7591
FDP;217;2021;19477
GRÜNE;217;2021;42319
DIE LINKE;217;2021;6216
FREIE WÄHLER;217;2021;3969
ÖDP;217;2021;1862
Tierschutzpartei;217;2021;2072
BP;217;2021;563
Die PARTEI;217;2021;1562
PIRATEN;217;2021;0
NPD;217;2021;0
V-Partei³;217;2021;324
Gesundheitsforschung;217;2021;0
MLPD;217;2021;60
DKP;217;2021;0
dieBasis;217;2021;2540
Bündnis C;217;2021;0
III. Weg;217;2021;0
du.;217;2021;402
LKR;217;2021;0
Die Humanisten;217;2021;0
Team Todenhöfer;217;2021;0
UNABHÄNGIGE;217;2021;0
Volt;217;2021;2410
BüSo;217;2021;41
EB: Hilz;217;2021;237
CSU;218;2021;61159
SPD;218;2021;38243
AfD;218;2021;8066
FDP;218;2021;18104
GRÜNE;218;2021;42367
DIE LINKE;218;2021;4907
FREIE WÄHLER;218;2021;5041
ÖDP;218;2021;1930
Tierschutzpartei;218;2021;2501
BP;218;2021;579
Die PARTEI;218;2021;1714
PIRATEN;218;2021;0
NPD;218;2021;0
V-Partei³;218;2021;0
Gesundheitsforschung;218;2021;0
MLPD;218;2021;0
DKP;218;2021;0
dieBasis;218;2021;2432
Bündnis C;218;2021;152
III. Weg;218;2021;0
du.;218;2021;0
LKR;218;2021;0
Die Humanisten;218;2021;0
Team Todenhöfer;218;2021;2526
UNABHÄNGIGE;218;2021;0
Volt;218;2021;1630
BüSo;218;2021;51
EB: Klopstock;218;2021;1650
CSU;219;2021;46059
SPD;219;2021;33924
AfD;219;2021;7641
FDP;219;2021;16437
GRÜNE;219;2021;47256
DIE LINKE;219;2021;6236
FREIE WÄHLER;219;2021;4464
ÖDP;219;2021;2532
Tierschutzpartei;219;2021;2610
BP;219;2021;0
Die PARTEI;219;2021;2060
PIRATEN;219;2021;0
NPD;219;2021;0
V-Partei³;219;2021;0
Gesundheitsforschung;219;2021;0
MLPD;219;2021;109
DKP;219;2021;0
dieBasis;219;2021;2668
Bündnis C;219;2021;0
III. Weg;219;2021;0
du.;219;2021;0
LKR;219;2021;0
Die Humanisten;219;2021;0
Team Todenhöfer;219;2021;0
UNABHÄNGIGE;219;2021;0
Volt;219;2021;0
BüSo;219;2021;133
CSU;220;2021;53311
SPD;220;2021;39182
AfD;220;2021;7594
FDP;220;2021;19153
GRÜNE;220;2021;53174
DIE LINKE;220;2021;6975
FREIE WÄHLER;220;2021;5058
ÖDP;220;2021;1557
Tierschutzpartei;220;2021;3096
BP;220;2021;0
Die PARTEI;220;2021;1804
PIRATEN;220;2021;0
NPD;220;2021;0
V-Partei³;220;2021;365
Gesundheitsforschung;220;2021;0
MLPD;220;2021;0
DKP;220;2021;0
dieBasis;220;2021;3059
Bündnis C;220;2021;0
III. Weg;220;2021;0
du.;220;2021;391
LKR;220;2021;0
Die Humanisten;220;2021;0
Team Todenhöfer;220;2021;0
UNABHÄNGIGE;220;2021;0
Volt;220;2021;2144
BüSo;220;2021;72
EB: Dönmez;220;2021;316
EB: Sommerfeldt;220;2021;66
CSU;221;2021;77523
SPD;221;2021;30237
AfD;221;2021;9816
FDP;221;2021;18180
GRÜNE;221;2021;40475
DIE LINKE;221;2021;3685
FREIE WÄHLER;221;2021;7791
ÖDP;221;2021;2086
Tierschutzpartei;221;2021;2555
BP;221;2021;1136
Die PARTEI;221;2021;1928
PIRATEN;221;2021;0
NPD;221;2021;0
V-Partei³;221;2021;0
Gesundheitsforschung;221;2021;0
MLPD;221;2021;0
DKP;221;2021;0
dieBasis;221;2021;2880
Bündnis C;221;2021;0
III. Weg;221;2021;0
du.;221;2021;0
LKR;221;2021;0
Die Humanisten;221;2021;0
Team Todenhöfer;221;2021;0
UNABHÄNGIGE;221;2021;0
Volt;221;2021;0
CSU;222;2021;68670
SPD;222;2021;22869
AfD;222;2021;15764
FDP;222;2021;17682
GRÜNE;222;2021;26183
DIE LINKE;222;2021;4091
FREIE WÄHLER;222;2021;16869
ÖDP;222;2021;3698
Tierschutzpartei;222;2021;0
BP;222;2021;2584
Die PARTEI;222;2021;2466
PIRATEN;222;2021;0
NPD;222;2021;0
V-Partei³;222;2021;0
Gesundheitsforschung;222;2021;0
MLPD;222;2021;0
DKP;222;2021;0
dieBasis;222;2021;9069
Bündnis C;222;2021;0
III. Weg;222;2021;0
du.;222;2021;0
LKR;222;2021;0
Die Humanisten;222;2021;0
Team Todenhöfer;222;2021;0
UNABHÄNGIGE;222;2021;0
Volt;222;2021;0
BüSo;222;2021;119
CSU;223;2021;55501
SPD;223;2021;15428
AfD;223;2021;0
FDP;223;2021;11636
GRÜNE;223;2021;20829
DIE LINKE;223;2021;2643
FREIE WÄHLER;223;2021;14146
ÖDP;223;2021;2077
Tierschutzpartei;223;2021;0
BP;223;2021;4992
Die PARTEI;223;2021;1949
PIRATEN;223;2021;0
NPD;223;2021;0
V-Partei³;223;2021;0
Gesundheitsforschung;223;2021;0
MLPD;223;2021;0
DKP;223;2021;0
dieBasis;223;2021;5140
Bündnis C;223;2021;0
III. Weg;223;2021;0
du.;223;2021;0
LKR;223;2021;0
Die Humanisten;223;2021;0
Team Todenhöfer;223;2021;0
UNABHÄNGIGE;223;2021;0
Volt;223;2021;0
CSU;224;2021;68617
SPD;224;2021;23985
AfD;224;2021;10715
FDP;224;2021;16585
GRÜNE;224;2021;35809
DIE LINKE;224;2021;3701
FREIE WÄHLER;224;2021;9035
ÖDP;224;2021;1972
Tierschutzpartei;224;2021;0
BP;224;2021;0
Die PARTEI;224;2021;2333
PIRATEN;224;2021;0
NPD;224;2021;0
V-Partei³;224;2021;721
Gesundheitsforschung;224;2021;0
MLPD;224;2021;0
DKP;224;2021;0
dieBasis;224;2021;5365
Bündnis C;224;2021;0
III. Weg;224;2021;0
du.;224;2021;0
LKR;224;2021;0
Die Humanisten;224;2021;0
Team Todenhöfer;224;2021;0
UNABHÄNGIGE;224;2021;0
Volt;224;2021;982
CSU;225;2021;59555
SPD;225;2021;27644
AfD;225;2021;12671
FDP;225;2021;12268
GRÜNE;225;2021;17219
DIE LINKE;225;2021;3537
FREIE WÄHLER;225;2021;18572
ÖDP;225;2021;2372
Tierschutzpartei;225;2021;0
BP;225;2021;2160
Die PARTEI;225;2021;1857
PIRATEN;225;2021;0
NPD;225;2021;0
V-Partei³;225;2021;0
Gesundheitsforschung;225;2021;0
MLPD;225;2021;0
DKP;225;2021;0
dieBasis;225;2021;4115
Bündnis C;225;2021;0
III. Weg;225;2021;0
du.;225;2021;0
LKR;225;2021;295
Die Humanisten;225;2021;0
Team Todenhöfer;225;2021;0
UNABHÄNGIGE;225;2021;0
Volt;225;2021;0
EB: Englisch;225;2021;329
CSU;226;2021;57179
SPD;226;2021;19682
AfD;226;2021;9686
FDP;226;2021;8553
GRÜNE;226;2021;16300
DIE LINKE;226;2021;2718
FREIE WÄHLER;226;2021;10100
ÖDP;226;2021;4205
Tierschutzpartei;226;2021;0
BP;226;2021;2405
Die PARTEI;226;2021;0
PIRATEN;226;2021;0
NPD;226;2021;0
V-Partei³;226;2021;0
Gesundheitsforschung;226;2021;0
MLPD;226;2021;0
DKP;226;2021;0
dieBasis;226;2021;4301
Bündnis C;226;2021;0
III. Weg;226;2021;0
du.;226;2021;0
LKR;226;2021;0
Die Humanisten;226;2021;0
Team Todenhöfer;226;2021;0
UNABHÄNGIGE;226;2021;0
Volt;226;2021;500
EB: Ryssel;226;2021;966
CSU;227;2021;47267
SPD;227;2021;19527
AfD;227;2021;17432
FDP;227;2021;6325
GRÜNE;227;2021;6890
DIE LINKE;227;2021;1895
FREIE WÄHLER;227;2021;19718
ÖDP;227;2021;1144
Tierschutzpartei;227;2021;0
BP;227;2021;2660
Die PARTEI;227;2021;905
PIRATEN;227;2021;459
NPD;227;2021;0
V-Partei³;227;2021;410
Gesundheitsforschung;227;2021;0
MLPD;227;2021;0
DKP;227;2021;0
dieBasis;227;2021;1870
Bündnis C;227;2021;0
III. Weg;227;2021;0
du.;227;2021;0
LKR;227;2021;0
Die Humanisten;227;2021;0
Team Todenhöfer;227;2021;0
UNABHÄNGIGE;227;2021;0
Volt;227;2021;0
CSU;228;2021;70685
SPD;228;2021;22468
AfD;228;2021;19184
FDP;228;2021;22774
GRÜNE;228;2021;21811
DIE LINKE;228;2021;3955
FREIE WÄHLER;228;2021;20072
ÖDP;228;2021;2888
Tierschutzpartei;228;2021;3615
BP;228;2021;2241
Die PARTEI;228;2021;0
PIRATEN;228;2021;0
NPD;228;2021;0
V-Partei³;228;2021;0
Gesundheitsforschung;228;2021;0
MLPD;228;2021;0
DKP;228;2021;0
dieBasis;228;2021;2796
Bündnis C;228;2021;0
III. Weg;228;2021;0
du.;228;2021;0
LKR;228;2021;0
Die Humanisten;228;2021;0
Team Todenhöfer;228;2021;0
UNABHÄNGIGE;228;2021;0
Volt;228;2021;0
EB: Manz;228;2021;400
EB: Pettenkofer;228;2021;1061
CSU;229;2021;41530
SPD;229;2021;28341
AfD;229;2021;16215
FDP;229;2021;10513
GRÜNE;229;2021;12098
DIE LINKE;229;2021;2681
FREIE WÄHLER;229;2021;17180
ÖDP;229;2021;3876
Tierschutzpartei;229;2021;0
BP;229;2021;0
Die PARTEI;229;2021;1235
PIRATEN;229;2021;0
NPD;229;2021;0
V-Partei³;229;2021;0
Gesundheitsforschung;229;2021;0
MLPD;229;2021;0
DKP;229;2021;0
dieBasis;229;2021;1567
Bündnis C;229;2021;0
III. Weg;229;2021;0
du.;229;2021;0
LKR;229;2021;0
Die Humanisten;229;2021;244
Team Todenhöfer;229;2021;0
UNABHÄNGIGE;229;2021;0
Volt;229;2021;0
CSU;230;2021;46493
SPD;230;2021;15794
AfD;230;2021;16808
FDP;230;2021;10210
GRÜNE;230;2021;10188
DIE LINKE;230;2021;1912
FREIE WÄHLER;230;2021;22158
ÖDP;230;2021;2647
Tierschutzpartei;230;2021;0
BP;230;2021;2746
Die PARTEI;230;2021;1106
PIRATEN;230;2021;0
NPD;230;2021;0
V-Partei³;230;2021;0
Gesundheitsforschung;230;2021;0
MLPD;230;2021;0
DKP;230;2021;0
dieBasis;230;2021;2385
Bündnis C;230;2021;0
III. Weg;230;2021;0
du.;230;2021;0
LKR;230;2021;0
Die Humanisten;230;2021;0
Team Todenhöfer;230;2021;0
UNABHÄNGIGE;230;2021;0
Volt;230;2021;0
CSU;231;2021;58487
SPD;231;2021;16312
AfD;231;2021;16794
FDP;231;2021;6895
GRÜNE;231;2021;8613
DIE LINKE;231;2021;1936
FREIE WÄHLER;231;2021;15115
ÖDP;231;2021;2467
Tierschutzpartei;231;2021;0
BP;231;2021;1294
Die PARTEI;231;2021;1506
PIRATEN;231;2021;0
NPD;231;2021;0
V-Partei³;231;2021;0
Gesundheitsforschung;231;2021;0
MLPD;231;2021;0
DKP;231;2021;0
dieBasis;231;2021;1503
Bündnis C;231;2021;0
III. Weg;231;2021;0
du.;231;2021;0
LKR;231;2021;0
Die Humanisten;231;2021;0
Team Todenhöfer;231;2021;570
UNABHÄNGIGE;231;2021;0
Volt;231;2021;0
EB: Knott;231;2021;586
CSU;232;2021;69278
SPD;232;2021;27476
AfD;232;2021;17822
FDP;232;2021;10213
GRÜNE;232;2021;13908
DIE LINKE;232;2021;4158
FREIE WÄHLER;232;2021;20855
ÖDP;232;2021;3247
Tierschutzpartei;232;2021;0
BP;232;2021;0
Die PARTEI;232;2021;0
PIRATEN;232;2021;0
NPD;232;2021;0
V-Partei³;232;2021;0
Gesundheitsforschung;232;2021;0
MLPD;232;2021;0
DKP;232;2021;0
dieBasis;232;2021;2902
Bündnis C;232;2021;0
III. Weg;232;2021;0
du.;232;2021;0
LKR;232;2021;0
Die Humanisten;232;2021;0
Team Todenhöfer;232;2021;0
UNABHÄNGIGE;232;2021;0
Volt;232;2021;0
EB: Gradl;232;2021;2138
CSU;233;2021;69842
SPD;233;2021;32850
AfD;233;2021;16557
FDP;233;2021;13754
GRÜNE;233;2021;30333
DIE LINKE;233;2021;6023
FREIE WÄHLER;233;2021;17906
ÖDP;233;2021;2927
Tierschutzpartei;233;2021;0
BP;233;2021;1745
Die PARTEI;233;2021;2734
PIRATEN;233;2021;0
NPD;233;2021;0
V-Partei³;233;2021;0
Gesundheitsforschung;233;2021;0
MLPD;233;2021;0
DKP;233;2021;0
dieBasis;233;2021;2567
Bündnis C;233;2021;0
III. Weg;233;2021;0
du.;233;2021;0
LKR;233;2021;90
Die Humanisten;233;2021;0
Team Todenhöfer;233;2021;0
UNABHÄNGIGE;233;2021;0
Volt;233;2021;0
EB: Friedl;233;2021;384
CSU;234;2021;60924
SPD;234;2021;39615
AfD;234;2021;23142
FDP;234;2021;7341
GRÜNE;234;2021;7934
DIE LINKE;234;2021;3043
FREIE WÄHLER;234;2021;27381
ÖDP;234;2021;1747
Tierschutzpartei;234;2021;0
BP;234;2021;0
Die PARTEI;234;2021;0
PIRATEN;234;2021;0
NPD;234;2021;0
V-Partei³;234;2021;515
Gesundheitsforschung;234;2021;0
MLPD;234;2021;0
DKP;234;2021;0
dieBasis;234;2021;1846
Bündnis C;234;2021;0
III. Weg;234;2021;0
du.;234;2021;0
LKR;234;2021;267
Die Humanisten;234;2021;0
Team Todenhöfer;234;2021;0
UNABHÄNGIGE;234;2021;0
Volt;234;2021;0
CSU;235;2021;50575
SPD;235;2021;29573
AfD;235;2021;13523
FDP;235;2021;6303
GRÜNE;235;2021;6633
DIE LINKE;235;2021;2315
FREIE WÄHLER;235;2021;9306
ÖDP;235;2021;860
Tierschutzpartei;235;2021;0
BP;235;2021;771
Die PARTEI;235;2021;0
PIRATEN;235;2021;0
NPD;235;2021;0
V-Partei³;235;2021;0
Gesundheitsforschung;235;2021;0
MLPD;235;2021;0
DKP;235;2021;0
dieBasis;235;2021;1458
Bündnis C;235;2021;0
III. Weg;235;2021;0
du.;235;2021;0
LKR;235;2021;0
Die Humanisten;235;2021;0
Team Todenhöfer;235;2021;0
UNABHÄNGIGE;235;2021;0
Volt;235;2021;0
EB: Bauer;235;2021;749
EB: Dippel;235;2021;9358
CSU;236;2021;54726
SPD;236;2021;28123
AfD;236;2021;13279
FDP;236;2021;9821
GRÜNE;236;2021;22728
DIE LINKE;236;2021;3625
FREIE WÄHLER;236;2021;8708
ÖDP;236;2021;1287
Tierschutzpartei;236;2021;0
BP;236;2021;491
Die PARTEI;236;2021;1627
PIRATEN;236;2021;0
NPD;236;2021;0
V-Partei³;236;2021;0
Gesundheitsforschung;236;2021;0
MLPD;236;2021;179
DKP;236;2021;0
dieBasis;236;2021;2361
Bündnis C;236;2021;0
III. Weg;236;2021;0
du.;236;2021;0
LKR;236;2021;0
Die Humanisten;236;2021;0
Team Todenhöfer;236;2021;0
UNABHÄNGIGE;236;2021;0
Volt;236;2021;726
EB: Roensch;236;2021;114
CSU;237;2021;54465
SPD;237;2021;24840
AfD;237;2021;10777
FDP;237;2021;9182
GRÜNE;237;2021;14064
DIE LINKE;237;2021;2577
FREIE WÄHLER;237;2021;7754
ÖDP;237;2021;934
Tierschutzpartei;237;2021;0
BP;237;2021;0
Die PARTEI;237;2021;1709
PIRATEN;237;2021;0
NPD;237;2021;0
V-Partei³;237;2021;0
Gesundheitsforschung;237;2021;0
MLPD;237;2021;0
DKP;237;2021;0
dieBasis;237;2021;2028
Bündnis C;237;2021;0
III. Weg;237;2021;0
du.;237;2021;0
LKR;237;2021;0
Die Humanisten;237;2021;0
Team Todenhöfer;237;2021;0
UNABHÄNGIGE;237;2021;0
Volt;237;2021;0
CSU;238;2021;44890
SPD;238;2021;32056
AfD;238;2021;11878
FDP;238;2021;6369
GRÜNE;238;2021;10581
DIE LINKE;238;2021;2337
FREIE WÄHLER;238;2021;9235
ÖDP;238;2021;1418
Tierschutzpartei;238;2021;0
BP;238;2021;222
Die PARTEI;238;2021;1872
PIRATEN;238;2021;0
NPD;238;2021;0
V-Partei³;238;2021;0
Gesundheitsforschung;238;2021;0
MLPD;238;2021;83
DKP;238;2021;0
dieBasis;238;2021;2002
Bündnis C;238;2021;0
III. Weg;238;2021;0
du.;238;2021;0
LKR;238;2021;0
Die Humanisten;238;2021;0
Team Todenhöfer;238;2021;0
UNABHÄNGIGE;238;2021;0
Volt;238;2021;0
CSU;239;2021;51312
SPD;239;2021;29763
AfD;239;2021;14705
FDP;239;2021;6493
GRÜNE;239;2021;7941
DIE LINKE;239;2021;2651
FREIE WÄHLER;239;2021;7202
ÖDP;239;2021;508
Tierschutzpartei;239;2021;0
BP;239;2021;0
Die PARTEI;239;2021;1969
PIRATEN;239;2021;0
NPD;239;2021;0
V-Partei³;239;2021;0
Gesundheitsforschung;239;2021;0
MLPD;239;2021;0
DKP;239;2021;0
dieBasis;239;2021;1498
Bündnis C;239;2021;314
III. Weg;239;2021;0
du.;239;2021;0
LKR;239;2021;0
Die Humanisten;239;2021;0
Team Todenhöfer;239;2021;0
UNABHÄNGIGE;239;2021;0
Volt;239;2021;0
EB: Löhnert;239;2021;99
CSU;240;2021;65163
SPD;240;2021;22103
AfD;240;2021;14416
FDP;240;2021;6480
GRÜNE;240;2021;10165
DIE LINKE;240;2021;2448
FREIE WÄHLER;240;2021;10430
ÖDP;240;2021;871
Tierschutzpartei;240;2021;0
BP;240;2021;619
Die PARTEI;240;2021;1954
PIRATEN;240;2021;0
NPD;240;2021;0
V-Partei³;240;2021;0
Gesundheitsforschung;240;2021;0
MLPD;240;2021;0
DKP;240;2021;0
dieBasis;240;2021;1748
Bündnis C;240;2021;0
III. Weg;240;2021;0
du.;240;2021;0
LKR;240;2021;0
Die Humanisten;240;2021;0
Team Todenhöfer;240;2021;0
UNABHÄNGIGE;240;2021;0
Volt;240;2021;0
CSU;241;2021;73312
SPD;241;2021;33819
AfD;241;2021;18418
FDP;241;2021;13016
GRÜNE;241;2021;21343
DIE LINKE;241;2021;3798
FREIE WÄHLER;241;2021;16592
ÖDP;241;2021;2902
Tierschutzpartei;241;2021;0
BP;241;2021;0
Die PARTEI;241;2021;0
PIRATEN;241;2021;2180
NPD;241;2021;447
V-Partei³;241;2021;0
Gesundheitsforschung;241;2021;0
MLPD;241;2021;0
DKP;241;2021;0
dieBasis;241;2021;5167
Bündnis C;241;2021;0
III. Weg;241;2021;0
du.;241;2021;0
LKR;241;2021;0
Die Humanisten;241;2021;0
Team Todenhöfer;241;2021;0
UNABHÄNGIGE;241;2021;0
Volt;241;2021;0
CSU;242;2021;54223
SPD;242;2021;32036
AfD;242;2021;10669
FDP;242;2021;10382
GRÜNE;242;2021;29923
DIE LINKE;242;2021;0
FREIE WÄHLER;242;2021;7888
ÖDP;242;2021;2080
Tierschutzpartei;242;2021;0
BP;242;2021;0
Die PARTEI;242;2021;2578
PIRATEN;242;2021;1259
NPD;242;2021;0
V-Partei³;242;2021;0
Gesundheitsforschung;242;2021;0
MLPD;242;2021;188
DKP;242;2021;0
dieBasis;242;2021;2619
Bündnis C;242;2021;0
III. Weg;242;2021;0
du.;242;2021;0
LKR;242;2021;0
Die Humanisten;242;2021;0
Team Todenhöfer;242;2021;0
UNABHÄNGIGE;242;2021;0
Volt;242;2021;0
EB: Kunstmann;242;2021;127
EB: Kalupner;242;2021;93
EB: Henig;242;2021;366
CSU;243;2021;65876
SPD;243;2021;47153
AfD;243;2021;16858
FDP;243;2021;12883
GRÜNE;243;2021;27111
DIE LINKE;243;2021;6221
FREIE WÄHLER;243;2021;10340
ÖDP;243;2021;1685
Tierschutzpartei;243;2021;0
BP;243;2021;507
Die PARTEI;243;2021;3090
PIRATEN;243;2021;0
NPD;243;2021;0
V-Partei³;243;2021;0
Gesundheitsforschung;243;2021;0
MLPD;243;2021;0
DKP;243;2021;0
dieBasis;243;2021;3750
Bündnis C;243;2021;0
III. Weg;243;2021;0
du.;243;2021;0
LKR;243;2021;0
Die Humanisten;243;2021;416
Team Todenhöfer;243;2021;0
UNABHÄNGIGE;243;2021;0
Volt;243;2021;611
CSU;244;2021;41027
SPD;244;2021;31616
AfD;244;2021;8485
FDP;244;2021;10882
GRÜNE;244;2021;32541
DIE LINKE;244;2021;7726
FREIE WÄHLER;244;2021;4286
ÖDP;244;2021;1813
Tierschutzpartei;244;2021;0
BP;244;2021;0
Die PARTEI;244;2021;0
PIRATEN;244;2021;1849
NPD;244;2021;0
V-Partei³;244;2021;0
Gesundheitsforschung;244;2021;0
MLPD;244;2021;149
DKP;244;2021;0
dieBasis;244;2021;2777
Bündnis C;244;2021;0
III. Weg;244;2021;0
du.;244;2021;0
LKR;244;2021;0
Die Humanisten;244;2021;0
Team Todenhöfer;244;2021;0
UNABHÄNGIGE;244;2021;0
Volt;244;2021;856
EB: Eppel;244;2021;199
CSU;245;2021;44192
SPD;245;2021;31098
AfD;245;2021;13123
FDP;245;2021;8777
GRÜNE;245;2021;15566
DIE LINKE;245;2021;5184
FREIE WÄHLER;245;2021;5897
ÖDP;245;2021;1562
Tierschutzpartei;245;2021;0
BP;245;2021;0
Die PARTEI;245;2021;0
PIRATEN;245;2021;0
NPD;245;2021;0
V-Partei³;245;2021;0
Gesundheitsforschung;245;2021;0
MLPD;245;2021;0
DKP;245;2021;0
dieBasis;245;2021;2491
Bündnis C;245;2021;0
III. Weg;245;2021;0
du.;245;2021;0
LKR;245;2021;0
Die Humanisten;245;2021;0
Team Todenhöfer;245;2021;0
UNABHÄNGIGE;245;2021;0
Volt;245;2021;533
CSU;246;2021;71478
SPD;246;2021;31806
AfD;246;2021;14944
FDP;246;2021;12596
GRÜNE;246;2021;25140
DIE LINKE;246;2021;5076
FREIE WÄHLER;246;2021;16528
ÖDP;246;2021;1534
Tierschutzpartei;246;2021;0
BP;246;2021;0
Die PARTEI;246;2021;2149
PIRATEN;246;2021;1696
NPD;246;2021;0
V-Partei³;246;2021;0
Gesundheitsforschung;246;2021;0
MLPD;246;2021;0
DKP;246;2021;0
dieBasis;246;2021;4720
Bündnis C;246;2021;0
III. Weg;246;2021;0
du.;246;2021;0
LKR;246;2021;185
Die Humanisten;246;2021;0
Team Todenhöfer;246;2021;0
UNABHÄNGIGE;246;2021;0
Volt;246;2021;0
EB: Schlot;246;2021;431
CSU;247;2021;59269
SPD;247;2021;24893
AfD;247;2021;13954
FDP;247;2021;11683
GRÜNE;247;2021;19588
DIE LINKE;247;2021;3536
FREIE WÄHLER;247;2021;5087
ÖDP;247;2021;1580
Tierschutzpartei;247;2021;0
BP;247;2021;516
Die PARTEI;247;2021;2022
PIRATEN;247;2021;0
NPD;247;2021;0
V-Partei³;247;2021;0
Gesundheitsforschung;247;2021;0
MLPD;247;2021;157
DKP;247;2021;0
dieBasis;247;2021;2412
Bündnis C;247;2021;0
III. Weg;247;2021;0
du.;247;2021;0
LKR;247;2021;490
Die Humanisten;247;2021;0
Team Todenhöfer;247;2021;0
UNABHÄNGIGE;247;2021;0
Volt;247;2021;0
EB: Lembach;247;2021;351
CSU;248;2021;67458
SPD;248;2021;32844
AfD;248;2021;17130
FDP;248;2021;12206
GRÜNE;248;2021;16467
DIE LINKE;248;2021;4475
FREIE WÄHLER;248;2021;14102
ÖDP;248;2021;1266
Tierschutzpartei;248;2021;0
BP;248;2021;0
Die PARTEI;248;2021;2438
PIRATEN;248;2021;0
NPD;248;2021;0
V-Partei³;248;2021;0
Gesundheitsforschung;248;2021;0
MLPD;248;2021;0
DKP;248;2021;0
dieBasis;248;2021;3783
Bündnis C;248;2021;0
III. Weg;248;2021;0
du.;248;2021;0
LKR;248;2021;0
Die Humanisten;248;2021;0
Team Todenhöfer;248;2021;0
UNABHÄNGIGE;248;2021;0
Volt;248;2021;0
EB: Kaiser;248;2021;371
CSU;249;2021;60489
SPD;249;2021;33700
AfD;249;2021;12576
FDP;249;2021;9514
GRÜNE;249;2021;15813
DIE LINKE;249;2021;4070
FREIE WÄHLER;249;2021;15774
ÖDP;249;2021;1414
Tierschutzpartei;249;2021;0
BP;249;2021;0
Die PARTEI;249;2021;0
PIRATEN;249;2021;0
NPD;249;2021;0
V-Partei³;249;2021;0
Gesundheitsforschung;249;2021;0
MLPD;249;2021;0
DKP;249;2021;0
dieBasis;249;2021;3195
Bündnis C;249;2021;0
III. Weg;249;2021;0
du.;249;2021;0
LKR;249;2021;240
Die Humanisten;249;2021;0
Team Todenhöfer;249;2021;0
UNABHÄNGIGE;249;2021;0
Volt;249;2021;0
CSU;250;2021;63697
SPD;250;2021;29037
AfD;250;2021;15468
FDP;250;2021;12408
GRÜNE;250;2021;14747
DIE LINKE;250;2021;6552
FREIE WÄHLER;250;2021;7761
ÖDP;250;2021;1229
Tierschutzpartei;250;2021;0
BP;250;2021;863
Die PARTEI;250;2021;0
PIRATEN;250;2021;0
NPD;250;2021;0
V-Partei³;250;2021;0
Gesundheitsforschung;250;2021;0
MLPD;250;2021;167
DKP;250;2021;0
dieBasis;250;2021;2758
Bündnis C;250;2021;0
III. Weg;250;2021;0
du.;250;2021;0
LKR;250;2021;0
Die Humanisten;250;2021;0
Team Todenhöfer;250;2021;0
UNABHÄNGIGE;250;2021;1116
Volt;250;2021;0
CSU;251;2021;67651
SPD;251;2021;33125
AfD;251;2021;0
FDP;251;2021;19414
GRÜNE;251;2021;36295
DIE LINKE;251;2021;7522
FREIE WÄHLER;251;2021;9440
ÖDP;251;2021;2501
Tierschutzpartei;251;2021;0
BP;251;2021;0
Die PARTEI;251;2021;0
PIRATEN;251;2021;0
NPD;251;2021;0
V-Partei³;251;2021;0
Gesundheitsforschung;251;2021;0
MLPD;251;2021;0
DKP;251;2021;0
dieBasis;251;2021;4898
Bündnis C;251;2021;0
III. Weg;251;2021;0
du.;251;2021;0
LKR;251;2021;0
